"Date","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","Pythag","RankPythag","EM","RankEM"
2015-11-14,"Duke",78.5375,23,73.1964293724504,69,117.141492917396,35,115.490232232644,1,94.2225051726882,83,91.4348757891585,12,0.936191177955411,1,24.0553564434859,1
2015-11-14,"Kentucky",69.925,145,71.0895906005606,223,111.548087236325,63,112.184724335154,9,92.9567393636038,79,89.2105791526375,2,0.933092473639879,2,22.9741451825169,2
2015-11-14,"Virginia",62.2875,221,66.4070083623301,348,138.069436082681,3,111.087503323345,12,77.0620108368453,21,88.5173328164608,1,0.931622125571029,3,22.5701705068843,3
2015-11-14,"Kansas",82.75,7,74.2187708895779,32,131.722054380665,11,112.220739074041,8,87.0090634441088,60,89.799033556776,3,0.928460389935135,4,22.4217055172652,4
2015-11-14,"Villanova",77.2125,35,72.0409230028312,146,117.856564675409,32,112.271791720276,6,69.9368625546382,10,90.1634600202833,7,0.925665074462748,5,22.1083316999932,5
2015-11-14,"North Carolina",70.5,139,74.8538817082146,17,129.078014184397,12,113.980567104147,3,95.0354609929078,90,92.4927034890715,22,0.917004760360027,6,21.487863615076,6
2015-11-14,"Baylor",69.6125,147,69.9252048657156,294,139.342790447118,2,112.010601777138,10,79.0087987071287,26,91.0834331903836,9,0.915165474452575,7,20.9271685867542,7
2015-11-14,"Gonzaga",0,231,71.8072769858834,167,0,231,113.138870760211,4,200,231,93.0463983547494,30,0.904517090955389,9,20.0924724054613,8
2015-11-14,"Arizona",71.6125,113,72.4047507966698,119,110.315936463606,68,110.538644873006,13,85.1806598010124,52,90.4760047485674,8,0.909143853973694,8,20.0626401244381,9
2015-11-14,"Indiana",68.45,163,72.8724400002858,92,128.560993425858,13,115.154699862596,2,71.5850986121256,14,95.9139326313172,70,0.891144923494026,10,19.2407672312788,10
2015-11-14,"Oklahoma",0,231,73.3770078373324,62,0,231,110.245783277785,15,200,231,91.9370147603725,15,0.889780236286346,11,18.3087685174122,11
2015-11-14,"Notre Dame",67.9,179,70.2038310032983,281,128.129602356406,14,112.857494392689,5,82.4742268041237,40,94.9542247782044,51,0.879362419463833,13,17.9032696144842,12
2015-11-14,"Wichita St.",68.8625,159,70.1013974929025,285,127.79088763841,15,110.090543882289,16,91.4866581956798,71,92.751881347699,25,0.877698564366297,15,17.3386625345896,13
2015-11-14,"Vanderbilt",70.575,133,70.4138982459101,270,113.354587318456,50,109.308505763399,22,58.0942260007085,2,92.0801138831966,17,0.877871336122026,14,17.2283918802022,14
2015-11-14,"Cincinnati",76.2375,45,69.2718169980028,320,127.233972782423,16,107.217091076373,39,94.4417117560256,85,89.9942473084508,6,0.882234658311294,12,17.2228437679225,15
2015-11-14,"Michigan",0,231,68.202554899763,340,0,231,112.000631147314,11,200,231,94.8312148791057,48,0.871430626228585,17,17.169416268208,16
2015-11-14,"Michigan St.",70.475,141,70.7545755836146,248,116.353316779,41,109.627646603671,18,78.0418588151827,23,92.4982732993843,23,0.875865357816281,16,17.1293733042872,17
2015-11-14,"Wisconsin",57.2875,229,65.4412080369824,350,116.953960288021,38,112.268427731414,7,120.445123281693,205,95.2002750227628,57,0.86949071338868,20,17.0681527086511,18
2015-11-14,"Iowa St.",78.175,27,73.9239025624502,42,86.9843300287816,172,109.870886091731,17,79.3092420850656,28,93.033273797412,29,0.871356935943259,18,16.837612294319,19
2015-11-14,"Purdue",69.375,153,71.7460260572902,173,116.756756756757,39,108.676679033134,24,57.6576576576577,1,92.0766077403912,16,0.870591352554458,19,16.6000712927423,20
2015-11-14,"Utah",68.6,161,68.7531175739506,334,119.533527696793,27,108.751076497754,23,103.498542274052,130,92.2873522120317,20,0.868501784153318,21,16.4637242857218,21
2015-11-14,"Maryland",68.25,165,71.2302823400852,215,117.216117216117,34,108.271721996133,28,82.0512820512821,36,92.2700334945988,19,0.862846107402973,23,16.0016885015337,22
2015-11-14,"Miami FL",70.1875,143,69.6471117457178,304,122.528940338379,22,109.392083446103,20,84.0605520926091,48,93.4698940454314,35,0.859233711990158,24,15.9221894006719,23
2015-11-14,"Louisville",75.1125,51,72.2463214156706,133,114.494924280246,45,105.560739286832,56,59.9101347978033,3,89.8523841063508,4,0.864462694415124,22,15.7083551804807,24
2015-11-14,"Oregon",71.2375,121,73.1199872235608,73,112.300403579575,58,108.650306182837,25,72.995262326724,16,93.117064714058,32,0.854977496580011,25,15.5332414687785,25
2015-11-14,"West Virginia",80.8875,13,73.8409811564769,46,132.282491114202,10,108.122454350623,29,75.4133827847319,18,92.7772060407651,26,0.853238403359559,26,15.3452483098578,26
2015-11-14,"SMU",0,231,70.7589433312713,245,0,231,108.028819262774,30,200,231,92.7251971570751,24,0.8527977030614,27,15.3036221056986,27
2015-11-14,"Connecticut",74.25,75,70.0757056594601,289,134.680134680135,5,105.795445963201,54,75.4208754208754,19,91.130781858558,10,0.847604642181714,28,14.6646641046435,28
2015-11-14,"Georgetown",0,231,70.7490855936072,249,0,231,108.580694469284,26,200,231,93.9310131317136,42,0.841139313470834,29,14.6496813375701,29
2015-11-14,"Pittsburgh",0,231,68.7621530432213,333,0,231,109.391926374944,21,200,231,94.988909472132,53,0.835282055655771,32,14.4030169028117,30
2015-11-14,"Butler",0,231,70.4614027494204,266,0,231,107.78711642899,33,200,231,93.4961447534816,36,0.836953933035198,30,14.2909716755081,31
2015-11-14,"Texas A&M",77.375,33,71.0593461259625,225,134.410339256866,6,107.311575907387,36,82.7140549273021,41,93.1034535058801,31,0.836619887482583,31,14.2081224015071,32
2015-11-14,"Syracuse",66.075,195,70.8869925144112,241,86.2656072644722,175,105.564887838954,55,71.1312902005297,13,91.7106507231927,13,0.834505847218484,33,13.8542371157615,33
2015-11-14,"Xavier",71.0125,127,71.4191042059096,198,114.06442527724,46,108.451163162257,27,101.390600246435,120,94.6427791594611,45,0.827239690357609,36,13.8083840027955,34
2015-11-14,"Valparaiso",69.5875,149,70.087015723071,287,112.08909646129,59,107.06557369043,41,91.9705406861865,73,93.3876145635027,34,0.828047419929166,34,13.6779591269268,35
2015-11-14,"Iowa",71.6375,111,71.8196470162945,165,106.089687663584,88,107.245663570286,37,82.3590996335718,38,93.5695961483377,39,0.827611207373576,35,13.6760674219478,36
2015-11-14,"Florida St.",0,231,72.5915163284712,109,0,231,107.503169407427,35,200,231,93.8799209561352,41,0.826108375296547,37,13.6232484512915,37
2015-11-14,"Florida",63.8625,215,72.73328802983,100,92.3859855157565,154,104.485112855969,73,64.2004306126444,6,91.7214853796048,14,0.817322492674829,38,12.7636274763639,38
2015-11-14,"Texas",84.9,5,74.5481764497449,23,83.6277974087161,188,105.460911363614,58,90.6949352179034,69,92.8904153876127,28,0.811468264234895,40,12.5704959760013,39
2015-11-14,"Ohio St.",0,231,72.1418508323154,137,0,231,106.510119617627,45,200,231,94.0146511147966,43,0.807691251574831,41,12.4954685028301,40
2015-11-14,"California",72.5,95,71.9283149660857,156,133.793103448276,8,107.2297944921,38,89.6551724137931,65,94.7813197761879,46,0.805200537670058,42,12.4484747159122,41
2015-11-14,"San Diego St.",73.0125,87,69.593389460271,307,97.2436226673515,130,102.21907282593,117,82.1777092963534,37,89.9241988305702,5,0.813625004864219,39,12.2948739953595,42
2015-11-14,"Oregon St.",0,231,68.8249948577135,331,0,231,104.506320145722,72,200,231,92.4290234603157,21,0.804124507793397,43,12.077296685406,43
2015-11-14,"Davidson",0,231,72.9795755318663,86,0,231,110.524346095205,14,200,231,98.6701507861393,120,0.786627185614677,49,11.8541953090654,44
2015-11-14,"UCLA",75.3111111111111,49,72.9333881076603,88,95.6034228385955,139,106.961338016819,42,99.144290351136,110,95.2104232231304,58,0.792218010315651,48,11.7509147936889,45
2015-11-14,"Tulsa",0,231,71.3435239150727,202,0,231,104.563152294471,69,200,231,92.8461147737953,27,0.796854463144741,45,11.7170375206754,46
2015-11-14,"Rhode Island",60.95,223,71.791372915384,169,106.644790812141,85,102.921110101308,100,68.9089417555373,8,91.2158093534049,11,0.800344239215916,44,11.7053007479029,47
2015-11-14,"USC",72.45,97,74.3531634511037,28,114.56176673568,44,105.137669316348,63,62.111801242236,4,93.5016205499125,37,0.793942598102115,47,11.636048766436,48
2015-11-14,"Clemson",59.3125,227,68.5688840263421,336,124.762908324552,20,103.774995803424,92,67.4394099051633,7,92.1507139452054,18,0.796764808232633,46,11.6242818582183,49
2015-11-14,"South Carolina",0,231,71.5699895088978,187,0,231,104.764914287213,68,200,231,93.6296637429961,40,0.78453188272492,50,11.1352505442166,50
2015-11-14,"Oklahoma St.",68,173,71.076707122276,224,133.823529411765,7,105.953833317356,51,83.8235294117647,45,95.2174994331452,59,0.773583396953126,51,10.7363338842108,51
2015-11-14,"BYU",84.95,3,77.2323358904173,4,100.058858151854,115,107.872403651932,32,63.5668040023543,5,97.4717773286558,102,0.762410620324241,55,10.4006263232765,52
2015-11-14,"LSU",71.5625,117,74.6730855621717,22,113.187772925764,52,105.368119741116,61,97.8165938864629,104,95.1242921961162,55,0.76425865473877,54,10.2438275449999,53
2015-11-14,"VCU",72.2875,103,72.0666459419873,143,103.752377658655,100,103.500304098067,96,69.1682517724365,9,93.3145080869499,33,0.766989213440448,52,10.1857960111171,54
2015-11-14,"Dayton",73.75,83,71.1366934901261,216,113.898305084746,48,104.168447293107,81,71.864406779661,15,94.0254018757877,44,0.76460769908621,53,10.143045417319,55
2015-11-14,"North Carolina St.",71.8375,109,71.8848679136513,161,94.6580824778145,143,105.937110582832,52,118.322603097268,200,96.1101531828989,73,0.753902004247907,56,9.8269573999334,56
2015-11-14,"Minnesota",68.8625,157,72.7405070447514,98,110.364857505899,67,106.558510752471,44,84.2258123071338,49,96.7335540631637,81,0.752583689476509,57,9.82495668930773,57
2015-11-14,"Mississippi",73.6375,85,72.529506102019,112,122.220336105924,23,106.386924630254,47,103.208283822781,128,96.8361288605738,88,0.746819154886556,59,9.55079576968067,58
2015-11-14,"Providence",0,231,72.0289386498383,149,0,231,105.963921685355,50,200,231,96.4601375274765,79,0.746615379995498,60,9.5037841578782,59
2015-11-14,"Northern Iowa",0,231,67.4922721439532,347,0,231,104.552698358582,70,200,231,95.0691061954138,54,0.749040691479173,58,9.48359216316789,60
2015-11-14,"Georgia",74.2666666666667,73,71.2458470654837,212,107.719928186715,81,104.119400985462,83,110.113704368642,161,94.8663699417296,49,0.744652853838784,61,9.25303104373285,61
