"","Date","TeamName","Role","Opponent","PTS","FGM","FGA","FG%","3PTM","3PTA","3PT%","FTM","FTA","FT%","ORB","DRB","REB","AST","TO","STL","BLK","PF"
"25","November 14, 2014","Sacramento State","Away","Gonzaga","58","20","56",".357","5","15",".333","13","20",".650","5","19","24","5","21","7","1","29"
"26","November 14, 2014","Gonzaga","Home","Sacramento State","104","36","66",".545","10","24",".417","22","32",".688","13","29","42","24","12","12","6","18"
"27","November 14, 2014","Oakland","Away","Iowa State","82","29","56",".518","9","24",".375","15","20",".750","5","21","26","21","12","4","0","27"
"28","November 14, 2014","Iowa State","Home","Oakland","93","30","58",".517","7","16",".438","26","37",".703","9","25","34","18","8","6","0","17"
"29","November 14, 2014","VCU","Away","Tennessee","85","25","62",".403","11","29",".379","24","40",".600","21","23","44","15","18","10","4","28"
"30","November 14, 2014","Tennessee","Home","VCU","69","24","57",".421","4","17",".235","17","33",".515","10","26","36","12","19","9","4","34"
"31","November 14, 2014","Cal State Northridge","Away","San Diego State","58","24","58",".414","2","6",".333","8","15",".533","11","18","29","11","17","8","3","19"
"32","November 14, 2014","San Diego State","Home","Cal State Northridge","79","28","56",".500","6","20",".300","17","26",".654","13","21","34","15","12","11","7","15"
"33","November 14, 2014","Bryant","Away","UConn","53","19","56",".339","7","21",".333","8","12",".667","4","20","24","7","10","4","2","15"
"34","November 14, 2014","UConn","Home","Bryant","66","25","54",".463","6","19",".316","10","11",".909","5","32","37","12","10","5","6","13"
"35","November 14, 2014","Michigan State","Away","Navy","64","25","53",".472","8","19",".421","6","10",".600","8","28","36","18","14","6","4","13"
"36","November 14, 2014","Navy","Home","Michigan State","59","24","59",".407","5","17",".294","6","10",".600","7","19","26","18","10","8","2","17"
"37","November 14, 2014","UMass-Lowell","Away","Ohio State","55","20","47",".426","7","17",".412","8","12",".667","6","18","24","12","19","3","1","19"
"38","November 14, 2014","Ohio State","Home","UMass-Lowell","92","37","60",".617","9","22",".409","9","15",".600","10","21","31","20","9","8","1","15"
"39","November 14, 2014","Lamar","Away","SMU","54","16","51",".314","5","20",".250","17","30",".567","13","13","26","8","16","6","3","22"
"40","November 14, 2014","SMU","Home","Lamar","93","33","54",".611","5","16",".313","22","27",".815","6","26","32","22","9","9","7","20"
"41","November 14, 2014","Kennesaw State","Away","Syracuse","42","17","52",".327","5","21",".238","3","6",".500","4","18","22","11","24","4","2","19"
"42","November 14, 2014","Syracuse","Home","Kennesaw State","89","36","75",".480","4","15",".267","13","20",".650","22","29","51","21","11","15","6","15"
"43","November 14, 2014","Ball State","Away","Utah","72","25","55",".455","10","22",".455","12","13",".923","9","6","15","10","15","5","4","30"
"44","November 14, 2014","Utah","Home","Ball State","90","29","49",".592","6","9",".667","26","40",".650","13","20","33","14","14","11","5","18"
"45","November 14, 2014","MIT","Away","Harvard","52","18","45",".400","6","18",".333","10","14",".714","9","12","21","11","17","5","0","18"
"46","November 14, 2014","Harvard","Home","MIT","73","24","42",".571","7","12",".583","18","23",".783","6","20","26","14","16","9","3","11"
"47","November 14, 2014","Air Force","Away","Army","78","31","62",".500","6","19",".316","10","15",".667","11","15","26","14","18","8","6","21"
"48","November 14, 2014","Army","Home","Air Force","84","30","61",".492","13","25",".520","11","17",".647","14","19","33","18","15","6","4","21"
"49","November 14, 2014","Alabama A&M","Away","Dayton","52","16","49",".327","7","19",".368","13","18",".722","7","15","22","10","12","3","3","22"
"50","November 14, 2014","Dayton","Home","Alabama A&M","76","24","51",".471","8","20",".400","20","29",".690","11","26","37","17","11","6","2","19"
"51","November 14, 2014","Alcorn State","Away","California","57","18","57",".316","3","15",".200","18","28",".643","11","16","27","4","10","3","3","15"
"52","November 14, 2014","California","Home","Alcorn State","91","37","71",".521","10","24",".417","7","13",".538","15","25","40","26","8","6","7","21"
"53","November 14, 2014","Alma","Away","Central Michigan","64","23","60",".383","11","31",".355","7","12",".583","9","22","31","16","23","10","0","27"
"54","November 14, 2014","Central Michigan","Home","Alma","106","35","65",".538","13","26",".500","23","37",".622","16","30","46","21","15","10","4","16"
"55","November 14, 2014","American","Away","Temple","37","12","39",".308","3","23",".130","10","12",".833","2","20","22","10","12","6","5","17"
"56","November 14, 2014","Temple","Home","American","40","11","48",".229","5","19",".263","13","18",".722","13","21","34","7","14","6","3","15"
"57","November 14, 2014","Arkansas-Monticello","Away","North Texas","62","25","72",".347","7","22",".318","5","6",".833","8","21","29","11","14","10","0","22"
"58","November 14, 2014","North Texas","Home","Arkansas-Monticello","84","34","58",".586","3","8",".375","13","24",".542","7","33","40","16","17","9","4","13"
"59","November 14, 2014","Arkansas-Pine Bluff","Away","Hawaii","57","19","53",".358","5","19",".263","14","23",".609","10","17","27","9","15","11","3","20"
"60","November 14, 2014","Hawaii","Home","Arkansas-Pine Bluff","85","31","67",".463","8","24",".333","15","20",".750","17","26","43","20","16","10","3","19"
"61","November 14, 2014","Auburn Montgomery","Away","Alabama State","64","21","56",".375","7","21",".333","15","24",".625","5","22","27","6","15","7","3","26"
"62","November 14, 2014","Alabama State","Home","Auburn Montgomery","105","38","73",".521","10","23",".435","19","27",".704","15","34","49","16","11","8","3","18"
"63","November 14, 2014","Austin College","Away","Sam Houston State","52","15","58",".259","12","32",".375","10","14",".714","10","21","31","11","22","7","0","29"
"64","November 14, 2014","Sam Houston State","Home","Austin College","100","36","68",".529","7","28",".250","21","35",".600","19","34","53","26","15","11","10","16"
"65","November 14, 2014","Averett","Away","Longwood","53","16","43",".372","0","11",".000","21","31",".677","10","21","31","6","25","8","0","18"
"66","November 14, 2014","Longwood","Home","Averett","79","28","58",".483","11","28",".393","12","16",".750","9","21","30","20","14","12","3","22"
"67","November 14, 2014","Barber-Scotia","Away","Campbell","58","22","65",".338","3","8",".375","11","13",".846","9","16","25","12","15","8","0","16"
"68","November 14, 2014","Campbell","Home","Barber-Scotia","97","39","71",".549","8","31",".258","11","17",".647","15","32","47","29","13","10","4","15"
"69","November 14, 2014","Belmont","Away","Wright State","70","24","51",".471","3","15",".200","19","26",".731","9","26","35","5","21","7","2","24"
"70","November 14, 2014","Wright State","Home","Belmont","73","24","60",".400","5","23",".217","20","32",".625","13","17","30","10","14","6","4","23"
"71","November 14, 2014","Berry","Away","Lipscomb","70","21","63",".333","10","21",".476","18","27",".667","13","22","35","11","26","11","3","30"
"72","November 14, 2014","Lipscomb","Home","Berry","91","29","72",".403","11","34",".324","22","35",".629","20","30","50","16","22","14","5","25"
"73","November 14, 2014","Bethesda University (CA)","Away","San Jose State","44","17","63",".270","4","20",".200","6","16",".375","7","21","28","11","7","12","0","14"
"74","November 14, 2014","San Jose State","Home","Bethesda University (CA)","67","24","54",".444","8","19",".421","11","16",".688","8","38","46","19","18","3","5","18"
"75","November 14, 2014","Binghamton","Away","Notre Dame","39","13","49",".265","3","17",".176","10","13",".769","8","24","32","4","18","0","2","18"
"76","November 14, 2014","Notre Dame","Home","Binghamton","82","32","58",".552","8","22",".364","10","18",".556","6","27","33","16","7","14","3","18"
"77","November 14, 2014","Black Hills State","Away","Northern Colorado","62","20","47",".426","9","26",".346","13","18",".722","5","20","25","10","13","2","2","24"
"78","November 14, 2014","Northern Colorado","Home","Black Hills State","83","31","60",".517","4","14",".286","17","21",".810","10","20","30","12","6","8","3","17"
"79","November 14, 2014","Brewton-Parker","Away","Troy","71","28","70",".400","1","16",".063","14","19",".737","10","25","35","16","11","9","0","20"
"80","November 14, 2014","Troy","Home","Brewton-Parker","85","29","64",".453","7","28",".250","20","29",".690","11","33","44","12","13","8","2","15"
"81","November 14, 2014","Cal State Fullerton","Away","Santa Clara","72","22","58",".379","9","23",".391","19","28",".679","12","27","39","12","14","2","2","25"
"82","November 14, 2014","Santa Clara","Home","Cal State Fullerton","89","27","55",".491","11","16",".688","24","31",".774","6","30","36","13","8","6","2","25"
"83","November 14, 2014","Cal State Los Angeles","Away","Saint Mary's","67","27","58",".466","4","9",".444","9","16",".563","4","20","24","12","11","7","2","23"
"84","November 14, 2014","Saint Mary's","Home","Cal State Los Angeles","77","23","52",".442","14","34",".412","17","32",".531","16","30","46","18","18","5","2","15"
"85","November 14, 2014","Carroll (MT)","Away","South Alabama","64","23","45",".511","1","5",".200","17","24",".708","5","20","25","7","14","5","3","22"
"86","November 14, 2014","South Alabama","Home","Carroll (MT)","83","29","64",".453","11","25",".440","14","24",".583","19","19","38","14","10","5","3","18"
"87","November 14, 2014","Central Arkansas","Away","Creighton","77","26","56",".464","11","24",".458","14","20",".700","5","19","24","12","20","4","4","30"
"88","November 14, 2014","Creighton","Home","Central Arkansas","104","35","72",".486","9","26",".346","25","30",".833","16","26","42","17","13","9","2","20"
"89","November 14, 2014","Chapman","Away","UC-Irvine","36","12","50",".240","3","10",".300","9","18",".500","15","15","30","4","19","2","2","16"
"90","November 14, 2014","UC-Irvine","Home","Chapman","87","35","52",".673","8","15",".533","9","12",".750","3","28","31","22","8","10","11","19"
"91","November 14, 2014","Charleston Southern","Away","Ole Miss","66","22","67",".328","8","35",".229","14","27",".519","16","27","43","15","16","10","0","25"
"92","November 14, 2014","Ole Miss","Home","Charleston Southern","65","19","63",".302","6","30",".200","21","32",".656","13","29","42","12","17","7","8","24"
"93","November 14, 2014","Chicago State","Away","Arizona State","50","17","53",".321","3","20",".150","13","23",".565","12","16","28","7","17","5","3","30"
"94","November 14, 2014","Arizona State","Home","Chicago State","86","30","49",".612","7","16",".438","19","34",".559","8","25","33","17","11","7","4","22"
"95","November 14, 2014","Chowan","Away","UNC Greensboro","62","19","43",".442","6","16",".375","18","32",".563","11","22","33","9","18","3","4","29"
"96","November 14, 2014","UNC Greensboro","Home","Chowan","76","21","50",".420","6","16",".375","28","36",".778","10","19","29","12","9","10","2","31"
"97","November 14, 2014","Cleveland State","Away","Iona","73","27","64",".422","10","22",".455","9","13",".692","7","27","34","19","9","5","3","24"
"98","November 14, 2014","Iona","Home","Cleveland State","78","23","48",".479","10","25",".400","22","37",".595","3","26","29","16","10","7","3","15"
"99","November 14, 2014","College of Charleston","Away","Furman","75","31","59",".525","11","21",".524","2","4",".500","7","27","34","20","7","8","4","27"
"100","November 14, 2014","Furman","Home","College of Charleston","40","10","41",".244","2","12",".167","18","35",".514","11","20","31","2","16","0","1","13"
"101","November 14, 2014","Columbia","Away","Stony Brook","56","21","48",".438","10","24",".417","4","13",".308","8","23","31","13","13","7","3","25"
"102","November 14, 2014","Stony Brook","Home","Columbia","57","22","54",".407","3","9",".333","10","21",".476","15","22","37","10","9","5","1","13"
"103","November 14, 2014","Concordia (OR)","Away","Portland","59","18","59",".305","5","18",".278","18","29",".621","8","18","26","3","17","9","4","23"
"104","November 14, 2014","Portland","Home","Concordia (OR)","87","33","65",".508","4","16",".250","17","29",".586","15","34","49","19","16","11","4","23"
"105","November 14, 2014","Coppin State","Away","Oregon","65","21","67",".313","12","30",".400","11","20",".550","12","19","31","10","16","6","6","18"
"106","November 14, 2014","Oregon","Home","Coppin State","107","41","73",".562","14","23",".609","11","17",".647","14","31","45","25","11","9","5","17"
"107","November 14, 2014","Cornell","Away","George Mason","68","21","47",".447","9","18",".500","17","28",".607","4","38","42","9","16","1","3","21"
"108","November 14, 2014","George Mason","Home","Cornell","60","21","68",".309","7","27",".259","11","21",".524","9","24","33","11","5","5","4","24"
"109","November 14, 2014","Drexel","Away","Colorado","48","16","55",".291","7","29",".241","9","14",".643","6","23","29","7","12","5","5","23"
"110","November 14, 2014","Colorado","Home","Drexel","65","22","52",".423","4","13",".308","17","24",".708","7","35","42","10","13","6","3","16"
"111","November 14, 2014","ETSU","Away","Valparaiso","76","27","63",".429","8","24",".333","14","23",".609","6","21","27","7","10","9","3","26"
"112","November 14, 2014","Valparaiso","Home","ETSU","90","26","52",".500","10","18",".556","28","43",".651","8","28","36","12","13","5","6","17"
"113","November 14, 2014","Eastern Illinois","Away","Missouri State","53","21","51",".412","6","17",".353","5","5","1.000","9","17","26","13","13","2","1","22"
"114","November 14, 2014","Missouri State","Home","Eastern Illinois","64","20","43",".465","6","12",".500","18","25",".720","8","19","27","7","9","4","4","14"
"115","November 14, 2014","Eastern Oregon","Away","Idaho","65","21","56",".375","9","32",".281","14","27",".519","6","23","29","12","13","7","1","14"
"116","November 14, 2014","Idaho","Home","Eastern Oregon","77","30","66",".455","5","13",".385","12","17",".706","14","30","44","14","13","6","3","21"
"117","November 14, 2014","Edward Waters","Away","Stetson","61","21","58",".362","1","15",".067","18","24",".750","5","18","23","11","13","7","3","21"
"118","November 14, 2014","Stetson","Home","Edward Waters","75","27","63",".429","5","24",".208","16","28",".571","17","31","48","17","15","10","2","20"
"119","November 14, 2014","Fairfield","Away","Central Connecticut","71","22","55",".400","6","20",".300","21","29",".724","11","27","38","15","7","2","3","20"
"120","November 14, 2014","Central Connecticut","Home","Fairfield","63","19","55",".345","5","15",".333","20","24",".833","8","24","32","12","8","3","2","23"
"121","November 14, 2014","Fairleigh Dickinson","Away","St. Joseph's","58","22","56",".393","6","19",".316","8","13",".615","8","17","25","14","7","10","0","17"
"122","November 14, 2014","St. Joseph's","Home","Fairleigh Dickinson","57","22","55",".400","5","20",".250","8","14",".571","18","25","43","16","16","4","5","14"
"123","November 14, 2014","Flagler","Away","South Florida","61","22","66",".333","1","12",".083","16","23",".696","8","24","32","7","15","9","5","23"
"124","November 14, 2014","South Florida","Home","Flagler","75","26","60",".433","2","14",".143","21","32",".656","13","33","46","17","16","7","9","21"
"125","November 14, 2014","Florida A&M","Away","Clemson","41","16","48",".333","0","7",".000","9","20",".450","9","24","33","6","23","3","1","26"
"126","November 14, 2014","Clemson","Home","Florida A&M","86","32","66",".485","7","25",".280","15","26",".577","13","26","39","21","5","8","6","16"
"127","November 14, 2014","Florida Atlantic","Away","Elon","58","18","48",".375","5","16",".313","17","24",".708","6","26","32","6","16","4","3","23"
"128","November 14, 2014","Elon","Home","Florida Atlantic","64","22","52",".423","3","12",".250","17","22",".773","5","23","28","4","11","7","1","23"
"129","November 14, 2014","Florida College","Away","Florida International","42","15","53",".283","0","13",".000","12","28",".429","12","19","31","8","12","10","0","15"
"130","November 14, 2014","Florida International","Home","Florida College","64","27","52",".519","5","20",".250","5","15",".333","11","32","43","21","16","10","7","24"
"131","November 14, 2014","Fresno State","Away","Pepperdine","74","28","59",".475","4","20",".200","14","23",".609","9","11","20","9","14","11","1","25"
"132","November 14, 2014","Pepperdine","Home","Fresno State","89","29","51",".569","5","15",".333","26","32",".813","7","23","30","14","16","7","2","23"
"133","November 14, 2014","Georgia","Away","Georgia Tech","73","26","62",".419","5","20",".250","16","21",".762","9","22","31","16","12","7","5","23"
"134","November 14, 2014","Georgia Tech","Home","Georgia","80","28","63",".444","7","19",".368","17","27",".630","14","25","39","13","12","7","5","18"
"135","November 14, 2014","Georgia Southern","Away","Illinois","71","23","64",".359","9","30",".300","16","20",".800","14","23","37","15","16","5","2","27"
"136","November 14, 2014","Illinois","Home","Georgia Southern","80","23","56",".411","7","19",".368","27","34",".794","8","23","31","11","9","5","5","20"
"137","November 14, 2014","Grambling","Away","George Washington","40","15","53",".283","2","10",".200","8","16",".500","9","13","22","5","16","7","3","22"
"138","November 14, 2014","George Washington","Home","Grambling","92","35","63",".556","6","20",".300","16","24",".667","16","31","47","18","11","10","7","14"
"139","November 14, 2014","Greensboro","Away","North Carolina A&T","61","22","74",".297","3","18",".167","14","24",".583","19","12","31","9","13","12","3","21"
"140","November 14, 2014","North Carolina A&T","Home","Greensboro","91","34","65",".523","3","12",".250","20","28",".714","18","31","49","9","18","9","6","18"
"141","November 14, 2014","Hampton","Away","Iowa","56","20","59",".339","4","18",".222","12","17",".706","9","21","30","10","16","10","1","25"
"142","November 14, 2014","Iowa","Home","Hampton","90","29","61",".475","9","21",".429","23","33",".697","15","29","44","20","14","9","7","14"
"143","November 14, 2014","Harris-Stowe","Away","SIU-Edwardsville","56","19","63",".302","3","13",".231","15","32",".469","12","19","31","7","17","5","2","21"
"144","November 14, 2014","SIU-Edwardsville","Home","Harris-Stowe","104","36","74",".486","12","26",".462","20","26",".769","15","33","48","22","11","8","10","26"
"145","November 14, 2014","High Point","Away","Cal State Bakersfield","100","36","73",".493","10","24",".417","18","32",".563","4","22","26","14","11","6","4","22"
"146","November 14, 2014","Cal State Bakersfield","Home","High Point","99","35","75",".467","7","21",".333","22","27",".815","12","34","46","16","19","5","5","27"
"147","November 14, 2014","Hillsdale","Away","Abilene Christian","61","16","45",".356","0","13",".000","29","39",".744","7","18","25","3","22","2","2","20"
"148","November 14, 2014","Abilene Christian","Home","Hillsdale","101","39","69",".565","12","25",".480","11","16",".688","10","28","38","24","14","14","1","31"
"149","November 14, 2014","Hiwassee","Away","Chattanooga","53","22","61",".361","3","16",".188","6","11",".545","7","13","20","12","25","7","3","25"
"150","November 14, 2014","Chattanooga","Home","Hiwassee","110","37","68",".544","9","27",".333","27","41",".659","19","33","52","18","16","15","4","13"
"151","November 14, 2014","Houston","Away","Murray State","77","29","64",".453","8","21",".381","11","17",".647","9","29","38","11","16","7","3","22"
"152","November 14, 2014","Murray State","Home","Houston","74","24","64",".375","6","25",".240","20","27",".741","8","21","29","18","10","9","4","18"
"153","November 14, 2014","Houston Baptist","Away","Northwestern","58","21","51",".412","2","15",".133","14","21",".667","10","25","35","12","10","2","1","16"
"154","November 14, 2014","Northwestern","Home","Houston Baptist","65","23","60",".383","6","22",".273","13","19",".684","13","20","33","13","5","1","3","17"
"155","November 14, 2014","Howard","Away","Miami (FL)","49","18","63",".286","2","18",".111","11","21",".524","13","21","34","5","17","10","3","22"
"156","November 14, 2014","Miami (FL)","Home","Howard","84","27","59",".458","9","23",".391","21","25",".840","12","24","36","15","12","12","5","20"
"157","November 14, 2014","Huston-Tillotson","Away","UTSA","74","25","66",".379","4","19",".211","20","29",".690","17","18","35","15","20","11","5","26"
"158","November 14, 2014","UTSA","Home","Huston-Tillotson","92","32","65",".492","5","15",".333","23","29",".793","14","26","40","16","21","10","0","23"
"159","November 14, 2014","Idaho State","Away","New Mexico","55","19","56",".339","5","20",".250","12","21",".571","7","21","28","11","15","6","2","23"
"160","November 14, 2014","New Mexico","Home","Idaho State","79","26","59",".441","8","25",".320","19","29",".655","11","30","41","18","11","3","5","20"
"161","November 14, 2014","UIC","Away","DePaul","71","21","57",".368","5","19",".263","24","29",".828","15","27","42","7","13","6","2","22"
"162","November 14, 2014","DePaul","Home","UIC","72","27","61",".443","6","28",".214","12","24",".500","11","20","31","14","8","10","4","22"
"163","November 14, 2014","Indiana State","Away","IUPUI","79","20","50",".400","3","12",".250","36","46",".783","7","32","39","7","12","8","2","21"
"164","November 14, 2014","IUPUI","Home","Indiana State","66","21","60",".350","7","21",".333","17","23",".739","9","26","35","9","16","6","1","30"
"165","November 14, 2014","Jackson State","Away","NC State","58","18","64",".281","5","24",".208","17","23",".739","9","21","30","4","12","4","4","25"
"166","November 14, 2014","NC State","Home","Jackson State","93","32","61",".525","8","20",".400","21","32",".656","7","34","41","16","10","8","7","20"
"167","November 14, 2014","Jacksonville","Away","Hofstra","61","21","63",".333","7","19",".368","12","23",".522","9","21","30","9","10","4","3","15"
"168","November 14, 2014","Hofstra","Home","Jacksonville","94","37","67",".552","9","25",".360","11","15",".733","10","31","41","24","8","7","10","16"
"169","November 14, 2014","Jacksonville State","Away","Marshall","55","20","54",".370","10","29",".345","5","12",".417","7","23","30","11","17","7","2","18"
"170","November 14, 2014","Marshall","Home","Jacksonville State","74","28","56",".500","8","22",".364","10","14",".714","4","23","27","19","10","8","2","17"
"171","November 14, 2014","Lafayette","Away","Robert Morris","77","25","49",".510","5","13",".385","22","28",".786","10","31","41","16","13","6","1","21"
"172","November 14, 2014","Robert Morris","Home","Lafayette","50","13","52",".250","5","22",".227","19","27",".704","12","13","25","6","11","9","4","24"
"173","November 14, 2014","Long Beach State","Away","BYU","90","33","61",".541","13","22",".591","11","20",".550","9","15","24","15","18","10","3","25"
"174","November 14, 2014","BYU","Home","Long Beach State","95","28","54",".519","11","24",".458","28","33",".848","7","24","31","19","17","6","3","22"
"175","November 14, 2014","Louisiana College","Away","Louisiana","57","21","53",".396","2","10",".200","13","26",".500","7","14","21","5","20","8","2","26"
"176","November 14, 2014","Louisiana","Home","Louisiana College","85","31","55",".564","4","16",".250","19","34",".559","17","26","43","18","21","8","4","23"
"177","November 14, 2014","Louisiana Tech","Away","Southern","85","26","59",".441","8","23",".348","25","40",".625","12","23","35","9","12","3","7","21"
"178","November 14, 2014","Southern","Home","Louisiana Tech","76","27","64",".422","5","18",".278","17","30",".567","17","28","45","7","10","8","3","30"
"179","November 14, 2014","Loyola (MD)","Away","Texas Tech","59","17","50",".340","9","19",".474","16","23",".696","10","23","33","9","15","6","5","24"
"180","November 14, 2014","Texas Tech","Home","Loyola (MD)","71","23","58",".397","7","18",".389","18","28",".643","13","21","34","13","7","9","10","21"
"181","November 14, 2014","Manchester","Away","Fort Wayne","50","17","47",".362","5","23",".217","11","12",".917","3","20","23","8","17","5","2","16"
"182","November 14, 2014","Fort Wayne","Home","Manchester","74","27","56",".482","9","30",".300","11","15",".733","8","26","34","16","9","11","3","16"
"183","November 14, 2014","Marist","Away","Bucknell","72","24","57",".421","12","28",".429","12","12","1.000","3","23","26","12","7","5","5","22"
"184","November 14, 2014","Bucknell","Home","Marist","75","25","60",".417","7","20",".350","18","24",".750","13","27","40","15","6","4","2","11"
"185","November 14, 2014","UMBC","Away","Akron","57","20","48",".417","3","12",".250","14","28",".500","8","22","30","13","14","9","0","19"
"186","November 14, 2014","Akron","Home","UMBC","74","25","53",".472","12","30",".400","12","21",".571","9","22","31","17","12","7","5","22"
"187","November 14, 2014","Maryland-Eastern Shore","Away","Virginia Tech","46","13","47",".277","5","22",".227","15","26",".577","11","21","32","10","14","4","3","26"
"188","November 14, 2014","Virginia Tech","Home","Maryland-Eastern Shore","71","24","46",".522","6","14",".429","17","29",".586","6","26","32","11","6","4","8","21"
"189","November 14, 2014","McNeese State","Away","Baylor","39","13","62",".210","4","21",".190","9","15",".600","10","13","23","8","10","7","2","19"
"190","November 14, 2014","Baylor","Home","McNeese State","80","30","58",".517","7","22",".318","13","23",".565","12","35","47","23","14","7","5","14"
"191","November 14, 2014","Milwaukee","Away","Auburn","73","30","59",".508","7","21",".333","6","14",".429","7","23","30","13","12","7","5","28"
"192","November 14, 2014","Auburn","Home","Milwaukee","83","24","52",".462","7","14",".500","28","39",".718","6","23","29","9","12","6","1","17"
"193","November 14, 2014","Mississippi College","Away","Stephen F. Austin","49","17","41",".415","1","7",".143","14","23",".609","7","22","29","4","26","11","1","24"
"194","November 14, 2014","Stephen F. Austin","Home","Mississippi College","75","28","61",".459","7","24",".292","12","21",".571","15","23","38","17","17","11","7","23"
"195","November 14, 2014","Mississippi Valley State","Away","Indiana","65","25","73",".342","5","19",".263","10","21",".476","13","12","25","9","11","13","1","28"
"196","November 14, 2014","Indiana","Home","Mississippi Valley State","116","39","59",".661","11","23",".478","27","37",".730","15","37","52","20","19","9","3","17"
"197","November 14, 2014","UMKC","Away","Missouri","69","20","54",".370","6","14",".429","23","29",".793","14","25","39","9","15","6","1","18"
"198","November 14, 2014","Missouri","Home","UMKC","61","24","63",".381","5","23",".217","8","16",".500","15","20","35","10","17","10","6","25"
"199","November 14, 2014","Monmouth","Away","West Virginia","54","17","38",".447","2","9",".222","18","22",".818","4","26","30","5","23","7","4","31"
"200","November 14, 2014","West Virginia","Home","Monmouth","64","18","69",".261","6","29",".207","22","34",".647","27","17","44","9","12","11","2","17"
"201","November 14, 2014","Montana State","Away","UCLA","78","28","59",".475","9","21",".429","13","17",".765","7","21","28","17","22","4","4","30"
"202","November 14, 2014","UCLA","Home","Montana State","113","39","68",".574","9","19",".474","26","40",".650","15","23","38","25","11","17","6","20"
"203","November 14, 2014","Morehead State","Away","UNLV","59","21","68",".309","7","22",".318","10","14",".714","11","20","31","11","6","7","3","25"
"204","November 14, 2014","UNLV","Home","Morehead State","60","20","48",".417","4","18",".222","16","27",".593","11","28","39","14","12","2","12","14"
"205","November 14, 2014","Morgan State","Away","Penn State","48","18","58",".310","3","18",".167","9","12",".750","10","18","28","7","12","8","4","17"
"206","November 14, 2014","Penn State","Home","Morgan State","61","21","48",".438","5","13",".385","14","23",".609","12","25","37","10","18","5","4","17"
"207","November 14, 2014","New Hampshire","Away","Boston College","50","15","49",".306","6","23",".261","14","20",".700","7","26","33","11","19","5","1","24"
