"","GameDate","HomeTeamName","HomeTeamScore","AwayTeamName","AwayTeamScore"
"210","November 13, 2011","North Carolina Central",115,"Johnson & Wales (NC)",41
"211","November 13, 2011","NC State",91,"Morehead State",61
"212","November 13, 2011","North Dakota State",70,"Northern Arizona",58
"213","November 13, 2011","Northwestern",60,"Texas-Rio Grande Valley",36
"214","November 13, 2011","Ohio",74,"UT-Martin",65
"215","November 13, 2011","Pacific",75,"Cal State Monterey Bay",63
"216","November 13, 2011","Pitt",86,"Rider",78
"217","November 13, 2011","Prairie View",63,"Schreiner",48
"218","November 13, 2011","Sacramento State",75,"Central Arkansas",54
"219","November 13, 2011","San Diego State",89,"UC-Davis",74
"220","November 13, 2011","San Francisco",71,"Louisiana",70
"221","November 13, 2011","St. John's (NY)",82,"UMBC",59
"222","November 13, 2011","Stony Brook",93,"Mount Ida College",39
"223","November 13, 2011","Texas",82,"Boston University",46
"224","November 13, 2011","Texas A&M",83,"Southern",58
"225","November 13, 2011","UTEP",52,"UC-Riverside",41
"226","November 13, 2011","Troy",116,"LaGrange",63
"227","November 13, 2011","Tulsa",67,"Southeastern Louisiana",52
"228","November 13, 2011","Vanderbilt",58,"Cleveland State",71
"229","November 13, 2011","Virginia",75,"South Carolina State",38
"230","November 13, 2011","Washington",77,"Florida Atlantic",71
"231","November 13, 2011","Wichita State",85,"Charleston Southern",57
"232","November 13, 2011","Wofford",70,"Emory & Henry",55
"233","November 13, 2011","Wright State",80,"Kenyon",56
"234","November 14, 2011","Alabama",74,"Oakland",57
"235","November 14, 2011","Alabama A&M",100,"Talladega",79
"236","November 14, 2011","Albany (NY)",77,"Brown",68
"237","November 14, 2011","Auburn",68,"Kennesaw State",55
"238","November 14, 2011","Boston College",67,"New Hampshire",64
"239","November 14, 2011","Campbell",76,"East Carolina",74
"240","November 14, 2011","Colorado State",75,"SMU",56
"241","November 14, 2011","Columbia",58,"Furman",62
"242","November 14, 2011","UConn",78,"Wagner",66
"243","November 14, 2011","Cornell",76,"Binghamton",61
"244","November 14, 2011","Davidson",74,"Richmond",61
"245","November 14, 2011","DePaul",80,"Mississippi Valley State",70
"246","November 14, 2011","Fairfield",72,"Providence",80
"247","November 14, 2011","Florida A&M",60,"Stetson",78
"248","November 14, 2011","Florida Atlantic",84,"Georgia State",77
"249","November 14, 2011","Florida Gulf Coast",79,"Ave Maria",65
"250","November 14, 2011","Florida International",79,"George Mason",76
"251","November 14, 2011","Florida State",73,"UCF",50
"252","November 14, 2011","Georgetown",86,"UNC Greensboro",45
"253","November 14, 2011","Georgia Tech",70,"Delaware State",52
"254","November 14, 2011","Gonzaga",89,"Washington State",81
"255","November 14, 2011","Houston",84,"Utah Valley",71
"256","November 14, 2011","Houston Baptist",76,"Bethune-Cookman",74
"257","November 14, 2011","Howard",83,"Washington Adventist",63
"258","November 14, 2011","Idaho",77,"Concordia (OR)",61
"259","November 14, 2011","Illinois",66,"SIU-Edwardsville",46
"260","November 14, 2011","Iowa",95,"North Carolina A&T",79
"261","November 14, 2011","Kansas State",74,"Loyola (IL)",61
"262","November 14, 2011","Louisiana-Monroe",59,"Indiana State",71
"263","November 14, 2011","Loyola (MD)",78,"Coppin State",68
"264","November 14, 2011","Maine",113,"Maine-Machias",49
"265","November 14, 2011","Marquette",99,"Norfolk State",68
"266","November 14, 2011","Maryland-Eastern Shore",64,"American",62
"267","November 14, 2011","UMass",83,"Northeastern",67
"268","November 14, 2011","Michigan",64,"Towson",47
"269","November 14, 2011","Minnesota",71,"South Dakota State",55
"270","November 14, 2011","Ole Miss",69,"Grambling",39
"271","November 14, 2011","Missouri",81,"Mercer",63
"272","November 14, 2011","Montana",60,"Great Falls",59
"273","November 14, 2011","Morgan State",69,"Murray State",80
"274","November 14, 2011","UNLV",71,"Nevada",67
"275","November 14, 2011","Niagara",102,"Central Connecticut",93
"276","November 14, 2011","NJIT",113,"Penn State-Abington",61
"277","November 14, 2011","North Dakota",63,"Idaho State",47
"278","November 14, 2011","North Florida",62,"Savannah State",57
"279","November 14, 2011","Northern Illinois",57,"Milwaukee",59
"280","November 14, 2011","Notre Dame",59,"Detroit",53
"281","November 14, 2011","Old Dominion",77,"LIU-Brooklyn",69
"282","November 14, 2011","Oregon State",93,"West Alabama",60
"283","November 14, 2011","Penn State",62,"Radford",46
"284","November 14, 2011","Penn",67,"Temple",73
"285","November 14, 2011","Presbyterian",78,"Eastern Kentucky",50
"286","November 14, 2011","Purdue",67,"High Point",65
"287","November 14, 2011","Saint Francis (PA)",81,"Lafayette",84
"288","November 14, 2011","San Diego",66,"Stephen F. Austin",61
"289","November 14, 2011","San Jose State",51,"UC-Irvine",50
"290","November 14, 2011","USC Upstate",91,"Piedmont",66
"291","November 14, 2011","South Florida",81,"Marist",67
"292","November 14, 2011","Southeast Missouri State",95,"Harris-Stowe",60
"293","November 14, 2011","USC",61,"Nebraska",64
"294","November 14, 2011","Stanford",75,"Fresno State",59
"295","November 14, 2011","Syracuse",92,"Manhattan",56
"296","November 14, 2011","Texas A&M-Corpus Christi",58,"Denver",65
"297","November 14, 2011","Texas-Arlington",99,"East Texas Baptist",64
"298","November 14, 2011","TCU",103,"Austin College",45
"299","November 14, 2011","Utah",58,"San Diego Christian",55
"300","November 14, 2011","Valparaiso",88,"Holy Cross (IN)",38
"301","November 14, 2011","Virginia Tech",91,"Monmouth",46
"302","November 14, 2011","Washington",93,"Portland",63
"303","November 14, 2011","Western Kentucky",52,"Tennessee State",49
"304","November 14, 2011","William & Mary",72,"Liberty",75
"305","November 15, 2011","Arizona State",60,"Pepperdine",66
"306","November 15, 2011","Little Rock",75,"IUPUI",70
"307","November 15, 2011","Arkansas State",46,"Missouri State",77
"308","November 15, 2011","Baylor",77,"San Diego State",67
"309","November 15, 2011","BYU",73,"Brigham Young-Hawaii",52
"310","November 15, 2011","Brown",52,"Manhattan",54
"311","November 15, 2011","Butler",57,"Chattanooga",46
"312","November 15, 2011","California",72,"Austin Peay",55
"313","November 15, 2011","UC-Davis",84,"UC-Santa Cruz",78
"314","November 15, 2011","UCSB",89,"Santa Clara",56
"315","November 15, 2011","Central Michigan",75,"Charlotte",77
"316","November 15, 2011","Charleston Southern",88,"Bluefield College (VA)",64
"317","November 15, 2011","Cincinnati",73,"Jacksonville State",59
"318","November 15, 2011","Cleveland State",86,"Rio Grande",57
"319","November 15, 2011","Coastal Carolina",71,"LSU",63
"320","November 15, 2011","College of Charleston",72,"Morehead State",57
"321","November 15, 2011","Drake",74,"Iowa State",65
"322","November 15, 2011","Duke",74,"Michigan State",69
"323","November 15, 2011","ETSU",81,"Appalachian State",68
"324","November 15, 2011","Eastern Washington",70,"South Dakota",61
"325","November 15, 2011","Elon",58,"South Carolina",53
"326","November 15, 2011","Fairleigh Dickinson",61,"Lehigh",72
"327","November 15, 2011","Fresno State",54,"SMU",52
"328","November 15, 2011","George Mason",71,"Monmouth",39
"329","November 15, 2011","Hawaii",86,"Cal State Northridge",67
"330","November 15, 2011","Holy Cross",64,"Harvard",73
"331","November 15, 2011","Kansas",65,"Kentucky",75
"332","November 15, 2011","Longwood",83,"Canisius",87
"333","November 15, 2011","McNeese State",71,"Louisiana College",52
"334","November 15, 2011","Memphis",97,"Belmont",81
"335","November 15, 2011","Miami (FL)",72,"Rutgers",57
"336","November 15, 2011","Miami (OH)",72,"Dayton",67
"337","November 15, 2011","Ohio",85,"Lamar",78
"338","November 15, 2011","Ohio State",81,"Florida",74
"339","November 15, 2011","Oklahoma State",73,"Arkansas-Pine Bluff",46
"340","November 15, 2011","Oral Roberts",77,"UTSA",78
"341","November 15, 2011","Portland State",66,"Seattle",65
"342","November 15, 2011","Prairie View",93,"Arlington Baptist",35
"343","November 15, 2011","Quinnipiac",68,"Yale",62
"344","November 15, 2011","Rider",62,"Drexel",80
"345","November 15, 2011","Sacred Heart",74,"Stony Brook",63
"346","November 15, 2011","Saint Mary's",57,"Northern Iowa",41
"347","November 15, 2011","St. Peter's",52,"Robert Morris",69
"348","November 15, 2011","Southeastern Louisiana",71,"Spring Hill",44
"349","November 15, 2011","Southern Illinois",42,"Saint Louis",61
"350","November 15, 2011","Stanford",64,"Colorado State",52
"351","November 15, 2011","Syracuse",98,"Albany (NY)",74
"352","November 15, 2011","Tennessee Tech",94,"Reinhardt",64
"353","November 15, 2011","Texas",100,"Rhode Island",90
"354","November 15, 2011","Texas Southern",66,"Eastern Michigan",49
"355","November 15, 2011","Texas State",96,"Howard Payne",55
"356","November 15, 2011","Tulane",96,"Nicholls State",50
"357","November 15, 2011","UCLA",66,"Middle Tennessee",86
"358","November 15, 2011","Vanderbilt",80,"Bucknell",68
"359","November 15, 2011","Villanova",76,"La Salle",69
"360","November 15, 2011","Virginia",69,"Winthrop",48
"361","November 15, 2011","VMI",101,"Alice Lloyd",74
"362","November 15, 2011","Virginia Tech",78,"Florida International",63
"363","November 15, 2011","Weber State",73,"Utah State",63
"364","November 15, 2011","West Virginia",60,"Kent State",70
"365","November 15, 2011","Western Carolina",109,"Montreat",63
"366","November 15, 2011","Wyoming",75,"Northern Colorado",56
"367","November 15, 2011","Xavier",86,"Fort Wayne",63
"368","November 15, 2011","Youngstown State",80,"Notre Dame (OH)",62
"369","November 16, 2011","Alabama-Birmingham",60,"Creighton",70
"370","November 16, 2011","American",62,"Florida Atlantic",56
"371","November 16, 2011","Arkansas",91,"Oakland",68
"372","November 16, 2011","Arkansas-Pine Bluff",44,"Oral Roberts",80
"373","November 16, 2011","Army",95,"Marywood",40
"374","November 16, 2011","Boise State",80,"Utah",59
"375","November 16, 2011","Bradley",66,"Southeast Missouri State",65
"376","November 16, 2011","Buffalo",68,"Cornell",59
"377","November 16, 2011","Cal Poly",58,"Cal State Bakersfield",60
"378","November 16, 2011","Central Arkansas",90,"Philander Smith",97
"379","November 16, 2011","Citadel",50,"Clemson",73
"380","November 16, 2011","Dartmouth",53,"Vermont",65
"381","November 16, 2011","Eastern Illinois",65,"Loyola (IL)",61
"382","November 16, 2011","Evansville",73,"Indiana",94
"383","November 16, 2011","Florida State",79,"Stetson",66
"384","November 16, 2011","Gardner-Webb",91,"Lees-McRae",61
"385","November 16, 2011","Georgia",72,"South Dakota State",61
"386","November 16, 2011","Hartford",50,"Mount St. Mary's",63
"387","November 16, 2011","UIC",59,"Roosevelt",42
"388","November 16, 2011","Lafayette",79,"St. Francis (NY)",73
"389","November 16, 2011","UMKC",77,"Omaha",74
"390","November 16, 2011","New Mexico",53,"New Mexico State",62
"391","November 16, 2011","Norfolk State",63,"Randolph",43
"392","November 16, 2011","UNC Asheville",126,"Mars Hill",75
"393","November 16, 2011","NC State",60,"Princeton",58
"394","November 16, 2011","North Dakota State",65,"Green Bay",61
"395","November 16, 2011","Notre Dame",74,"Sam Houston State",41
"396","November 16, 2011","Oklahoma State",90,"UTSA",85
"397","November 16, 2011","Old Dominion",53,"Howard",43
"398","November 16, 2011","Oregon State",82,"Hofstra",72
"399","November 16, 2011","Penn State",77,"LIU-Brooklyn",68
"400","November 16, 2011","Pitt",76,"Long Beach State",86
"401","November 16, 2011","Radford",78,"Central Pennsylvania College",49
"402","November 16, 2011","San Diego",89,"San Diego Christian",63
"403","November 16, 2011","San Francisco",83,"San Jose State",81
"404","November 16, 2011","Savannah State",73,"Jacksonville",70
"405","November 16, 2011","Siena",65,"Navy",56
"406","November 16, 2011","South Alabama",74,"Mobile",63
"407","November 16, 2011","South Carolina State",69,"Webber",50
"408","November 16, 2011","South Florida",73,"Florida Southern",43
"409","November 16, 2011","Tennessee",85,"Louisiana-Monroe",62
"410","November 16, 2011","Tennessee State",81,"Fisk",57
"411","November 16, 2011","Texas Tech",69,"North Texas",64
"412","November 16, 2011","Utah Valley",64,"Grambling",34
"413","November 16, 2011","Wagner",87,"North Carolina Central",83
"414","November 16, 2011","Wake Forest",81,"Georgia Southern",72
"415","November 16, 2011","Wisconsin",68,"Colgate",41
"416","November 16, 2011","Wright State",56,"Jackson State",39
"417","November 17, 2011","Alabama",62,"Maryland",42
"418","November 17, 2011","Alabama State",60,"Northwestern State",67
"419","November 17, 2011","Arizona",81,"St. John's (NY)",72
"420","November 17, 2011","Arkansas State",63,"UT-Martin",45
"421","November 17, 2011","Bethune-Cookman",62,"Florida Christian",44
"422","November 17, 2011","Campbell",94,"North Carolina A&T",66
"423","November 17, 2011","Colorado",58,"Wichita State",67
"424","November 17, 2011","UConn",80,"Maine",60
"425","November 17, 2011","Denver",59,"Southern Miss",52
"426","November 17, 2011","East Carolina",63,"Coker",50
"427","November 17, 2011","Florida",91,"North Florida",55
"428","November 17, 2011","Florida Gulf Coast",68,"Prairie View",59
"429","November 17, 2011","Furman",46,"Mercer",66
"430","November 17, 2011","Georgia Tech",53,"St. Joseph's",66
"431","November 17, 2011","Illinois",79,"Lipscomb",64
"432","November 17, 2011","Illinois State",68,"SIU-Edwardsville",38
"433","November 17, 2011","Iona",90,"Purdue",91
"434","November 17, 2011","Iowa",88,"Northern Illinois",55
"435","November 17, 2011","LSU",82,"Northwestern",88
"436","November 17, 2011","UMBC",63,"Loyola (MD)",73
"437","November 17, 2011","UMass",79,"NJIT",58
"438","November 17, 2011","Michigan",59,"Western Illinois",55
"439","November 17, 2011","Minnesota",67,"Fairfield",57
"440","November 17, 2011","Mississippi State",69,"Texas A&M",60
"441","November 17, 2011","Missouri",83,"Niagara",52
"442","November 17, 2011","Montana",57,"Idaho",52
"443","November 17, 2011","Morehead State",100,"Asbury",48
"444","November 17, 2011","Murray State",83,"Tennessee Temple",41
"445","November 17, 2011","Nevada",78,"Pacific",54
"446","November 17, 2011","UNLV",95,"Canisius",70
"447","November 17, 2011","UNC Greensboro",71,"North Carolina-Pembroke",58
"448","November 17, 2011","Oregon",73,"Eastern Washington",65
"449","November 17, 2011","Presbyterian",73,"Western Carolina",80
"450","November 17, 2011","Rice",80,"Southern",65
"451","November 17, 2011","Richmond",72,"Hampton",51
"452","November 17, 2011","Rider",72,"Penn",78
"453","November 17, 2011","Rutgers",91,"Sacred Heart",75
"454","November 17, 2011","San Diego State",56,"USC",54
"455","November 17, 2011","Seton Hall",69,"VCU",54
"456","November 17, 2011","Southern Utah",63,"Montana State-Billings",60
"457","November 17, 2011","Temple",69,"Western Michigan",55
"458","November 17, 2011","Tulsa",65,"Western Kentucky",49
"459","November 17, 2011","Washington State",79,"Sacramento State",68
"460","November 17, 2011","West Virginia",97,"Alcorn State",62
"461","November 17, 2011","Yale",101,"Lyndon State",37
"462","November 18, 2011","Air Force",65,"Western State",37
"463","November 18, 2011","Alabama",70,"Wichita State",60
"464","November 18, 2011","Arizona",57,"Mississippi State",67
"465","November 18, 2011","Arizona State",71,"New Mexico",76
"466","November 18, 2011","Arkansas",78,"Houston",87
"467","November 18, 2011","BYU",92,"Longwood",60
"468","November 18, 2011","Cal State Fullerton",73,"Nicholls State",63
"469","November 18, 2011","UC-Davis",49,"Stanford",70
"470","November 18, 2011","UCSB",82,"Westmont",61
"471","November 18, 2011","UCF",84,"High Point",72
"472","November 18, 2011","Chattanooga",59,"Kennesaw State",65
"473","November 18, 2011","Cleveland State",67,"St. Bonaventure",64
"474","November 18, 2011","Coastal Carolina",87,"Spalding",43
"475","November 18, 2011","Colorado",71,"Maryland",78
"476","November 18, 2011","Detroit",113,"Concordia (MI)",68
"477","November 18, 2011","District of Columbia",81,"Duquesne",97
"478","November 18, 2011","Drake",59,"Ole Miss",63
"479","November 18, 2011","Drexel",56,"Norfolk State",61
"480","November 18, 2011","Duke",82,"Davidson",69
"481","November 18, 2011","Eastern Michigan",62,"Little Rock",51
"482","November 18, 2011","Elon",87,"Rutgers-Camden",53
"483","November 18, 2011","Fairleigh Dickinson",73,"St. Peter's",62
"484","November 18, 2011","Fordham",64,"Binghamton",49
