GameDate,HomeTeamName,HomeTeamScore,AwayTeamName,AwayTeamScore
1/14/2017,Mount St. Mary's,78,Saint Francis (PA),72
1/14/2017,Omaha,86,Western Illinois,72
1/14/2017,New Hampshire,73,Binghamton,66
1/14/2017,New Mexico State,63,Cal State Bakersfield,58
1/14/2017,Niagara,83,Monmouth,90
1/14/2017,NJIT,84,North Florida,78
1/14/2017,Norfolk State,57,North Carolina Central,72
1/14/2017,UNC,96,Florida State,83
1/14/2017,UNC Wilmington,84,Hofstra,76
1/14/2017,Northern Arizona,62,Sacramento State,74
1/14/2017,Northwestern State,68,Sam Houston State,77
1/14/2017,Ohio,49,Eastern Michigan,53
1/14/2017,Oklahoma,84,Texas Tech,75
1/14/2017,Old Dominion,63,Louisiana Tech,75
1/14/2017,Oral Roberts,85,IUPUI,91
1/14/2017,Oregon,85,Oregon State,43
1/14/2017,Penn State,52,Minnesota,50
1/14/2017,Penn,70,Brown,82
1/14/2017,Pepperdine,61,Santa Clara,75
1/14/2017,Pitt,46,Miami (FL),72
1/14/2017,Portland,78,Loyola Marymount,79
1/14/2017,Prairie View,63,Jackson State,56
1/14/2017,Princeton,66,Yale,58
1/14/2017,Providence,65,Seton Hall,61
1/14/2017,Quinnipiac,97,Iona,91
1/14/2017,Radford,64,Liberty,71
1/14/2017,Rice,101,North Texas,79
1/14/2017,St. Joseph's,66,Richmond,70
1/14/2017,San Diego,88,BYU,75
1/14/2017,San Diego State,74,Utah State,55
1/14/2017,San Francisco,72,Pacific,51
1/14/2017,Savannah State,93,Florida A&M,88
1/14/2017,Seattle,65,Chicago State,50
1/14/2017,South Alabama,72,Texas State,67
1/14/2017,South Carolina,67,Ole Miss,56
1/14/2017,South Carolina State,78,Bethune-Cookman,74
1/14/2017,USC Upstate,73,Jacksonville,66
1/14/2017,South Dakota,66,Fort Wayne,63
1/14/2017,Southern,76,Arkansas-Pine Bluff,75
1/14/2017,SIU-Edwardsville,59,Murray State,67
1/14/2017,Southern Utah,77,Portland State,88
1/14/2017,St. Bonaventure,73,Fordham,53
1/14/2017,St. John's (NY),57,Villanova,70
1/14/2017,Stanford,76,Washington,69
1/14/2017,Stephen F. Austin,80,Nicholls State,60
1/14/2017,Syracuse,76,Boston College,53
1/14/2017,Temple,68,Tulsa,70
1/14/2017,UT-Martin,79,Southeast Missouri State,69
1/14/2017,Tennessee Tech,59,Jacksonville State,74
1/14/2017,Texas,72,West Virginia,74
1/14/2017,Texas A&M-Corpus Christi,88,Central Arkansas,81
1/14/2017,TCU,84,Iowa State,77
1/14/2017,UTEP,66,Florida Atlantic,65
1/14/2017,Texas-Rio Grande Valley,66,Grand Canyon,79
1/14/2017,UTSA,57,Florida International,55
1/14/2017,Texas Southern,76,Grambling,55
1/14/2017,Towson,74,Northeastern,67
1/14/2017,Troy,93,Texas-Arlington,71
1/14/2017,Utah,82,UCLA,83
1/14/2017,Utah Valley,86,UMKC,76
1/14/2017,Vanderbilt,75,Tennessee,87
1/14/2017,VMI,82,UNC Greensboro,91
1/14/2017,Virginia Tech,71,Notre Dame,76
1/14/2017,Wagner,53,Robert Morris,50
1/14/2017,Weber State,70,Eastern Washington,67
1/14/2017,Western Michigan,92,Kent State,88
1/14/2017,Wofford,67,Furman,58
1/14/2017,Wyoming,74,Nevada,89
1/14/2017,Youngstown State,89,UIC,92
1/15/2017,Colorado,68,USC,71
1/15/2017,East Carolina,46,Cincinnati,55
1/15/2017,Fairfield,54,Siena,63
1/15/2017,Indiana,76,Rutgers,57
1/15/2017,La Salle,79,George Washington,69
1/15/2017,Loyola (IL),77,Missouri State,71
1/15/2017,NC State,76,Georgia Tech,86
1/15/2017,Northern Iowa,79,Drake,60
1/15/2017,Northwestern,89,Iowa,54
1/15/2017,Ohio State,72,Michigan State,67
1/15/2017,Rhode Island,79,UMass,77
1/15/2017,Rider,65,St. Peter's,71
1/15/2017,Southeastern Louisiana,79,McNeese State,75
1/15/2017,Tulane,64,SMU,80
1/16/2017,Alcorn State,82,Arkansas-Pine Bluff,64
1/16/2017,Bryant,65,Harvard,70
1/16/2017,Butler,88,Marquette,80
1/16/2017,Canisius,72,Monmouth,76
1/16/2017,Delaware State,70,Norfolk State,75
1/16/2017,Detroit,87,Youngstown State,71
1/16/2017,Florida A&M,76,Bethune-Cookman,82
1/16/2017,Georgetown,56,Providence,74
1/16/2017,Hampton,51,North Carolina Central,64
1/16/2017,Hartford,54,Maine,44
1/16/2017,Howard,72,Coppin State,81
1/16/2017,Iowa State,72,Kansas,76
1/16/2017,Louisiana,86,Georgia State,101
1/16/2017,Louisiana-Monroe,60,Georgia Southern,62
1/16/2017,Loyola (MD),77,Boston University,69
1/16/2017,UMBC,50,Albany (NY),77
1/16/2017,UMass-Lowell,75,Stony Brook,86
1/16/2017,Morgan State,82,North Carolina A&T,53
1/16/2017,New Hampshire,59,Vermont,71
1/16/2017,Niagara,87,Marist,93
1/16/2017,UNC,85,Syracuse,68
1/16/2017,Northern Arizona,83,Portland State,76
1/16/2017,Oakland,65,Cleveland State,76
1/16/2017,Prairie View,94,Grambling,82
1/16/2017,South Alabama,83,Texas-Arlington,89
1/16/2017,South Carolina State,82,Savannah State,86
1/16/2017,Southern,87,Mississippi Valley State,81
1/16/2017,St. John's (NY),78,DePaul,68
1/16/2017,Texas Southern,67,Jackson State,44
1/16/2017,Troy,71,Texas State,75
1/16/2017,Valparaiso,80,Green Bay,56
1/16/2017,Villanova,76,Seton Hall,46
1/16/2017,Xavier,67,Creighton,72
1/17/2017,Akron,83,Ohio,68
1/17/2017,Ball State,98,Central Michigan,83
1/17/2017,Baylor,74,Texas,64
1/17/2017,Boise State,70,New Mexico,81
1/17/2017,UCF,86,South Florida,64
1/17/2017,Eastern Michigan,86,Western Michigan,80
1/17/2017,Evansville,65,Wichita State,82
1/17/2017,Fairfield,55,St. Peter's,69
1/17/2017,Georgia,76,Vanderbilt,68
1/17/2017,Grand Canyon,90,San Diego Christian,58
1/17/2017,UIC,71,Milwaukee,57
1/17/2017,Kent State,69,Buffalo,82
1/17/2017,Manhattan,67,Iona,82
1/17/2017,Ole Miss,80,Tennessee,69
1/17/2017,Mississippi State,81,Kentucky,88
1/17/2017,UNLV,51,San Diego State,64
1/17/2017,NC State,79,Pitt,74
1/17/2017,Northern Illinois,62,Miami (OH),58
1/17/2017,Purdue,91,Illinois,68
1/17/2017,Saint Louis,52,St. Bonaventure,71
1/17/2017,Siena,78,Rider,68
1/17/2017,Texas A&M,60,Arkansas,62
1/17/2017,Toledo,85,Bowling Green State,73
1/17/2017,Wisconsin,68,Michigan,64
1/18/2017,Alabama,68,Missouri,56
1/18/2017,American,71,Lafayette,57
1/18/2017,Army,76,Holy Cross,85
1/18/2017,Auburn,78,LSU,74
1/18/2017,Boston College,54,Virginia,71
1/18/2017,Boston University,58,Colgate,67
1/18/2017,Bradley,49,Illinois State,69
1/18/2017,Bucknell,76,Loyola (MD),63
1/18/2017,Cal Poly,48,UC-Irvine,70
1/18/2017,Cal State Fullerton,63,UC-Riverside,71
1/18/2017,Chicago State,77,Roosevelt,57
1/18/2017,Cincinnati,81,Temple,74
1/18/2017,Drake,88,Southern Illinois,84
1/18/2017,Florida State,83,Notre Dame,80
1/18/2017,Fordham,69,VCU,67
1/18/2017,Fresno State,78,Colorado State,57
1/18/2017,George Washington,65,Duquesne,63
1/18/2017,Hawaii,80,Cal State Northridge,77
1/18/2017,Indiana State,68,Missouri State,73
1/18/2017,IUPUI,85,South Dakota State,83
1/18/2017,UMass,62,St. Joseph's,57
1/18/2017,McNeese State,82,Central Arkansas,72
1/18/2017,Navy,75,Lehigh,72
1/18/2017,Nebraska,66,Ohio State,67
1/18/2017,Omaha,97,Denver,88
1/18/2017,Nevada,83,Air Force,76
1/18/2017,Northern Iowa,72,Loyola (IL),69
1/18/2017,Oklahoma State,88,Kansas State,96
1/18/2017,Oral Roberts,90,South Dakota,80
1/18/2017,Penn State,75,Indiana,78
1/18/2017,San Jose State,70,Wyoming,80
1/18/2017,South Carolina,57,Florida,53
1/18/2017,Texas Tech,75,TCU,69
1/18/2017,Tulsa,89,Tulane,82
1/18/2017,Virginia Tech,62,Georgia Tech,61
1/18/2017,Wake Forest,96,Miami (FL),79
1/18/2017,Washington,85,Colorado,83
1/18/2017,Washington State,47,Utah,88
1/18/2017,West Virginia,87,Oklahoma,89
1/19/2017,Albany (NY),84,Binghamton,65
1/19/2017,Austin Peay,82,Morehead State,89
1/19/2017,Belmont,77,Jacksonville State,60
1/19/2017,BYU,99,Pepperdine,70
1/19/2017,Campbell,78,High Point,83
1/19/2017,College of Charleston,59,UNC Wilmington,65
1/19/2017,Dayton,75,Richmond,59
1/19/2017,Delaware,69,Northeastern,62
1/19/2017,Eastern Washington,84,Northern Arizona,62
1/19/2017,Elon,93,Drexel,73
1/19/2017,Fairleigh Dickinson,57,St. Francis (NY),40
1/19/2017,Florida Atlantic,78,Alabama-Birmingham,80
1/19/2017,Florida Gulf Coast,60,USC Upstate,62
1/19/2017,Florida International,52,Middle Tennessee,65
1/19/2017,Furman,75,ETSU,62
1/19/2017,Hofstra,80,Towson,86
1/19/2017,Houston,67,Memphis,70
1/19/2017,Idaho,79,Southern Utah,67
1/19/2017,Iowa,76,Maryland,84
1/19/2017,Jacksonville,95,Lipscomb,112
1/19/2017,La Salle,91,Davidson,83
1/19/2017,Liberty,65,Gardner-Webb,62
1/19/2017,Long Beach State,81,UCSB,76
1/19/2017,LIU-Brooklyn,76,Wagner,69
1/19/2017,Longwood,60,Radford,72
1/19/2017,Louisiana Tech,74,Rice,64
1/19/2017,Louisville,92,Clemson,60
1/19/2017,Loyola Marymount,62,San Diego,69
1/19/2017,Maine,63,New Hampshire,74
1/19/2017,Murray State,86,Eastern Kentucky,79
1/19/2017,New Orleans,72,Houston Baptist,64
1/19/2017,Nicholls State,62,Abilene Christian,59
1/19/2017,UNC Greensboro,68,Mercer,66
1/19/2017,North Dakota,83,Weber State,77
1/19/2017,North Dakota State,89,Fort Wayne,83
1/19/2017,North Florida,86,Kennesaw State,84
1/19/2017,Northern Colorado,69,Idaho State,73
1/19/2017,Oregon,86,California,63
1/19/2017,Oregon State,46,Stanford,62
1/19/2017,Portland State,88,Montana,79
1/19/2017,Presbyterian,52,Charleston Southern,73
1/19/2017,Robert Morris,74,Central Connecticut,67
1/19/2017,Sacramento State,65,Montana State,74
1/19/2017,Sacred Heart,75,Mount St. Mary's,86
1/19/2017,Saint Francis (PA),75,Bryant,61
1/19/2017,Saint Mary's,62,Pacific,50
1/19/2017,St. Peter's,77,Siena,65
1/19/2017,Sam Houston State,87,Lamar,65
1/19/2017,San Francisco,75,Portland,50
1/19/2017,Santa Clara,57,Gonzaga,88
1/19/2017,Southeast Missouri State,79,SIU-Edwardsville,76
1/19/2017,USC,66,Arizona,73
1/19/2017,SMU,69,UConn,49
1/19/2017,Southern Miss,75,North Texas,65
1/19/2017,Stetson,82,NJIT,76
1/19/2017,Stony Brook,80,Hartford,64
1/19/2017,UT-Martin,82,Eastern Illinois,71
1/19/2017,Tennessee State,74,Tennessee Tech,80
1/19/2017,Texas A&M-Corpus Christi,58,Stephen F. Austin,61
1/19/2017,UCLA,102,Arizona State,80
1/19/2017,Vermont,81,UMass-Lowell,67
1/19/2017,Western Carolina,100,Citadel,95
1/19/2017,William & Mary,73,James Madison,72
1/19/2017,Winthrop,76,UNC Asheville,73
1/19/2017,Wofford,88,VMI,70
1/20/2017,Akron,70,Eastern Michigan,63
1/20/2017,Brown,74,Yale,75
1/20/2017,Green Bay,89,Youngstown State,92
1/20/2017,Iona,96,Fairfield,89
1/20/2017,Milwaukee,63,Cleveland State,62
1/20/2017,Monmouth,82,Manhattan,71
1/20/2017,Northern Kentucky,70,Oakland,79
1/20/2017,Quinnipiac,95,Canisius,90
1/20/2017,Wright State,106,Detroit,88
1/21/2017,Alabama A&M,52,Southern,53
1/21/2017,Alabama State,71,Alcorn State,78
1/21/2017,Arkansas,99,LSU,86
1/21/2017,Little Rock,73,South Alabama,56
1/21/2017,Arkansas-Pine Bluff,63,Texas Southern,70
1/21/2017,Arkansas State,82,Troy,80
1/21/2017,Army,80,Navy,96
1/21/2017,Auburn,84,Alabama,64
1/21/2017,Austin Peay,84,Murray State,81
1/21/2017,Belmont,82,Tennessee Tech,70
1/21/2017,Bethune-Cookman,79,Maryland-Eastern Shore,82
1/21/2017,Boston College,82,UNC,90
1/21/2017,Bowling Green State,79,Ball State,74
1/21/2017,Bucknell,70,Boston University,59
1/21/2017,Buffalo,66,Western Michigan,54
1/21/2017,Cal Poly,92,Long Beach State,98
1/21/2017,Cal State Bakersfield,68,Utah Valley,65
1/21/2017,Cal State Northridge,73,UC-Irvine,105
1/21/2017,UC-Riverside,65,UCSB,55
1/21/2017,Central Arkansas,63,New Orleans,81
1/21/2017,Central Michigan,101,Miami (OH),92
1/21/2017,Charleston Southern,76,Longwood,61
1/21/2017,Charlotte,74,Old Dominion,72
1/21/2017,Chattanooga,82,Samford,78
1/21/2017,Colgate,52,Loyola (MD),49
1/21/2017,College of Charleston,73,James Madison,60
1/21/2017,Columbia,62,Cornell,67
1/21/2017,Creighton,94,Marquette,102
1/21/2017,Delaware,58,Towson,75
1/21/2017,DePaul,69,Butler,70
1/21/2017,Duke,70,Miami (FL),58
1/21/2017,Duquesne,69,Rhode Island,90
1/21/2017,Eastern Washington,83,Southern Utah,68
1/21/2017,Elon,71,William & Mary,62
1/21/2017,Fairleigh Dickinson,83,LIU-Brooklyn,66
1/21/2017,Florida,66,Vanderbilt,68
1/21/2017,Florida Atlantic,57,Middle Tennessee,86
1/21/2017,Florida Gulf Coast,84,NJIT,71
1/21/2017,Florida International,94,Alabama-Birmingham,85
1/21/2017,Florida State,73,Louisville,68
1/21/2017,Furman,89,VMI,72
1/21/2017,Gardner-Webb,78,Presbyterian,61
1/21/2017,Georgia Southern,92,Appalachian State,88
1/21/2017,Georgia State,76,Coastal Carolina,56
1/21/2017,Gonzaga,73,Portland,52
1/21/2017,Grambling,72,Jackson State,57
1/21/2017,Grand Canyon,61,Seattle,59
1/21/2017,Harvard,82,Dartmouth,68
1/21/2017,Hawaii,70,UC-Davis,76
1/21/2017,Hofstra,78,Northeastern,73
1/21/2017,Idaho,65,Northern Arizona,49
1/21/2017,Illinois State,72,Drake,58
1/21/2017,Incarnate Word,70,Stephen F. Austin,68
1/21/2017,Indiana,82,Michigan State,75
1/21/2017,IUPUI,74,Denver,78
1/21/2017,Jacksonville,71,Kennesaw State,81
1/21/2017,Kansas,79,Texas,67
1/21/2017,Kansas State,79,West Virginia,75
1/21/2017,Kent State,85,Toledo,61
1/21/2017,Kentucky,85,South Carolina,69
1/21/2017,Lehigh,75,Lafayette,68
1/21/2017,Liberty,48,Winthrop,61
1/21/2017,Louisiana Tech,81,North Texas,57
1/21/2017,Loyola (IL),67,Evansville,61
1/21/2017,Marshall,94,Western Kentucky,80
1/21/2017,UMass,68,Fordham,71
1/21/2017,McNeese State,65,Northwestern State,78
1/21/2017,Michigan,66,Illinois,57
1/21/2017,Minnesota,76,Wisconsin,78
1/21/2017,Mississippi Valley State,72,Prairie View,87
1/21/2017,Missouri,71,Ole Miss,75
1/21/2017,Missouri State,76,Bradley,62
1/21/2017,Morehead State,80,Eastern Kentucky,54
1/21/2017,Nevada,76,Fresno State,81
1/21/2017,UNLV,87,Air Force,85
1/21/2017,New Mexico,78,Wyoming,71
1/21/2017,New Mexico State,94,UMKC,71
1/21/2017,Nicholls State,76,Lamar,87
1/21/2017,Norfolk State,79,Hampton,62
1/21/2017,UNC Asheville,72,Campbell,56
1/21/2017,North Carolina A&T,63,Howard,78
1/21/2017,UNC Greensboro,81,Citadel,72
1/21/2017,NC State,88,Wake Forest,93
1/21/2017,UNC Wilmington,87,Drexel,74
1/21/2017,North Dakota,89,Idaho State,64
1/21/2017,North Florida,90,Lipscomb,84
1/21/2017,Northern Colorado,69,Weber State,74
1/21/2017,Northern Illinois,69,Ohio,78
1/21/2017,Notre Dame,84,Syracuse,66
1/21/2017,Oklahoma,87,Iowa State,92
1/21/2017,Oral Roberts,103,Omaha,86
1/21/2017,Oregon,69,Stanford,52
1/21/2017,Oregon State,58,California,69
1/21/2017,Pacific,47,BYU,62
1/21/2017,Portland State,65,Montana State,71
1/21/2017,Purdue,77,Penn State,52
1/21/2017,Radford,58,High Point,61
1/21/2017,Rider,84,Marist,66
1/21/2017,Robert Morris,56,Bryant,59
1/21/2017,Rutgers,65,Nebraska,64
1/21/2017,Sacramento State,92,Montana,83
1/21/2017,Sacred Heart,62,Wagner,67
1/21/2017,Saint Francis (PA),83,Central Connecticut,84
1/21/2017,St. Joseph's,78,Penn,71
1/21/2017,Saint Mary's,85,Pepperdine,65
1/21/2017,St. Peter's,55,Niagara,57
1/21/2017,Sam Houston State,76,Texas A&M-Corpus Christi,62
1/21/2017,San Diego,43,San Francisco,60
1/21/2017,San Jose State,65,Boise State,75
1/21/2017,Santa Clara,64,Loyola Marymount,63
1/21/2017,Savannah State,74,Morgan State,61
1/21/2017,South Carolina State,74,Delaware State,64
1/21/2017,South Dakota State,77,Fort Wayne,67
1/21/2017,South Florida,67,Tulsa,79
1/21/2017,Southeast Missouri State,83,Eastern Illinois,71
1/21/2017,Southeastern Louisiana,83,Houston Baptist,71
1/21/2017,Southern Illinois,57,Northern Iowa,58
1/21/2017,SMU,85,Houston,64
1/21/2017,Southern Miss,58,Rice,61
1/21/2017,St. Francis (NY),47,Mount St. Mary's,55
1/21/2017,Stetson,86,USC Upstate,97
1/21/2017,Tennessee,91,Mississippi State,74
1/21/2017,UT-Martin,75,SIU-Edwardsville,67
1/21/2017,Tennessee State,79,Jacksonville State,86
1/21/2017,Texas A&M,63,Georgia,62
1/21/2017,Texas-Arlington,71,Louisiana-Monroe,55
1/21/2017,TCU,53,Baylor,62
1/21/2017,UTEP,59,UTSA,39
1/21/2017,Texas-Rio Grande Valley,85,Chicago State,77
1/21/2017,Texas State,73,Louisiana,79
1/21/2017,Texas Tech,64,Oklahoma State,83
1/21/2017,Tulane,61,Cincinnati,78
1/21/2017,UCLA,85,Arizona,96
1/21/2017,Utah State,56,Colorado State,64
1/21/2017,Villanova,78,Providence,68
1/21/2017,Virginia,62,Georgia Tech,49
1/21/2017,Washington,72,Utah,94
1/21/2017,Washington State,91,Colorado,89
1/21/2017,Western Carolina,50,Mercer,70
1/21/2017,Western Illinois,57,North Dakota State,89
1/21/2017,Wichita State,84,Indiana State,58
1/22/2017,Albany (NY),81,Maine,63
1/22/2017,Binghamton,71,Stony Brook,67
1/22/2017,Clemson,81,Virginia Tech,82
1/22/2017,UConn,72,East Carolina,65
1/22/2017,Dayton,67,Saint Louis,46
1/22/2017,ETSU,79,Wofford,72
1/22/2017,Hartford,56,New Hampshire,81
1/22/2017,Manhattan,68,Siena,81
1/22/2017,UMass-Lowell,86,UMBC,102
1/22/2017,Memphis,70,UCF,65
1/22/2017,Milwaukee,94,Youngstown State,85
1/22/2017,Monmouth,91,Fairfield,49
1/22/2017,Northern Kentucky,101,Detroit,87
1/22/2017,Ohio State,72,Northwestern,74
1/22/2017,Richmond,77,George Mason,82
1/22/2017,Seton Hall,86,St. John's (NY),73
1/22/2017,USC,82,Arizona State,79
1/22/2017,Valparaiso,96,UIC,65
1/22/2017,VCU,90,La Salle,52
1/22/2017,Wright State,88,Oakland,67
1/22/2017,Xavier,86,Georgetown,75
1/23/2017,Alabama A&M,70,Alcorn State,81
1/23/2017,Alabama State,79,Southern,65
1/23/2017,Little Rock,69,Troy,78
1/23/2017,Arkansas-Pine Bluff,71,Prairie View,68
1/23/2017,Arkansas State,74,South Alabama,62
1/23/2017,Coppin State,64,Norfolk State,74
1/23/2017,Duke,82,NC State,84
1/23/2017,Florida A&M,79,Maryland-Eastern Shore,86
1/23/2017,Georgia Southern,91,Coastal Carolina,80
1/23/2017,Georgia State,83,Appalachian State,72
1/23/2017,Green Bay,83,Cleveland State,73
1/23/2017,Holy Cross,63,American,55
1/23/2017,Iona,84,Quinnipiac,74
1/23/2017,Mississippi Valley State,103,Texas Southern,89
1/23/2017,Niagara,91,Canisius,84
1/23/2017,North Carolina Central,74,Howard,39
1/23/2017,Oklahoma State,89,TCU,76
1/23/2017,Portland,64,Gonzaga,83
1/23/2017,St. Peter's,56,Rider,51
1/23/2017,Savannah State,94,Delaware State,79
1/23/2017,South Carolina State,75,Morgan State,77
1/23/2017,Texas,84,Oklahoma,83
1/23/2017,Texas-Arlington,108,Louisiana,71
1/23/2017,Texas State,63,Louisiana-Monroe,57
1/24/2017,Air Force,60,San Diego State,57
1/24/2017,Central Michigan,82,Bowling Green State,76
1/24/2017,Davidson,74,Duquesne,60
1/24/2017,Eastern Michigan,80,Ball State,88
1/24/2017,Houston,65,Tulane,51
1/24/2017,Iowa State,70,Kansas State,65
1/24/2017,Marquette,74,Villanova,72
1/24/2017,Maryland,67,Rutgers,55
1/24/2017,Miami (OH),75,Buffalo,74
1/24/2017,Michigan State,73,Purdue,84
1/24/2017,Missouri State,71,Drake,72
1/24/2017,New Mexico,74,Utah State,61
1/24/2017,Northern Illinois,66,Kent State,73
1/24/2017,Notre Dame,54,Virginia,71
1/24/2017,Ohio,76,Toledo,79
1/24/2017,Pitt,51,Louisville,106
1/24/2017,South Carolina,98,Auburn,69
1/24/2017,St. Bonaventure,67,St. Joseph's,63
1/24/2017,Syracuse,81,Wake Forest,76
1/24/2017,Tennessee,82,Kentucky,80
1/24/2017,Vanderbilt,70,Arkansas,71
1/24/2017,West Virginia,85,Kansas,69
1/24/2017,Western Michigan,80,Akron,90
1/24/2017,Wichita State,87,Southern Illinois,45
1/24/2017,Wisconsin,82,Penn State,55
1/25/2017,Albany (NY),49,Vermont,60
1/25/2017,American,53,Navy,71
1/25/2017,Arizona State,86,Washington,75
1/25/2017,Baylor,65,Texas Tech,61
1/25/2017,Binghamton,76,Hartford,55
1/25/2017,Boise State,57,Nevada,76
1/25/2017,Boston University,90,Army,89
1/25/2017,UCSB,57,Cal State Northridge,78
1/25/2017,Central Connecticut,54,Bryant,65
1/25/2017,UCF,60,SMU,65
1/25/2017,Chattanooga,64,VMI,80
1/25/2017,Colgate,62,Lehigh,76
1/25/2017,Colorado State,81,San Jose State,72
1/25/2017,Denver,91,South Dakota State,82
1/25/2017,East Carolina,69,Tulsa,66
1/25/2017,Eastern Illinois,64,Belmont,77
1/25/2017,Furman,85,Western Carolina,37
1/25/2017,George Mason,68,George Washington,87
1/25/2017,Georgetown,71,Creighton,51
1/25/2017,Georgia,60,Alabama,80
1/25/2017,Georgia Tech,78,Florida State,56
1/25/2017,Hampton,66,South Carolina State,68
1/25/2017,Hawaii,64,UC-Riverside,70
1/25/2017,Idaho State,73,Weber State,85
1/25/2017,Illinois,76,Iowa,64
1/25/2017,Illinois State,71,Indiana State,66
1/25/2017,Fort Wayne,103,IUPUI,73
1/25/2017,Jacksonville,103,Stetson,92
1/25/2017,Kennesaw State,71,NJIT,65
1/25/2017,La Salle,74,Penn,77
1/25/2017,Lafayette,55,Bucknell,78
1/25/2017,Lamar,66,Texas A&M-Corpus Christi,69
1/25/2017,Lipscomb,84,USC Upstate,77
1/25/2017,LSU,71,Florida,106
1/25/2017,Loyola (IL),70,Bradley,50
1/25/2017,Loyola (MD),65,Holy Cross,62
1/25/2017,Miami (FL),78,Boston College,77
1/25/2017,Ole Miss,76,Texas A&M,80
1/25/2017,Mississippi State,89,Missouri,74
1/25/2017,New Hampshire,80,UMass-Lowell,71
1/25/2017,North Dakota State,81,Oral Roberts,71
1/25/2017,North Florida,82,Florida Gulf Coast,86
1/25/2017,Northern Iowa,61,Evansville,54
1/25/2017,Ohio State,78,Minnesota,72
1/25/2017,Providence,86,St. John's (NY),91
1/25/2017,Richmond,73,Rhode Island,62
1/25/2017,Saint Louis,74,UMass,70
1/25/2017,Samford,86,ETSU,96
1/25/2017,Seton Hall,54,Butler,61
1/25/2017,South Dakota,62,Western Illinois,55
1/25/2017,South Florida,60,UConn,81
1/25/2017,Southeastern Louisiana,71,Northwestern State,85
1/25/2017,USC,84,UCLA,76
1/25/2017,SIU-Edwardsville,56,Tennessee State,76
1/25/2017,Stephen F. Austin,78,Central Arkansas,76
1/25/2017,Stony Brook,83,UMBC,73
1/25/2017,Temple,77,Memphis,66
1/25/2017,Wofford,93,UNC Greensboro,74
1/25/2017,Wyoming,66,UNLV,65
1/26/2017,Alabama-Birmingham,79,Louisiana Tech,70
1/26/2017,Arizona,79,Washington State,62
1/26/2017,Austin Peay,79,UT-Martin,85
1/26/2017,UC-Irvine,66,Cal Poly,79
1/26/2017,Chicago State,59,Cal State Bakersfield,75
1/26/2017,Cincinnati,86,Xavier,78
1/26/2017,Colorado,85,Oregon State,78
1/26/2017,Drexel,81,Hofstra,80
1/26/2017,Florida International,65,Florida Atlantic,83
1/26/2017,Gardner-Webb,70,Winthrop,72
1/26/2017,Gonzaga,79,San Diego,43
1/26/2017,High Point,72,Charleston Southern,69
1/26/2017,Houston Baptist,83,Nicholls State,80
1/26/2017,Incarnate Word,82,Abilene Christian,79
1/26/2017,Jacksonville State,52,Eastern Kentucky,57
1/26/2017,James Madison,76,UNC Wilmington,87
1/26/2017,Long Beach State,76,Cal State Fullerton,65
1/26/2017,Longwood,62,Liberty,93
1/26/2017,Loyola Marymount,79,Pacific,73
1/26/2017,Marist,65,St. Peter's,81
1/26/2017,Marshall,92,UTSA,71
1/26/2017,Michigan,90,Indiana,60
1/26/2017,Middle Tennessee,72,Southern Miss,56
1/26/2017,UMKC,83,Grand Canyon,77
1/26/2017,Montana,60,Eastern Washington,72
1/26/2017,Montana State,94,Idaho,91
1/26/2017,Mount St. Mary's,48,Robert Morris,47
1/26/2017,Murray State,74,Southeast Missouri State,75
1/26/2017,New Orleans,75,McNeese State,56
1/26/2017,Niagara,69,Manhattan,70
1/26/2017,UNC,91,Virginia Tech,72
1/26/2017,North Texas,81,Charlotte,82
1/26/2017,Northeastern,49,Elon,51
1/26/2017,Northern Arizona,63,Northern Colorado,50
1/26/2017,Northwestern,73,Nebraska,61
1/26/2017,Pepperdine,78,Portland,60
1/26/2017,Presbyterian,47,UNC Asheville,73
1/26/2017,Radford,61,Campbell,78
1/26/2017,Rice,72,Old Dominion,80
1/26/2017,Sacred Heart,57,LIU-Brooklyn,60
1/26/2017,Saint Mary's,66,San Francisco,46
1/26/2017,Santa Clara,76,BYU,68
1/26/2017,Seattle,56,New Mexico State,71
1/26/2017,Southern Utah,89,North Dakota,91
1/26/2017,St. Francis (NY),73,Fairleigh Dickinson,79
1/26/2017,Tennessee Tech,76,Morehead State,73
1/26/2017,Towson,83,College of Charleston,77
1/26/2017,Utah,67,Oregon,73
1/26/2017,Utah Valley,92,Texas-Rio Grande Valley,81
1/26/2017,Wagner,67,Saint Francis (PA),72
1/26/2017,Western Kentucky,65,UTEP,62
1/26/2017,William & Mary,82,Delaware,58
1/27/2017,Columbia,66,Dartmouth,54
1/27/2017,Cornell,71,Harvard,77
1/27/2017,Detroit,69,Milwaukee,73
1/27/2017,UIC,62,Northern Kentucky,79
1/27/2017,Monmouth,95,Quinnipiac,76
1/27/2017,Oakland,72,Green Bay,80
1/27/2017,Siena,66,Iona,77
1/27/2017,Valparaiso,70,Wright State,55
1/27/2017,VCU,73,Dayton,68
1/27/2017,Weber State,96,Idaho State,74
1/27/2017,Yale,85,Brown,75
1/28/2017,Akron,91,Buffalo,90
1/28/2017,Alabama,71,Mississippi State,62
1/28/2017,Alabama-Birmingham,87,Southern Miss,43
1/28/2017,Alcorn State,74,Southern,64
1/28/2017,Appalachian State,67,Texas-Arlington,83
1/28/2017,Army,75,Bucknell,96
1/28/2017,Austin Peay,71,Southeast Missouri State,82
