"","GameDate","HomeTeamName","HomeTeamScore","AwayTeamName","AwayTeamScore"
"281","November 16, 2015","Fort Wayne",85,"Manchester",53
"282","November 16, 2015","Jacksonville State",96,"Oakwood",60
"283","November 16, 2015","Kansas State",81,"Columbia",71
"284","November 16, 2015","Long Beach State",66,"BYU",65
"285","November 16, 2015","Longwood",89,"La Roche",65
"286","November 16, 2015","LSU",91,"Kennesaw State",69
"287","November 16, 2015","Loyola (MD)",68,"LIU-Brooklyn",71
"288","November 16, 2015","Marquette",75,"IUPUI",71
"289","November 16, 2015","Mercer",69,"George Mason",60
"290","November 16, 2015","Miami (FL)",93,"Louisiana",77
"291","November 16, 2015","Michigan",88,"Elon",68
"292","November 16, 2015","Ole Miss",82,"Georgia Southern",72
"293","November 16, 2015","Mississippi State",72,"Southern",76
"294","November 16, 2015","Navy",58,"College of Charleston",72
"295","November 16, 2015","UNLV",107,"New Mexico Highlands",45
"296","November 16, 2015","North Carolina Central",78,"Allen",54
"297","November 16, 2015","UNC Wilmington",78,"Eastern Kentucky",59
"298","November 16, 2015","North Florida",106,"Texas-Rio Grande Valley",84
"299","November 16, 2015","North Texas",110,"Texas College",61
"300","November 16, 2015","Northwestern State",97,"Louisiana State-Alexandria",99
"301","November 16, 2015","Ohio",75,"Tennessee State",67
"302","November 16, 2015","Oklahoma State",86,"Arkansas-Pine Bluff",72
"303","November 16, 2015","Old Dominion",77,"Buffalo",58
"304","November 16, 2015","Oregon",74,"Baylor",67
"305","November 16, 2015","Pepperdine",91,"San Diego Christian",49
"306","November 16, 2015","Portland State",105,"Pacific Lutheran",60
"307","November 16, 2015","Presbyterian",74,"USC Upstate",73
"308","November 16, 2015","Saint Mary's",89,"Manhattan",63
"309","November 16, 2015","Samford",94,"Auburn Montgomery",79
"310","November 16, 2015","San Francisco",80,"Rice",54
"311","November 16, 2015","San Jose State",64,"Montana",61
"312","November 16, 2015","Savannah State",59,"Campbell",57
"313","November 16, 2015","South Carolina",84,"Oral Roberts",66
"314","November 16, 2015","South Carolina State",113,"Voorhees",69
"315","November 16, 2015","South Dakota State",85,"Weber State",68
"316","November 16, 2015","South Florida",57,"NJIT",60
"317","November 16, 2015","USC",101,"Monmouth",90
"318","November 16, 2015","St. John's (NY)",75,"UMBC",53
"319","November 16, 2015","UT-Martin",79,"Bethune-Cookman",86
"320","November 16, 2015","Texas A&M",100,"Southeastern Louisiana",58
"321","November 16, 2015","Texas State",84,"Texas-Tyler",49
"322","November 16, 2015","Towson",69,"Morgan State",61
"323","November 16, 2015","Tulane",79,"Drake",74
"324","November 16, 2015","Utah",81,"San Diego State",76
"325","November 16, 2015","Vanderbilt",98,"Gardner-Webb",62
"326","November 16, 2015","VCU",92,"Radford",74
"327","November 16, 2015","West Virginia",86,"James Madison",73
"328","November 16, 2015","Yale",99,"Sacred Heart",77
"329","November 17, 2015","Abilene Christian",70,"Howard Payne",56
"330","November 17, 2015","American",48,"Hampton",61
"331","November 17, 2015","Appalachian State",70,"Furman",79
"332","November 17, 2015","Auburn",84,"Colorado",91
"333","November 17, 2015","Cal State Bakersfield",68,"Idaho",45
"334","November 17, 2015","Central Michigan",79,"Alma",64
"335","November 17, 2015","Citadel",94,"Stetson",93
"336","November 17, 2015","Cleveland State",62,"Malone",46
"337","November 17, 2015","UConn",85,"New Hampshire",66
"338","November 17, 2015","Creighton",103,"UTSA",78
"339","November 17, 2015","Dayton",80,"Alabama",48
"340","November 17, 2015","Delaware State",54,"Penn",60
"341","November 17, 2015","Duke",63,"Kentucky",74
"342","November 17, 2015","ETSU",103,"Green Bay",90
"343","November 17, 2015","Evansville",84,"Marian",59
"344","November 17, 2015","Florida Atlantic",72,"Warner Southern",75
"345","November 17, 2015","Florida State",98,"Jacksonville",79
"346","November 17, 2015","Fordham",76,"Queens (NY)",57
"347","November 17, 2015","Grand Canyon",88,"Black Hills State",72
"348","November 17, 2015","Harvard",63,"UMass",69
"349","November 17, 2015","La Salle",73,"Rider",60
"350","November 17, 2015","Liberty",59,"William & Mary",70
"351","November 17, 2015","Lipscomb",96,"Oakland City",69
"352","November 17, 2015","Louisiana Tech",80,"Texas-Arlington",68
"353","November 17, 2015","Louisville",87,"Hartford",52
"354","November 17, 2015","Marist",73,"Dartmouth",63
"355","November 17, 2015","Maryland",75,"Georgetown",71
"356","November 17, 2015","McNeese State",70,"Louisiana College",73
"357","November 17, 2015","Memphis",78,"Oklahoma",84
"358","November 17, 2015","Miami (OH)",68,"Kenyon",47
"359","November 17, 2015","Michigan State",79,"Kansas",73
"360","November 17, 2015","Murray State",76,"Middle Tennessee",65
"361","November 17, 2015","Omaha",95,"UMKC",89
"362","November 17, 2015","Norfolk State",78,"Washington Adventist",58
"363","November 17, 2015","UNC Greensboro",81,"Chowan",60
"364","November 17, 2015","Northeastern",91,"Wentworth",62
"365","November 17, 2015","Northern Colorado",85,"Colorado Christian",70
"366","November 17, 2015","Northern Iowa",70,"Stephen F. Austin",60
"367","November 17, 2015","Northern Kentucky",83,"Tiffin",71
"368","November 17, 2015","Notre Dame",86,"Milwaukee",78
"369","November 17, 2015","Ohio State",82,"Grambling",55
"370","November 17, 2015","Oregon State",93,"Iona",73
"371","November 17, 2015","Pacific",76,"Cal State Fullerton",77
"372","November 17, 2015","Penn State",68,"DePaul",62
"373","November 17, 2015","Pitt",84,"Saint Joseph's (IN)",43
"374","November 17, 2015","Rhode Island",55,"Valparaiso",58
"375","November 17, 2015","Saint Francis (PA)",103,"Westminster",72
"376","November 17, 2015","Sam Houston State",114,"St. Thomas (TX)",92
"377","November 17, 2015","Southern Miss",60,"Jackson State",78
"378","November 17, 2015","St. Francis (NY)",93,"Mount Saint Vincent",67
"379","November 17, 2015","Syracuse",79,"St. Bonaventure",66
"380","November 17, 2015","Tulsa",77,"Wichita State",67
"381","November 17, 2015","Utah State",83,"Adams State",68
"382","November 17, 2015","Villanova",87,"Nebraska",63
"383","November 17, 2015","VMI",88,"Tusculum",76
"384","November 17, 2015","Western Illinois",84,"UIC",57
"385","November 17, 2015","Western Michigan",74,"San Diego",62
"386","November 17, 2015","Winthrop",106,"Truett-McConnell",78
"387","November 17, 2015","Wisconsin",78,"North Dakota",64
"388","November 17, 2015","Xavier",78,"Missouri",66
"389","November 18, 2015","Arizona State",91,"Kennesaw State",53
"390","November 18, 2015","Arkansas",80,"Akron",88
"391","November 18, 2015","Little Rock",95,"Centenary (LA)",49
"392","November 18, 2015","Austin Peay",77,"Fort Wayne",80
"393","November 18, 2015","Belmont",90,"Western Kentucky",85
"394","November 18, 2015","Bowling Green State",50,"Cincinnati",83
"395","November 18, 2015","Bryant",82,"Emerson",69
"396","November 18, 2015","Cal Poly",71,"Cal State Monterey Bay",62
"397","November 18, 2015","Cal State Northridge",72,"Vanguard",52
"398","November 18, 2015","UC-Davis",76,"Fresno Pacific",46
"399","November 18, 2015","UCF",60,"UC-Irvine",61
"400","November 18, 2015","Charleston Southern",97,"Johnson & Wales (NC)",65
"401","November 18, 2015","Chicago State",105,"Indiana-Northwest",64
"402","November 18, 2015","Coastal Carolina",104,"Grace Bible",67
"403","November 18, 2015","Coppin State",80,"Goldey-Beacom",73
"404","November 18, 2015","Cornell",76,"Binghamton",59
"405","November 18, 2015","Denver",75,"Utah Valley",62
"406","November 18, 2015","Drexel",66,"High Point",75
"407","November 18, 2015","Eastern Washington",76,"Seattle",70
"408","November 18, 2015","Elon",84,"Belmont Abbey",57
"409","November 18, 2015","Fairleigh Dickinson",85,"Army",96
"410","November 18, 2015","Florida A&M",70,"Thomas University",68
"411","November 18, 2015","Gonzaga",91,"Northern Arizona",52
"412","November 18, 2015","Houston",110,"Prairie View",69
"413","November 18, 2015","UMBC",57,"Loyola (MD)",76
"414","November 18, 2015","UMass-Lowell",87,"Sacred Heart",84
"415","November 18, 2015","UNLV",84,"Southern Utah",64
"416","November 18, 2015","New Mexico",75,"Loyola (IL)",51
"417","November 18, 2015","New Mexico State",76,"Tennessee Tech",63
"418","November 18, 2015","Niagara",75,"Brown",66
"419","November 18, 2015","UNC",78,"Wofford",58
"420","November 18, 2015","UNC Asheville",84,"Mars Hill",51
"421","November 18, 2015","North Carolina A&T",87,"Roanoke",94
"422","November 18, 2015","NC State",79,"IUPUI",56
"423","November 18, 2015","North Dakota State",69,"Valley City State",49
"424","November 18, 2015","North Florida",98,"Edward Waters",69
"425","November 18, 2015","Northwestern",79,"Fairfield",72
"426","November 18, 2015","Oakland",91,"Eastern Michigan",81
"427","November 18, 2015","Old Dominion",79,"Morgan State",48
"428","November 18, 2015","Presbyterian",116,"Toccoa Falls",75
"429","November 18, 2015","Providence",60,"Illinois",59
"430","November 18, 2015","Purdue",96,"Incarnate Word",61
"431","November 18, 2015","Radford",68,"Catawba",60
"432","November 18, 2015","Robert Morris",76,"Bucknell",81
"433","November 18, 2015","St. Joseph's",89,"Buffalo",67
"434","November 18, 2015","San Diego State",71,"San Diego Christian",61
"435","November 18, 2015","Savannah State",76,"Arkansas State",75
"436","November 18, 2015","Southeastern Louisiana",76,"Mississippi College",69
"437","November 18, 2015","Southern Illinois",72,"Kent State",69
"438","November 18, 2015","SIU-Edwardsville",60,"Saint Louis",70
"439","November 18, 2015","Tennessee State",72,"Fisk",50
"440","November 18, 2015","Valparaiso",78,"Indiana-Kokomo",40
"441","November 18, 2015","Vermont",83,"Quinnipiac",70
"442","November 18, 2015","Virginia Tech",71,"Jacksonville State",62
"443","November 18, 2015","Wake Forest",82,"Richmond",91
"444","November 18, 2015","Youngstown State",78,"Toledo",100
"445","November 19, 2015","Air Force",65,"Mississippi Valley State",64
"446","November 19, 2015","Alabama A&M",74,"Southeast Missouri State",56
"447","November 19, 2015","Albany (NY)",88,"Colgate",67
"448","November 19, 2015","Arizona",88,"Boise State",76
"449","November 19, 2015","Boston College",82,"Central Connecticut",57
"450","November 19, 2015","Bradley",57,"Virginia",82
"451","November 19, 2015","UC-Riverside",77,"Santa Clara",63
"452","November 19, 2015","Charlotte",77,"Furman",68
"453","November 19, 2015","Citadel",132,"Mid-Atlantic Christian",60
"454","November 19, 2015","Clemson",76,"Texas Southern",56
"455","November 19, 2015","Colorado State",83,"Loyola Marymount",75
"456","November 19, 2015","Fresno State",78,"San Francisco",71
"457","November 19, 2015","Gardner-Webb",125,"Toccoa Falls",79
"458","November 19, 2015","George Mason",68,"Ole Miss",62
"459","November 19, 2015","Georgia State",77,"Emmanuel",58
"460","November 19, 2015","Georgia Tech",107,"Green Bay",77
"461","November 19, 2015","Grand Canyon",79,"Alcorn State",46
"462","November 19, 2015","Holy Cross",69,"New Hampshire",73
"463","November 19, 2015","Illinois State",67,"South Dakota State",83
"464","November 19, 2015","Indiana",86,"Creighton",65
"465","November 19, 2015","Lehigh",67,"Yale",79
"466","November 19, 2015","LIU-Brooklyn",84,"Maine",79
"467","November 19, 2015","LSU",78,"South Alabama",66
"468","November 19, 2015","Marquette",61,"Iowa",89
"469","November 19, 2015","UMass",89,"Central Arkansas",62
"470","November 19, 2015","Memphis",83,"Grambling",65
"471","November 19, 2015","Mercer",70,"Alabama State",49
"472","November 19, 2015","Minnesota",70,"Temple",75
"473","November 19, 2015","Mississippi State",79,"Miami (FL)",105
"474","November 19, 2015","Missouri State",59,"Butler",93
"475","November 19, 2015","Nebraska",75,"Delaware State",60
"476","November 19, 2015","New Orleans",94,"Pensacola Christian",57
"477","November 19, 2015","Nicholls State",80,"Mobile",58
"478","November 19, 2015","NJIT",90,"Boston University",76
"479","November 19, 2015","Northwestern State",64,"Louisiana-Monroe",80
"480","November 19, 2015","Rice",69,"Oregon State",77
