"","GameDate","HomeTeamName","HomeTeamScore","AwayTeamName","AwayTeamScore"
"174","November 13, 2010","Long Beach State",65,"San Diego State",81
"175","November 13, 2010","Louisiana Tech",90,"Austin College",58
"176","November 13, 2010","Loyola (IL)",86,"Indiana State",74
"177","November 13, 2010","Michigan",66,"USC Upstate",35
"178","November 13, 2010","Milwaukee",76,"Florida Atlantic",85
"179","November 13, 2010","Nevada",81,"Montana",66
"180","November 13, 2010","New Hampshire",79,"Lesley",47
"181","November 13, 2010","New Mexico",63,"Detroit",54
"182","November 13, 2010","NJIT",70,"Manhattan",75
"183","November 13, 2010","North Dakota State",68,"UCSB",60
"184","November 13, 2010","Ohio",88,"Delaware",69
"185","November 13, 2010","Oklahoma State",86,"Houston Baptist",73
"186","November 13, 2010","Oregon",68,"Denver",56
"187","November 13, 2010","Penn",69,"Davidson",64
"188","November 13, 2010","Pitt",95,"North Florida",49
"189","November 13, 2010","Portland",75,"UC-Davis",60
"190","November 13, 2010","Providence",87,"Dartmouth",52
"191","November 13, 2010","Radford",57,"Emory & Henry",54
"192","November 13, 2010","Robert Morris",55,"St. Peter's",30
"193","November 13, 2010","Sam Houston State",72,"Mary Hardin-Baylor",47
"194","November 13, 2010","Siena",76,"Vermont",80
"195","November 13, 2010","USC",62,"UC-Irvine",49
"196","November 13, 2010","Texas A&M-Corpus Christi",81,"Northeastern State",74
"197","November 13, 2010","Utah State",77,"Weber State",65
"198","November 13, 2010","Washington",118,"McNeese State",64
"199","November 13, 2010","Washington State",86,"Southern",47
"200","November 13, 2010","Winthrop",70,"Queens (NC)",61
"201","November 13, 2010","Wyoming",92,"Kean",58
"202","November 13, 2010","Yale",75,"Quinnipiac",84
"203","November 14, 2010","Air Force",66,"Colorado-Colorado Springs",53
"204","November 14, 2010","Arizona",90,"Idaho State",42
"205","November 14, 2010","Ball State",77,"Eastern Illinois",46
"206","November 14, 2010","UC-Davis",62,"Milwaukee",73
"207","November 14, 2010","Central Michigan",58,"Montana State",65
"208","November 14, 2010","Cleveland State",69,"Kent State",66
"209","November 14, 2010","Creighton",74,"Northern Arizona",70
"210","November 14, 2010","Denver",54,"North Dakota State",65
"211","November 14, 2010","DePaul",114,"Chicago State",81
"212","November 14, 2010","Duke",97,"Princeton",60
"213","November 14, 2010","Gonzaga",86,"IUPUI",56
"214","November 14, 2010","Houston",88,"Alcorn State",68
"215","November 14, 2010","Illinois State",92,"SIU-Edwardsville",64
"216","November 14, 2010","Indiana",67,"Wright State",44
"217","November 14, 2010","Indiana State",59,"Eastern Kentucky",64
"218","November 14, 2010","Iona",72,"Bryant",74
"219","November 14, 2010","Iowa",69,"South Dakota State",79
"220","November 14, 2010","Iowa State",74,"Alabama State",47
"221","November 14, 2010","Loyola (IL)",79,"Texas-Rio Grande Valley",57
"222","November 14, 2010","Loyola Marymount",100,"La Sierra",62
"223","November 14, 2010","Marquette",72,"Bucknell",61
"224","November 14, 2010","Maryland",89,"Maine",59
"225","November 14, 2010","UMBC",77,"VMI",94
"226","November 14, 2010","Morehead State",84,"North Carolina A&T",61
"227","November 14, 2010","UNC Greensboro",73,"Florida State",97
"228","November 14, 2010","Notre Dame",72,"Liberty",51
"229","November 14, 2010","Oregon",72,"UCSB",70
"230","November 14, 2010","Oregon State",71,"Texas-Arlington",56
"231","November 14, 2010","Portland",89,"Florida Atlantic",75
"232","November 14, 2010","Purdue",76,"Howard",40
"233","November 14, 2010","Radford",83,"Methodist",74
"234","November 14, 2010","Rice",86,"Grambling",57
"235","November 14, 2010","Rider",80,"Lafayette",73
"236","November 14, 2010","Sacramento State",78,"Cal State Bakersfield",80
"237","November 14, 2010","Savannah State",52,"Western Illinois",59
"238","November 14, 2010","Seattle",60,"Cal Poly",76
"239","November 14, 2010","Seton Hall",92,"Cornell",68
"240","November 14, 2010","St. Bonaventure",77,"Little Rock",64
"241","November 14, 2010","Stony Brook",80,"Mount Ida College",43
"242","November 14, 2010","Syracuse",86,"Canisius",67
"243","November 14, 2010","Temple",82,"Toledo",49
"244","November 14, 2010","UTEP",87,"Mercer",74
"245","November 14, 2010","Wisconsin",99,"Prairie View",55
"246","November 15, 2010","Alabama",79,"Troy",60
"247","November 15, 2010","Albany (NY)",44,"American",57
"248","November 15, 2010","Army",87,"Central Connecticut",101
"249","November 15, 2010","Bowling Green State",81,"Ohio Dominican",55
"250","November 15, 2010","Cal State Fullerton",76,"Montana State",80
"251","November 15, 2010","UC-Riverside",81,"Pomona-Pitzer",48
"252","November 15, 2010","UCF",80,"Jackson State",39
"253","November 15, 2010","Chattanooga",67,"Austin Peay",70
"254","November 15, 2010","Cincinnati",69,"Mount St. Mary's",59
"255","November 15, 2010","Clemson",78,"Wofford",70
"256","November 15, 2010","Cleveland State",83,"Urbana",49
"257","November 15, 2010","Columbia",108,"Maryland-Eastern Shore",74
"258","November 15, 2010","East Carolina",76,"Campbell",63
"259","November 15, 2010","Elon",99,"TCNJ",68
"260","November 15, 2010","Florida A&M",88,"Southeastern",61
"261","November 15, 2010","Florida International",69,"Barry",54
"262","November 15, 2010","Fordham",69,"Sacred Heart",51
"263","November 15, 2010","Georgetown",69,"Tulane",53
"264","November 15, 2010","Georgia Southern",91,"Carver Bible",83
"265","November 15, 2010","UIC",94,"Roosevelt",54
"266","November 15, 2010","Kansas",79,"Valparaiso",44
"267","November 15, 2010","Kennesaw State",80,"Georgia Tech",63
"268","November 15, 2010","Lehigh",73,"Wagner",57
"269","November 15, 2010","Lipscomb",103,"Stillman",78
"270","November 15, 2010","Long Beach State",82,"San Francisco State",65
"271","November 15, 2010","Louisiana",91,"Louisiana College",66
"272","November 15, 2010","Marshall",93,"Glenville State",48
"273","November 15, 2010","Memphis",72,"Miami (FL)",68
"274","November 15, 2010","Minnesota",76,"Siena",69
"275","November 15, 2010","Murray State",50,"ETSU",39
"276","November 15, 2010","Nebraska",83,"Arkansas-Pine Bluff",40
"277","November 15, 2010","Nevada",53,"Pacific",64
"278","November 15, 2010","New Mexico State",95,"Western New Mexico",62
"279","November 15, 2010","NJIT",96,"NYU-Poly",49
"280","November 15, 2010","Northwestern State",87,"Houston Baptist",78
"281","November 15, 2010","Ohio",66,"Oakland",78
"282","November 15, 2010","Oklahoma",71,"North Carolina Central",63
"283","November 15, 2010","Old Dominion",79,"High Point",57
"284","November 15, 2010","Providence",58,"Yale",55
"285","November 15, 2010","Richmond",73,"William & Mary",49
"286","November 15, 2010","Rutgers",68,"Fairfield",53
"287","November 15, 2010","Saint Francis (PA)",69,"Colgate",66
"288","November 15, 2010","Saint Louis",72,"Rockhurst",45
"289","November 15, 2010","Sam Houston State",90,"Northwest Oklahoma State",68
"290","November 15, 2010","Samford",57,"Tennessee Wesleyan",54
"291","November 15, 2010","South Florida",74,"St. Francis (NY)",71
"292","November 15, 2010","USC",86,"Santa Clara",73
"293","November 15, 2010","Southern Utah",69,"California Baptist",79
"294","November 15, 2010","Stanford",64,"San Diego",48
"295","November 15, 2010","Stephen F. Austin",80,"Longwood",54
"296","November 15, 2010","UT-Martin",79,"Centenary (LA)",56
"297","November 15, 2010","Tennessee State",85,"Fisk",50
"298","November 15, 2010","Texas A&M-Corpus Christi",65,"Texas A&M",86
"299","November 15, 2010","UCLA",79,"Pepperdine",69
"300","November 15, 2010","Virginia",74,"USC Upstate",54
"301","November 15, 2010","VCU",67,"Winthrop",54
"302","November 15, 2010","Wake Forest",63,"Hampton",56
"303","November 15, 2010","Western Kentucky",83,"Alabama A&M",61
"304","November 16, 2010","Appalachian State",101,"Montreat",71
"305","November 16, 2010","Baylor",74,"La Salle",64
"306","November 16, 2010","Bethune-Cookman",78,"Stetson",66
"307","November 16, 2010","Bradley",66,"Northern Illinois",63
"308","November 16, 2010","California",80,"Cal State Northridge",63
"309","November 16, 2010","Central Arkansas",71,"UMKC",73
"310","November 16, 2010","Charleston Southern",68,"Citadel",61
"311","November 16, 2010","College of Charleston",83,"Coastal Carolina",67
"312","November 16, 2010","Dartmouth",53,"New Hampshire",55
"313","November 16, 2010","Dayton",76,"Akron",68
"314","November 16, 2010","DePaul",64,"Western Carolina",69
"315","November 16, 2010","Duke",79,"Miami (OH)",45
"316","November 16, 2010","Florida",75,"Ohio State",93
"317","November 16, 2010","Florida Gulf Coast",89,"Southeast Missouri State",78
"318","November 16, 2010","Florida State",78,"Gardner-Webb",53
"319","November 16, 2010","Furman",69,"UNC Asheville",67
"320","November 16, 2010","George Washington",67,"Boston University",76
"321","November 16, 2010","Georgia",83,"Colorado",74
"322","November 16, 2010","Gonzaga",76,"San Diego State",79
"323","November 16, 2010","Hawaii",65,"Central Michigan",62
"324","November 16, 2010","Indiana",71,"Mississippi Valley State",54
"325","November 16, 2010","Iowa",68,"Louisiana-Monroe",40
"326","November 16, 2010","IUPUI",83,"Indiana-Northwest",62
"327","November 16, 2010","Jacksonville",64,"Savannah State",54
"328","November 16, 2010","Kansas State",73,"Virginia Tech",57
"329","November 16, 2010","Kent State",62,"Robert Morris",59
"330","November 16, 2010","LSU",53,"Nicholls State",62
"331","November 16, 2010","Louisville",88,"Butler",73
"332","November 16, 2010","McNeese State",68,"Georgia State",62
"333","November 16, 2010","Michigan State",82,"South Carolina",73
"334","November 16, 2010","Missouri State",80,"Arkansas State",71
"335","November 16, 2010","Monmouth",49,"Stony Brook",51
"336","November 16, 2010","Navy",74,"Neumann",62
"337","November 16, 2010","Nevada",75,"Pepperdine",76
"338","November 16, 2010","New Mexico",76,"Arizona State",62
"339","November 16, 2010","Norfolk State",70,"Jacksonville State",53
"340","November 16, 2010","North Carolina A&T",100,"North Carolina Wesleyan",66
"341","November 16, 2010","UNC Wilmington",69,"Liberty",64
"342","November 16, 2010","North Texas",92,"Texas Tech",83
"343","November 16, 2010","Northern Arizona",74,"Alabama State",46
"344","November 16, 2010","Northern Colorado",67,"Wyoming",53
"345","November 16, 2010","Northern Iowa",84,"Coe",45
"346","November 16, 2010","Penn State",66,"St. Joseph's",57
"347","November 16, 2010","Prairie View",82,"Arlington Baptist",58
"348","November 16, 2010","Quinnipiac",66,"Hartford",64
"349","November 16, 2010","Rhode Island",92,"Brown",67
"350","November 16, 2010","Sacramento State",84,"Bethany (CA)",55
"351","November 16, 2010","Saint Mary's",76,"St. John's (NY)",71
"352","November 16, 2010","South Carolina State",94,"Anderson (SC)",83
"353","November 16, 2010","Southern Illinois",62,"Northeastern",63
"354","November 16, 2010","Syracuse",66,"Detroit",55
"355","November 16, 2010","Tennessee",85,"Belmont",76
"356","November 16, 2010","Texas-Arlington",96,"Texas-Tyler",56
"357","November 16, 2010","TCU",84,"SMU",64
"358","November 16, 2010","Texas State",67,"LIU-Brooklyn",91
"359","November 16, 2010","Towson",89,"Coppin State",74
"360","November 16, 2010","Tulsa",83,"Oral Roberts",68
"361","November 16, 2010","UCLA",57,"Pacific",44
"362","November 16, 2010","Villanova",84,"Marist",47
"363","November 16, 2010","VMI",120,"Virginia Wise",88
"364","November 16, 2010","Wake Forest",69,"VCU",90
"365","November 16, 2010","Washington",98,"Eastern Washington",72
"366","November 16, 2010","Washington State",88,"Idaho",71
"367","November 16, 2010","Weber State",97,"Colorado Christian",73
"368","November 16, 2010","Wichita State",79,"Texas Southern",67
"369","November 16, 2010","Winthrop",44,"Hampton",45
"370","November 16, 2010","Wisconsin",85,"North Dakota",53
"371","November 16, 2010","Xavier",76,"Fort Wayne",66
"372","November 16, 2010","Youngstown State",64,"Buffalo",53
"373","November 17, 2010","Air Force",57,"Colorado College",60
"374","November 17, 2010","American",65,"Maryland-Eastern Shore",58
"375","November 17, 2010","Little Rock",108,"St. Gregory's",58
"376","November 17, 2010","Arkansas State",60,"Belmont",93
"377","November 17, 2010","Ball State",75,"Indiana State",60
"378","November 17, 2010","Bradley",59,"Loyola Marymount",57
"379","November 17, 2010","BYU",78,"Utah State",72
"380","November 17, 2010","Bucknell",66,"Binghamton",38
"381","November 17, 2010","Cal State Bakersfield",58,"Southern Utah",66
"382","November 17, 2010","UC-Davis",70,"UC-Santa Cruz",49
"383","November 17, 2010","Centenary (LA)",70,"Arkansas-Monticello",82
"384","November 17, 2010","UConn",89,"Vermont",73
"385","November 17, 2010","Cornell",75,"Delaware",61
"386","November 17, 2010","Creighton",63,"Louisiana",58
"387","November 17, 2010","Eastern Kentucky",81,"SIU-Edwardsville",65
"388","November 17, 2010","Eastern Michigan",79,"Madonna",70
"389","November 17, 2010","Evansville",77,"UTSA",73
"390","November 17, 2010","Florida Atlantic",88,"Warner Southern",58
"391","November 17, 2010","Fresno State",74,"Vanguard",42
"392","November 17, 2010","George Washington",79,"Marist",59
"393","November 17, 2010","Georgia Tech",78,"Albany (NY)",51
"394","November 17, 2010","Harvard",72,"Holy Cross",49
"395","November 17, 2010","Illinois State",73,"Tennessee State",68
"396","November 17, 2010","Iowa State",91,"Drake",43
"397","November 17, 2010","Kennesaw State",69,"Chattanooga",73
"398","November 17, 2010","Lafayette",72,"Saint Francis (PA)",68
"399","November 17, 2010","Louisiana Tech",60,"Houston",54
"400","November 17, 2010","Loyola (MD)",83,"UMBC",72
"401","November 17, 2010","Manhattan",59,"Penn",54
"402","November 17, 2010","Marquette",89,"Green Bay",69
"403","November 17, 2010","UMass",73,"Sacred Heart",65
"404","November 17, 2010","Memphis",94,"Northwestern State",79
"405","November 17, 2010","Middle Tennessee",71,"Alabama-Birmingham",76
"406","November 17, 2010","Ole Miss",77,"Murray State",61
"407","November 17, 2010","UNLV",92,"Southeastern Louisiana",56
"408","November 17, 2010","Niagara",73,"Milwaukee",90
"409","November 17, 2010","Notre Dame",102,"Chicago State",62
"410","November 17, 2010","Oklahoma State",68,"Texas A&M-Corpus Christi",58
"411","November 17, 2010","Purdue",103,"Alcorn State",48
"412","November 17, 2010","San Jose State",74,"San Francisco",64
"413","November 17, 2010","Seattle",83,"Oregon State",80
"414","November 17, 2010","South Dakota",72,"South Dakota School of Mines",61
"415","November 17, 2010","Southern",74,"Auburn Montgomery",72
"416","November 17, 2010","USC",57,"Rider",77
"417","November 17, 2010","Southern Miss",93,"South Alabama",58
"418","November 17, 2010","St. John's (NY)",79,"Columbia",66
"419","November 17, 2010","Tennessee",60,"Missouri State",56
"420","November 17, 2010","Texas-Rio Grande Valley",71,"Northwestern",77
"421","November 17, 2010","Utah",80,"Montana",71
"422","November 17, 2010","Villanova",82,"Boston University",66
"423","November 17, 2010","Wright State",75,"Northwood (MI)",55
"424","November 18, 2010","Arizona",83,"New Mexico State",57
"425","November 18, 2010","Arkansas",75,"Grambling",52
"426","November 18, 2010","Baylor",63,"Jackson State",49
"427","November 18, 2010","Boston College",67,"Yale",75
"428","November 18, 2010","Cal Poly",47,"Cal State Monterey Bay",50
"429","November 18, 2010","UCF",65,"South Florida",59
"430","November 18, 2010","Charleston Southern",103,"Montreat",85
"431","November 18, 2010","Charlotte",56,"George Mason",78
"432","November 18, 2010","Denver",66,"Colorado State",77
"433","November 18, 2010","Eastern Washington",96,"Northwest Washington",87
"434","November 18, 2010","Fairleigh Dickinson",59,"Stony Brook",66
"435","November 18, 2010","Florida",105,"North Carolina A&T",55
"436","November 18, 2010","Florida A&M",64,"Savannah State",53
"437","November 18, 2010","Florida International",66,"Florida State",89
"438","November 18, 2010","Gardner-Webb",78,"Virginia Intermont",42
"439","November 18, 2010","Georgetown",80,"Coastal Carolina",61
"440","November 18, 2010","Georgia Southern",101,"Reinhardt",84
"441","November 18, 2010","Iona",81,"Richmond",77
"442","November 18, 2010","Kansas State",76,"Presbyterian",67
"443","November 18, 2010","La Salle",88,"Prairie View",74
"444","November 18, 2010","Liberty",82,"Southern Virginia",49
"445","November 18, 2010","Lipscomb",104,"Austin Peay",101
"446","November 18, 2010","Longwood",104,"Virginia Wise",70
"447","November 18, 2010","LSU",79,"UT-Martin",56
"448","November 18, 2010","Loyola (IL)",73,"Eastern Illinois",62
"449","November 18, 2010","Maryland",70,"Pitt",79
"450","November 18, 2010","Michigan",69,"Bowling Green State",50
"451","November 18, 2010","Minnesota",95,"Western Kentucky",77
"452","November 18, 2010","Missouri",66,"Western Illinois",61
"453","November 18, 2010","NJIT",60,"Army",63
"454","November 18, 2010","UNC",107,"Hofstra",63
"455","November 18, 2010","NC State",85,"East Carolina",65
"456","November 18, 2010","UNC Wilmington",60,"Morehead State",58
"457","November 18, 2010","Oklahoma",82,"Texas Southern",52
"458","November 18, 2010","Providence",77,"Morgan State",55
"459","November 18, 2010","Saint Mary's",101,"Point Loma Nazarene",69
"460","November 18, 2010","Santa Clara",66,"Rice",65
"461","November 18, 2010","South Dakota State",94,"Southwest Minnesota State",80
"462","November 18, 2010","Stanford",81,"Virginia",60
"463","November 18, 2010","Texas",90,"Illinois",84
"464","November 18, 2010","Valparaiso",98,"Purdue North Central",44
"465","November 18, 2010","Vanderbilt",59,"Nebraska",49
"466","November 18, 2010","VMI",65,"Jacksonville State",55
"467","November 18, 2010","West Virginia",84,"Davidson",70
"468","November 18, 2010","Wofford",79,"USC Upstate",61
"469","November 18, 2010","Wyoming",60,"North Florida",76
"470","November 19, 2010","Auburn",68,"Samford",79
"471","November 19, 2010","Boston University",58,"Marist",37
"472","November 19, 2010","UC-Irvine",75,"Navy",60
"473","November 19, 2010","Charlotte",74,"East Carolina",63
"474","November 19, 2010","Clemson",69,"Long Beach State",55
"475","November 19, 2010","College of Charleston",66,"Rhode Island",75
"476","November 19, 2010","Cornell",54,"St. Bonaventure",56
"477","November 19, 2010","Delaware",66,"Howard",34
"478","November 19, 2010","Detroit",93,"Indiana Tech",62
"479","November 19, 2010","Duke",110,"Colgate",58
"480","November 19, 2010","Fordham",48,"Hampton",58
"481","November 19, 2010","George Mason",65,"NC State",78
