"","GameDate","HomeTeamName","HomeTeamScore","AwayTeamName","AwayTeamScore"
"1","November 11, 2016","Abilene Christian",73,"Schreiner",59
"2","November 11, 2016","Air Force",88,"McPherson",71
"3","November 11, 2016","Alabama",70,"Coastal Carolina",53
"4","November 11, 2016","Alabama-Birmingham",86,"Arkansas-Pine Bluff",66
"5","November 11, 2016","Arizona State",88,"Portland State",70
"6","November 11, 2016","Arkansas",92,"Fort Wayne",83
"7","November 11, 2016","Auburn",83,"North Florida",66
"8","November 11, 2016","Baylor",76,"Oral Roberts",61
"9","November 11, 2016","Binghamton",68,"Cornell",62
"10","November 11, 2016","Boston College",73,"Nicholls State",79
"11","November 11, 2016","Bradley",70,"Illinois-Springfield",55
"12","November 11, 2016","Bucknell",76,"Manhattan",64
"13","November 11, 2016","Cal State Fullerton",77,"Cal Tech",28
"14","November 11, 2016","Cal State Northridge",96,"Pomona-Pitzer",72
"15","November 11, 2016","California",82,"South Dakota State",53
"16","November 11, 2016","UC-Davis",64,"Tennessee State",78
"17","November 11, 2016","UC-Irvine",56,"Utah State",72
"18","November 11, 2016","Central Connecticut",75,"Hartford",60
"19","November 11, 2016","Central Michigan",117,"Indiana-Kokomo",53
"20","November 11, 2016","Charlotte",101,"Newberry",88
"21","November 11, 2016","Cincinnati",84,"Brown",55
"22","November 11, 2016","Clemson",74,"Georgia",64
"23","November 11, 2016","College of Charleston",81,"Citadel",68
"24","November 11, 2016","Colorado",90,"Sacramento State",53
"25","November 11, 2016","UConn",58,"Wagner",67
"26","November 11, 2016","Creighton",89,"UMKC",82
"27","November 11, 2016","Dayton",96,"Austin Peay",68
"28","November 11, 2016","Delaware",64,"Goldey-Beacom",56
"29","November 11, 2016","Delaware State",103,"Clarks Summit",56
"30","November 11, 2016","Detroit",99,"Adrian",69
"31","November 11, 2016","Drake",74,"South Dakota",79
"32","November 11, 2016","Duke",94,"Marist",49
"33","November 11, 2016","Duquesne",65,"Loyola (MD)",60
"34","November 11, 2016","East Carolina",72,"Grambling",57
"35","November 11, 2016","ETSU",96,"Fordham",59
"36","November 11, 2016","Eastern Illinois",83,"St. Francis (IL)",41
"37","November 11, 2016","Eastern Kentucky",97,"IUPUI",87
"38","November 11, 2016","Eastern Washington",70,"Linfield",47
"39","November 11, 2016","Elon",101,"Peace",68
"40","November 11, 2016","Fairfield",85,"Sacred Heart",63
"41","November 11, 2016","Florida",80,"Florida Gulf Coast",59
"42","November 11, 2016","Florida Atlantic",57,"Texas State",61
"43","November 11, 2016","Florida International",76,"Florida Memorial",57
"44","November 11, 2016","Fresno State",69,"UTSA",66
"45","November 11, 2016","George Washington",75,"Maryland-Eastern Shore",71
"46","November 11, 2016","Georgia State",111,"Thomas University",69
"47","November 11, 2016","Georgia Tech",70,"Tennessee Tech",55
"48","November 11, 2016","Gonzaga",92,"Utah Valley",69
"49","November 11, 2016","Hampton",56,"Rider",67
"50","November 11, 2016","Hawaii",68,"SIU-Edwardsville",69
"51","November 11, 2016","Hofstra",74,"Coppin State",72
"52","November 11, 2016","Houston",93,"Morgan State",52
"53","November 11, 2016","Illinois",81,"Southeast Missouri State",62
"54","November 11, 2016","Iowa",91,"Kennesaw State",74
"55","November 11, 2016","Iowa State",113,"Savannah State",71
"56","November 11, 2016","Jackson State",66,"Xavier (LA)",54
"57","November 11, 2016","Kansas",99,"Indiana",103
"58","November 11, 2016","Kansas State",82,"Western Illinois",55
"59","November 11, 2016","Kentucky",87,"Stephen F. Austin",64
"60","November 11, 2016","Lamar",90,"Howard Payne",47
"61","November 11, 2016","Liberty",81,"Cairn",53
"62","November 11, 2016","Lipscomb",96,"Sewanee",53
"63","November 11, 2016","Long Beach State",95,"Cal State Los Angeles",59
"64","November 11, 2016","LIU-Brooklyn",78,"John Jay",40
"65","November 11, 2016","Louisiana-Monroe",96,"Centenary (LA)",63
"66","November 11, 2016","Louisville",78,"Evansville",47
"67","November 11, 2016","Loyola (IL)",69,"Alcorn State",44
"68","November 11, 2016","Loyola Marymount",99,"Vanguard",51
"69","November 11, 2016","Marquette",95,"Vanderbilt",71
"70","November 11, 2016","Maryland",62,"American",56
"71","November 11, 2016","UMBC",92,"Hood",61
"72","November 11, 2016","UMass",90,"UMass-Lowell",76
