"","GameDate","HomeTeamName","HomeTeamScore","AwayTeamName","AwayTeamScore"
"78","November 9, 2012","North Carolina A&T",83,"Greensboro",52
"79","November 9, 2012","NC State",97,"Miami (OH)",59
"80","November 9, 2012","North Dakota State",93,"Valley City State",47
"81","November 9, 2012","Northeastern",65,"Boston University",64
"82","November 9, 2012","Northwestern State",118,"East Texas Baptist",77
"83","November 9, 2012","Oakland",96,"Albion",62
"84","November 9, 2012","Oklahoma State",73,"UC-Davis",65
"85","November 9, 2012","Old Dominion",45,"Holy Cross",46
"86","November 9, 2012","Oregon State",102,"Niagara",83
"87","November 9, 2012","Penn State",65,"Saint Francis (PA)",58
"88","November 9, 2012","Penn",80,"UMBC",75
"89","November 9, 2012","Pitt",80,"Mount St. Mary's",48
"90","November 9, 2012","Portland State",77,"Pacific (OR)",58
"91","November 9, 2012","Purdue",65,"Bucknell",70
"92","November 9, 2012","Rhode Island",55,"Norfolk State",67
"93","November 9, 2012","Richmond",84,"Liberty",42
"94","November 9, 2012","Rider",79,"Robert Morris",54
"95","November 9, 2012","Rutgers",52,"St. Peter's",56
"96","November 9, 2012","Sacramento State",96,"UC-Merced",62
"97","November 9, 2012","Saint Louis",76,"USC Upstate",59
"98","November 9, 2012","San Diego",91,"San Diego Christian",58
"99","November 9, 2012","San Francisco",62,"Stanford",74
"100","November 9, 2012","Savannah State",84,"Trinity Baptist",62
"101","November 9, 2012","Seton Hall",75,"UMKC",36
"102","November 9, 2012","Siena",53,"Vermont",54
"103","November 9, 2012","USC",87,"Coppin State",73
"104","November 9, 2012","St. Bonaventure",65,"Bethune-Cookman",55
"105","November 9, 2012","Stephen F. Austin",84,"Howard Payne",30
"106","November 9, 2012","Tennessee",76,"Kennesaw State",67
"107","November 9, 2012","Texas",55,"Fresno State",53
"108","November 9, 2012","Texas A&M",71,"Louisiana Tech",59
"109","November 9, 2012","TCU",53,"Cal Poly",46
"110","November 9, 2012","UTEP",69,"Oral Roberts",49
"111","November 9, 2012","Texas State",86,"Fordham",76
"112","November 9, 2012","Texas Tech",89,"Prairie View",79
"113","November 9, 2012","Troy",56,"Mississippi State",53
"114","November 9, 2012","UCLA",86,"Indiana State",59
"115","November 9, 2012","Utah",104,"Willamette",47
"116","November 9, 2012","Valparaiso",85,"Georgia Southern",54
"117","November 9, 2012","Villanova",78,"District of Columbia",58
"118","November 9, 2012","VCU",80,"Florida Gulf Coast",57
"119","November 9, 2012","Wake Forest",79,"Radford",67
"120","November 9, 2012","Weber State",110,"Arizona Christian",52
"121","November 9, 2012","William & Mary",69,"Hampton",51
"122","November 9, 2012","Xavier",117,"Fairleigh Dickinson",75
"123","November 10, 2012","Air Force",76,"Army",65
"124","November 10, 2012","Alabama-Birmingham",105,"Young Harris",59
"125","November 10, 2012","Arizona State",79,"Central Arkansas",64
"126","November 10, 2012","Buffalo",53,"Princeton",57
"127","November 10, 2012","Butler",74,"Elon",59
"128","November 10, 2012","UC-Irvine",78,"Nevada",64
"129","November 10, 2012","Central Connecticut",63,"Fairfield",64
"130","November 10, 2012","Citadel",84,"VMI",76
"131","November 10, 2012","Cornell",63,"Western Michigan",55
"132","November 10, 2012","Dartmouth",67,"Maine",54
"133","November 10, 2012","Dayton",74,"Arkansas State",61
"134","November 10, 2012","Delaware State",74,"Gwynedd-Mercy",56
"135","November 10, 2012","Drake",96,"William Jewell",66
"136","November 10, 2012","East Carolina",72,"Washington & Lee",50
"137","November 10, 2012","Furman",47,"Columbia",68
"138","November 10, 2012","Gardner-Webb",77,"Covenant",39
"139","November 10, 2012","George Washington",73,"Youngstown State",80
"140","November 10, 2012","Green Bay",72,"Chicago State",67
"141","November 10, 2012","Hartford",61,"Quinnipiac",65
"142","November 10, 2012","Holy Cross",56,"UTSA",60
"143","November 10, 2012","Howard",62,"Lincoln (PA)",68
"144","November 10, 2012","La Salle",73,"Delaware",66
"145","November 10, 2012","Long Beach State",75,"North Alabama",65
"146","November 10, 2012","Mercer",65,"Sewanee",36
"147","November 10, 2012","Missouri",83,"SIU-Edwardsville",69
"148","November 10, 2012","New Hampshire",91,"Suffolk",51
"149","November 10, 2012","North Florida",79,"Edward Waters",65
"150","November 10, 2012","Northern Colorado",127,"University of the Southwest",81
"151","November 10, 2012","Northern Iowa",103,"Wartburg",50
"152","November 10, 2012","Notre Dame",58,"Evansville",49
"153","November 10, 2012","Ohio",81,"Portland",52
"154","November 10, 2012","Old Dominion",72,"Morgan State",61
"155","November 10, 2012","Oregon",83,"Northern Arizona",73
"156","November 10, 2012","Pacific",76,"Holy Names",38
"157","November 10, 2012","Providence",64,"NJIT",63
"158","November 10, 2012","Rice",59,"St. Thomas (TX)",72
"159","November 10, 2012","Sacred Heart",85,"Yale",82
"160","November 10, 2012","Saint Mary's",95,"Sonoma State",69
"161","November 10, 2012","Santa Clara",106,"Simpson (CA)",66
"162","November 10, 2012","South Florida",56,"UCF",74
"163","November 10, 2012","Southern Miss",67,"Western Kentucky",64
"164","November 10, 2012","Tennessee Tech",107,"Crowley's Ridge",32
"165","November 10, 2012","Texas A&M-Corpus Christi",60,"Texas Lutheran",49
"166","November 10, 2012","Utah State",56,"Idaho State",48
"167","November 10, 2012","Vanderbilt",80,"Nicholls State",65
"168","November 10, 2012","Virginia Tech",80,"ETSU",62
"169","November 10, 2012","Washington State",88,"Eastern Washington",69
"170","November 10, 2012","Western Illinois",71,"Wabash",39
"171","November 10, 2012","Wichita State",71,"North Carolina Central",57
"172","November 10, 2012","Winthrop",80,"St. Andrews",48
"173","November 10, 2012","Wyoming",62,"Western State",42
"174","November 11, 2012","Air Force",77,"Citadel",70
"175","November 11, 2012","Alabama",80,"West Alabama",49
"176","November 11, 2012","Alcorn State",85,"Oakwood",41
"177","November 11, 2012","Arizona",82,"Charleston Southern",73
"178","November 11, 2012","Army",80,"VMI",74
"179","November 11, 2012","Ball State",78,"Grambling",51
"180","November 11, 2012","Baylor",78,"Jackson State",47
"181","November 11, 2012","Binghamton",49,"Brown",58
"182","November 11, 2012","Boise State",81,"Texas Southern",63
"183","November 11, 2012","Boston College",84,"Florida International",70
"184","November 11, 2012","California",78,"Cal State Bakersfield",65
"185","November 11, 2012","Cincinnati",80,"UT-Martin",57
"186","November 11, 2012","Florida",84,"Alabama State",35
"187","November 11, 2012","Georgetown",61,"Duquesne",55
"188","November 11, 2012","Hawaii",81,"Arkansas-Pine Bluff",54
"189","November 11, 2012","Holy Cross",74,"Morgan State",73
"190","November 11, 2012","Houston Baptist",70,"Maryland-Eastern Shore",55
"191","November 11, 2012","UIC",59,"UC-Riverside",52
"192","November 11, 2012","Jacksonville State",61,"Eastern Michigan",54
"193","November 11, 2012","Louisiana",90,"Oakland",79
"194","November 11, 2012","Louisville",79,"Manhattan",51
"195","November 11, 2012","Marquette",84,"Colgate",63
"196","November 11, 2012","Navy",49,"Siena",54
"197","November 11, 2012","Nebraska",66,"Southern",55
"198","November 11, 2012","Omaha",86,"Saint Mary (KS)",96
"199","November 11, 2012","UNC",80,"Florida Atlantic",56
"200","November 11, 2012","UNC Wilmington",67,"UNC Asheville",59
"201","November 11, 2012","Ohio State",82,"Albany (NY)",60
"202","November 11, 2012","Oklahoma",85,"Louisiana-Monroe",51
"203","November 11, 2012","Old Dominion",70,"UTSA",79
"204","November 11, 2012","Oregon State",71,"New Mexico State",62
"205","November 11, 2012","Prairie View",80,"Schreiner",51
"206","November 11, 2012","Purdue",83,"Hofstra",54
"207","November 11, 2012","San Diego State",49,"Syracuse",62
"208","November 11, 2012","Seattle",87,"Montana State",72
"209","November 11, 2012","South Carolina",82,"Milwaukee",75
"210","November 11, 2012","SMU",73,"Loyola Marymount",58
"211","November 11, 2012","Stony Brook",93,"Mount Ida College",57
"212","November 11, 2012","Tulsa",110,"Louisiana State-Shreveport",54
"213","November 11, 2012","Villanova",80,"Marshall",68
"214","November 11, 2012","Washington",85,"Loyola (MD)",63
"215","November 11, 2012","Western Carolina",95,"Mars Hill",68
"216","November 11, 2012","Wisconsin",87,"Southeastern Louisiana",47
"217","November 12, 2012","Akron",97,"John Carroll",53
"218","November 12, 2012","Alabama-Huntsville",78,"North Texas",75
"219","November 12, 2012","Arkansas-Pine Bluff",62,"Maryland-Eastern Shore",52
"220","November 12, 2012","Bowling Green State",73,"Cleveland State",79
"221","November 12, 2012","Bradley",78,"Texas-Rio Grande Valley",61
"222","November 12, 2012","Cal State Northridge",96,"Eastern Washington",79
"223","November 12, 2012","Campbell",67,"Northwestern State",71
"224","November 12, 2012","Canisius",83,"Boston University",75
"225","November 12, 2012","Chattanooga",88,"Tennessee Temple",53
"226","November 12, 2012","Clemson",77,"Presbyterian",44
"227","November 12, 2012","Delaware",84,"Penn",69
"228","November 12, 2012","Delaware State",95,"Cairn",46
"229","November 12, 2012","Florida State",95,"Buffalo",68
"230","November 12, 2012","Georgia",56,"Youngstown State",68
"231","November 12, 2012","Gonzaga",84,"West Virginia",50
"232","November 12, 2012","Illinois",89,"St. Francis (NY)",64
"233","November 12, 2012","Illinois State",100,"UCSB",72
"234","November 12, 2012","Indiana",87,"North Dakota State",61
"235","November 12, 2012","Iowa",73,"Central Michigan",61
"236","November 12, 2012","Iowa State",98,"Alabama A&M",40
"237","November 12, 2012","Kansas State",79,"Lamar",55
"238","November 12, 2012","Lafayette",98,"LIU-Brooklyn",94
"239","November 12, 2012","Lehigh",89,"Robert Morris",60
"240","November 12, 2012","Liberty",59,"William & Mary",71
"241","November 12, 2012","Lipscomb",73,"Maryville (MO)",55
"242","November 12, 2012","Loyola (IL)",64,"Rockhurst",41
"243","November 12, 2012","Maryland",67,"Morehead State",45
"244","November 12, 2012","UMBC",70,"Eastern",52
"245","November 12, 2012","Memphis",81,"North Florida",66
"246","November 12, 2012","Mercer",70,"Oglethorpe",25
"247","November 12, 2012","Michigan",91,"IUPUI",54
"248","November 12, 2012","Minnesota",82,"Toledo",56
"249","November 12, 2012","UNLV",92,"Northern Arizona",54
"250","November 12, 2012","New Orleans",55,"Southern Illinois",72
"251","November 12, 2012","North Carolina A&T",55,"Utah Valley",64
"252","November 12, 2012","North Carolina Central",109,"Johnson & Wales (NC)",46
"253","November 12, 2012","UNC Greensboro",81,"Winston-Salem",65
"254","November 12, 2012","Notre Dame",84,"Monmouth",57
"255","November 12, 2012","Oregon",80,"Portland State",69
"256","November 12, 2012","Pitt",86,"Fordham",51
"257","November 12, 2012","Providence",81,"Bryant",49
"258","November 12, 2012","Quinnipiac",55,"American",61
"259","November 12, 2012","Radford",76,"Cincinnati Christian",71
"260","November 12, 2012","Rutgers",88,"Sacred Heart",62
"261","November 12, 2012","St. Joseph's",61,"Yale",35
"262","November 12, 2012","St. Peter's",64,"Central Connecticut",61
"263","November 12, 2012","Samford",59,"Martin Methodist",40
"264","November 12, 2012","Seton Hall",78,"Norfolk State",65
"265","November 12, 2012","South Carolina State",65,"Kennesaw State",67
"266","November 12, 2012","USC Upstate",90,"Hiwassee",36
"267","November 12, 2012","Southeast Missouri State",89,"Lyon",61
"268","November 12, 2012","Stanford",81,"Cal State Fullerton",68
"269","November 12, 2012","Texas",69,"Coppin State",46
"270","November 12, 2012","Texas A&M",83,"Troy",65
"271","November 12, 2012","TCU",75,"Centenary (LA)",47
"272","November 12, 2012","Virginia",54,"Fairfield",45
"273","November 12, 2012","Virginia Tech",69,"Rhode Island",50
"274","November 12, 2012","Wofford",87,"Webber",54
"275","November 13, 2012","Alabama-Huntsville",26,"Kansas State",87
"276","November 13, 2012","Appalachian State",64,"High Point",86
"277","November 13, 2012","Arkansas State",76,"Arkansas-Monticello",47
"278","November 13, 2012","Belmont",88,"Maryville (MO)",49
"279","November 13, 2012","Boise State",88,"Oakland",80
"280","November 13, 2012","Bowling Green State",66,"IUPUI",80
"281","November 13, 2012","BYU",80,"Georgia State",62
"282","November 13, 2012","Bucknell",61,"George Mason",56
"283","November 13, 2012","California",79,"Pepperdine",62
"284","November 13, 2012","Central Arkansas",108,"Hendrix",65
"285","November 13, 2012","UCF",85,"Alabama State",56
"286","November 13, 2012","Charlotte",66,"Georgia Southern",53
"287","November 13, 2012","Chicago State",81,"Concordia (IL)",65
"288","November 13, 2012","Cincinnati",102,"Mississippi Valley State",60
"289","November 13, 2012","Columbia",74,"Haverford",40
"290","November 13, 2012","UConn",67,"Vermont",49
"291","November 13, 2012","Dartmouth",58,"New Hampshire",72
"292","November 13, 2012","Duke",75,"Kentucky",68
"293","November 13, 2012","East Carolina",87,"Methodist",51
"294","November 13, 2012","Eastern Illinois",44,"Wright State",56
"295","November 13, 2012","Elon",95,"Bridgewater (VA)",51
"296","November 13, 2012","Fairfield",62,"Penn",53
"297","November 13, 2012","Florida Gulf Coast",63,"Miami (FL)",51
"298","November 13, 2012","Fordham",58,"Robert Morris",74
"299","November 13, 2012","Furman",90,"Southern Wesleyan",71
"300","November 13, 2012","Hawaii",73,"Houston Baptist",60
"301","November 13, 2012","Indiana State",66,"Winthrop",55
"302","November 13, 2012","Fort Wayne",73,"Rochester (MI)",56
"303","November 13, 2012","Jacksonville",78,"Trinity Baptist",48
"304","November 13, 2012","Kansas",64,"Michigan State",67
"305","November 13, 2012","Kent State",66,"Temple",80
"306","November 13, 2012","Lamar",59,"North Texas",74
"307","November 13, 2012","LSU",73,"McNeese State",48
"308","November 13, 2012","Marquette",64,"Southeastern Louisiana",53
"309","November 13, 2012","UMass",67,"Harvard",64
"310","November 13, 2012","Miami (OH)",80,"Grambling",54
"311","November 13, 2012","Michigan",77,"Cleveland State",47
"312","November 13, 2012","Ole Miss",90,"Coastal Carolina",72
"313","November 13, 2012","Mississippi State",78,"Florida Atlantic",58
"314","November 13, 2012","Missouri",91,"Alcorn State",54
"315","November 13, 2012","UMKC",99,"Lincoln (MO)",64
"316","November 13, 2012","Mount St. Mary's",70,"Hartford",63
"317","November 13, 2012","New Mexico",86,"Davidson",81
"318","November 13, 2012","Niagara",86,"Saint Francis (PA)",69
"319","November 13, 2012","NJIT",76,"Eastern Nazarene",43
"320","November 13, 2012","Northwestern",79,"Texas Southern",49
"321","November 13, 2012","Pitt",78,"Lehigh",53
"322","November 13, 2012","Prairie View",91,"Arlington Baptist",38
"323","November 13, 2012","Princeton",66,"Northeastern",67
"324","November 13, 2012","Richmond",101,"UNC Wilmington",58
"325","November 13, 2012","Rider",46,"Stony Brook",54
"326","November 13, 2012","Sam Houston State",82,"Hardin-Simmons",31
"327","November 13, 2012","San Diego State",91,"San Diego Christian",57
"328","November 13, 2012","San Francisco",73,"Cal State East Bay",58
"329","November 13, 2012","San Jose State",75,"Houston",77
"330","November 13, 2012","Savannah State",55,"Middle Tennessee",58
"331","November 13, 2012","South Dakota State",78,"Tennessee State",71
"332","November 13, 2012","USC",62,"Long Beach State",44
"333","November 13, 2012","St. John's (NY)",77,"Detroit",74
"334","November 13, 2012","Stetson",88,"Florida A&M",66
"335","November 13, 2012","Texas State",86,"Texas-Tyler",66
"336","November 13, 2012","Tulane",65,"Bethune-Cookman",55
"337","November 13, 2012","UCLA",80,"UC-Irvine",79
"338","November 13, 2012","Valparaiso",69,"Northern Illinois",46
"339","November 13, 2012","Virginia",53,"Delaware",59
"340","November 13, 2012","VCU",51,"Wichita State",53
"341","November 13, 2012","VMI",116,"Central Pennsylvania College",81
"342","November 13, 2012","Washington",62,"Albany (NY)",63
"343","November 13, 2012","Western Kentucky",74,"Austin Peay",54
"344","November 13, 2012","Western Michigan",85,"Marygrove",40
"345","November 13, 2012","Xavier",62,"Butler",47
"346","November 14, 2012","UC-Riverside",30,"Fresno State",39
"347","November 14, 2012","Citadel",62,"Montreat",45
"348","November 14, 2012","Colgate",74,"Marist",60
"349","November 14, 2012","Cornell",68,"St. Bonaventure",72
"350","November 14, 2012","Creighton",77,"Alabama-Birmingham",60
"351","November 14, 2012","Delaware State",73,"Wagner",69
"352","November 14, 2012","Denver",68,"Texas A&M-Corpus Christi",51
"353","November 14, 2012","Florida",74,"Wisconsin",56
"354","November 14, 2012","Gardner-Webb",62,"Lipscomb",66
"355","November 14, 2012","Georgetown",68,"Liberty",59
"356","November 14, 2012","Georgia Tech",52,"Presbyterian",38
"357","November 14, 2012","Holy Cross",57,"Maine",54
"358","November 14, 2012","Louisiana Tech",70,"Little Rock",52
"359","November 14, 2012","Loyola (MD)",86,"UMBC",70
"360","November 14, 2012","Montana",82,"Minot State",53
"361","November 14, 2012","Navy",75,"Binghamton",52
"362","November 14, 2012","North Dakota",87,"Crown College",51
"363","November 14, 2012","Northern Iowa",84,"Toledo",81
"364","November 14, 2012","Oral Roberts",90,"St. Gregory's",41
"365","November 14, 2012","Rice",75,"St. Edward's",63
"366","November 14, 2012","Rochester (MI)",65,"Texas-Rio Grande Valley",74
"367","November 14, 2012","Sacramento State",85,"Cal State Bakersfield",67
"368","November 14, 2012","Saint Louis",62,"Santa Clara",74
"369","November 14, 2012","San Diego",65,"Northern Kentucky",61
"370","November 14, 2012","Savannah State",54,"North Florida",47
"371","November 14, 2012","South Alabama",82,"William Carey",64
"372","November 14, 2012","South Dakota",79,"Southern",83
"373","November 14, 2012","SIU-Edwardsville",62,"Western Illinois",50
"374","November 14, 2012","UT-Martin",84,"Fontbonne",58
"375","November 14, 2012","Texas Tech",91,"Omaha",63
"376","November 14, 2012","Washington State",72,"Utah Valley",49
"377","November 14, 2012","Wyoming",73,"North Carolina Central",60
"378","November 15, 2012","Air Force",102,"Western State",68
"379","November 15, 2012","Akron",65,"Oklahoma State",69
"380","November 15, 2012","Alabama",65,"Oregon State",62
"381","November 15, 2012","American",62,"Mount St. Mary's",57
"382","November 15, 2012","Arizona",72,"UTEP",51
"383","November 15, 2012","Auburn",59,"Murray State",79
"384","November 15, 2012","Baylor",84,"Boston College",74
"385","November 15, 2012","Cal Poly",64,"Northern Colorado",53
"386","November 15, 2012","UC-Irvine",116,"Pacifica",47
"387","November 15, 2012","Central Connecticut",86,"Brown",71
"388","November 15, 2012","Charleston Southern",105,"Hiwassee",69
"389","November 15, 2012","College of Charleston",53,"St. John's (NY)",64
"390","November 15, 2012","Colorado",67,"Dayton",57
"391","November 15, 2012","Colorado State",93,"Chadron State",50
"392","November 15, 2012","DePaul",59,"Gardner-Webb",71
"393","November 15, 2012","Drexel",84,"Illinois State",86
"394","November 15, 2012","Evansville",50,"Buffalo",56
"395","November 15, 2012","Florida Gulf Coast",86,"Ave Maria",54
"396","November 15, 2012","Georgia",60,"Southern Miss",62
"397","November 15, 2012","Indiana",99,"Sam Houston State",45
"398","November 15, 2012","Iowa",66,"Howard",36
"399","November 15, 2012","Jacksonville State",79,"Alabama A&M",61
"400","November 15, 2012","Kansas",69,"Chattanooga",55
"401","November 15, 2012","Longwood",66,"Norfolk State",78
"402","November 15, 2012","Louisville",80,"Samford",54
"403","November 15, 2012","UMass",77,"Providence",75
"404","November 15, 2012","Minnesota",72,"Tennessee State",43
"405","November 15, 2012","Morehead State",101,"Alice Lloyd",50
"406","November 15, 2012","Nebraska",50,"Valparaiso",48
"407","November 15, 2012","New Mexico State",81,"Southeastern Louisiana",56
"408","November 15, 2012","New Orleans",65,"Bethune-Cookman",71
"409","November 15, 2012","UNC Asheville",68,"Tennessee",75
"410","November 15, 2012","North Carolina Central",59,"Southern",55
"411","November 15, 2012","NC State",72,"Penn State",55
"412","November 15, 2012","Northern Kentucky",56,"Tulsa",76
"413","November 15, 2012","Northwestern",81,"Mississippi Valley State",68
"414","November 15, 2012","Portland",51,"Idaho State",48
"415","November 15, 2012","Purdue",81,"Villanova",89
"416","November 15, 2012","Richmond",68,"Hampton",58
"417","November 15, 2012","San Diego",71,"Cal State Northridge",74
"418","November 15, 2012","San Jose State",68,"Weber State",67
"419","November 15, 2012","South Carolina State",86,"Webber",66
"420","November 15, 2012","Southeast Missouri State",64,"McNeese State",53
"421","November 15, 2012","Stanford",69,"Alcorn State",51
"422","November 15, 2012","Tennessee Tech",71,"Coastal Carolina",69
"423","November 15, 2012","Texas A&M",81,"Prairie View",59
"424","November 15, 2012","TCU",61,"SMU",64
"425","November 15, 2012","UCLA",100,"James Madison",70
"426","November 15, 2012","Utah State",58,"Saint Mary's",67
"427","November 15, 2012","Virginia Tech",95,"VMI",80
"428","November 15, 2012","Wichita State",79,"Western Carolina",63
"429","November 15, 2012","Wyoming",71,"South Dakota",51
"430","November 16, 2012","Akron",82,"UNC Asheville",63
"431","November 16, 2012","Alabama",77,"Villanova",55
"432","November 16, 2012","Alabama State",54,"Savannah State",59
"433","November 16, 2012","Army",85,"Binghamton",76
"434","November 16, 2012","Auburn",55,"College of Charleston",51
"435","November 16, 2012","Ball State",66,"Wofford",61
"436","November 16, 2012","Baylor",58,"Colorado",60
"437","November 16, 2012","Boston College",71,"Dayton",87
"438","November 16, 2012","BYU",70,"Florida State",88
"439","November 16, 2012","Buffalo",58,"Western Illinois",67
"440","November 16, 2012","Cal State Northridge",68,"Siena",64
"441","November 16, 2012","Campbell",101,"Appalachian State",82
"442","November 16, 2012","Central Michigan",76,"Olivet College",62
"443","November 16, 2012","UConn",77,"Wake Forest",71
"444","November 16, 2012","Cornell",64,"St. Peter's",68
"445","November 16, 2012","Denver",61,"California",72
"446","November 16, 2012","District of Columbia",58,"Marshall",80
"447","November 16, 2012","East Carolina",76,"UNC Greensboro",73
"448","November 16, 2012","Eastern Kentucky",85,"Kennesaw State",71
"449","November 16, 2012","Eastern Michigan",60,"Eastern Illinois",52
"450","November 16, 2012","Evansville",66,"Yale",56
"451","November 16, 2012","Fresno State",66,"Pacific",61
"452","November 16, 2012","Furman",55,"Clemson",72
"453","November 16, 2012","George Mason",52,"Mercer",49
"454","November 16, 2012","Georgia Southern",87,"Webber",64
"455","November 16, 2012","Green Bay",66,"Southern Utah",54
"456","November 16, 2012","Hartford",62,"Sacred Heart",47
"457","November 16, 2012","Harvard",79,"Manhattan",45
"458","November 16, 2012","Hofstra",66,"South Dakota State",63
"459","November 16, 2012","UIC",59,"New Mexico",66
"460","November 16, 2012","Iona",92,"Quinnipiac",98
"461","November 16, 2012","Fort Wayne",97,"Texas-Rio Grande Valley",94
"462","November 16, 2012","Kent State",92,"Chicago State",63
"463","November 16, 2012","Kentucky",101,"Lafayette",49
"464","November 16, 2012","Long Beach State",63,"UNC",78
"465","November 16, 2012","Loyola (IL)",71,"Western Michigan",81
"466","November 16, 2012","Maryland",91,"LIU-Brooklyn",74
"467","November 16, 2012","UMass",76,"NC State",94
"468","November 16, 2012","Miami (FL)",73,"Jacksonville",57
"469","November 16, 2012","Ole Miss",92,"Little Rock",52
"470","November 16, 2012","Missouri",74,"Nicholls State",54
"471","November 16, 2012","Murray State",72,"St. John's (NY)",67
"472","November 16, 2012","Nevada",80,"Cal State Fullerton",77
"473","November 16, 2012","Niagara",71,"Bucknell",88
"474","November 16, 2012","North Carolina Central",69,"South Dakota",81
"475","November 16, 2012","North Texas",78,"Cameron",49
"476","November 16, 2012","Notre Dame",70,"St. Joseph's",79
"477","November 16, 2012","Ohio",85,"UNC Wilmington",47
"478","November 16, 2012","Oklahoma State",62,"Tennessee",45
"479","November 16, 2012","Oregon",74,"Vanderbilt",48
"480","November 16, 2012","Oregon State",66,"Purdue",58
"481","November 16, 2012","Penn State",55,"Providence",52
"482","November 16, 2012","Pepperdine",58,"Washington State",56
"483","November 16, 2012","Princeton",52,"Rutgers",58
