"","AwayTeamName","HomeTeamName","Line","ProfitLine","Date"
"2652","Bucknell","Loyola - MD",8.5,-120,2017-02-15
"2653","Bucknell","Loyola Maryland",10.5,-120,2018-01-17
"2654","Bucknell","Maryland",-12,-110,2017-11-18
"2655","Bucknell","Michigan",-18.5,-108,2014-11-17
"2656","Bucknell","Michigan State",-14.5,-109,2018-03-16
"2657","Bucknell","Monmouth",-8.5,-110,2016-03-16
"2658","Bucknell","Monmouth",NA,NA,2017-11-10
"2659","Bucknell","Navy",10.5,-120,2014-01-15
"2660","Bucknell","Navy",6.5,-120,2016-12-30
"2661","Bucknell","Navy",7.5,-120,2018-01-24
"2662","Bucknell","Nevada",-3.5,-105,2012-03-18
"2663","Bucknell","North Carolina",-23,-120,2017-11-15
"2664","Bucknell","Northeastern",4.5,-120,2017-12-05
"2665","Bucknell","Princeton",-4,-101,2010-11-23
"2666","Bucknell","Richmond",6.5,-120,2017-12-19
"2667","Bucknell","St. John's",-7.5,-102,2013-11-19
"2668","Bucknell","Stony Brook",4.5,-120,2017-11-26
"2669","Bucknell","Syracuse",-21,-102,2011-12-20
"2670","Bucknell","Temple",-12.5,-107,2015-03-18
"2671","Bucknell","Toledo",-11,-105,2014-11-24
"2672","Bucknell","Vanderbilt",-12,-106,2016-11-21
"2673","Bucknell","VCU",-9.5,-120,2017-12-16
"2674","Bucknell","Villanova",-20,-102,2014-11-20
"2675","Bucknell","West Virginia",-13.5,-101,2017-03-16
"2676","Buffalo","Akron",-3.5,-105,2011-02-26
"2677","Buffalo","Akron",-6.5,-108,2012-02-29
"2678","Buffalo","Akron",-13.5,-105,2013-01-26
"2679","Buffalo","Akron",-2,-105,2014-03-04
"2680","Buffalo","Akron",-2.5,-106,2015-02-07
"2681","Buffalo","Akron",-7.5,-105,2016-02-16
"2682","Buffalo","Akron",-5,-110,2016-03-12
"2683","Buffalo","Akron",-7.5,-108,2017-01-28
"2684","Buffalo","Akron",6.5,-105,2018-01-09
"2685","Buffalo","Alaska Anchorage",6.5,-106,2016-11-23
"2686","Buffalo","American",2,-103,2012-03-14
"2687","Buffalo","Arizona",-9,-105,2018-03-15
"2688","Buffalo","Ball State",1.5,-105,2011-02-05
"2689","Buffalo","Ball State",1,-112,2013-01-23
"2690","Buffalo","Ball State",3,-105,2013-03-13
"2691","Buffalo","Ball State",7.5,-105,2014-01-23
"2692","Buffalo","Ball State",5.5,-102,2015-02-04
"2693","Buffalo","Ball State",-3,-107,2017-02-03
"2694","Buffalo","Ball State",-3.5,-102,2018-01-06
"2695","Buffalo","Bowling Green",4.5,-103,2011-03-05
"2696","Buffalo","Bowling Green",-1.5,-105,2012-01-21
"2697","Buffalo","Bowling Green",-3,-104,2013-03-08
"2698","Buffalo","Bowling Green",3.5,-108,2014-02-02
"2699","Buffalo","Bowling Green",-2,-105,2015-02-21
"2700","Buffalo","Bowling Green",2.5,-103,2016-03-04
"2701","Buffalo","Bowling Green",2.5,-102,2017-02-11
"2702","Buffalo","Bowling Green",7.5,-107,2018-03-02
"2703","Buffalo","BYU",-13,-105,2011-12-20
"2704","Buffalo","Canisius",-4.5,-110,2010-11-23
"2705","Buffalo","Canisius",-4.5,-105,2012-11-20
"2706","Buffalo","Central Michigan",5,-105,2012-02-08
"2707","Buffalo","Central Michigan",4.5,-109,2014-02-08
"2708","Buffalo","Central Michigan",-2.5,-108,2015-01-21
"2709","Buffalo","Central Michigan",3,-109,2015-03-14
"2710","Buffalo","Central Michigan",3.5,-110,2017-02-14
"2711","Buffalo","Central Michigan",6,-107,2018-02-06
"2712","Buffalo","Cincinnati",-16,-103,2017-11-20
"2713","Buffalo","Cornell",-1,-116,2011-01-03
"2714","Buffalo","Creighton",-19,-111,2016-11-29
"2715","Buffalo","Dayton",-9,-107,2011-11-30
"2716","Buffalo","Delaware",4,-102,2017-12-06
"2717","Buffalo","Drexel",-7.5,-108,2013-12-29
"2718","Buffalo","Duke",-24.5,-110,2015-12-05
"2719","Buffalo","Eastern Michigan",6.5,-111,2011-02-12
"2720","Buffalo","Eastern Michigan",3,-108,2013-02-06
"2721","Buffalo","Eastern Michigan",1.5,-107,2015-02-18
"2722","Buffalo","Eastern Michigan",-6.5,-110,2016-01-12
"2723","Buffalo","Eastern Michigan",-8,-103,2017-01-07
"2724","Buffalo","Evansville",-8,-107,2012-11-15
"2725","Buffalo","Florida State",-13.5,-103,2012-11-12
"2726","Buffalo","Indiana State",-3.5,100,2010-11-27
"2727","Buffalo","Iona",-5,100,2011-03-22
"2728","Buffalo","Iowa State",-21,-107,2015-12-07
"2729","Buffalo","Kent State",-3,-101,2011-02-24
"2730","Buffalo","Kent State",1,-109,2011-03-10
"2731","Buffalo","Kent State",-5,-105,2012-02-14
"2732","Buffalo","Kent State",-4,-107,2013-03-14
"2733","Buffalo","Kent State",2,-108,2014-02-22
"2734","Buffalo","Kent State",2,-102,2015-02-28
"2735","Buffalo","Kent State",-6.5,-107,2016-01-08
"2736","Buffalo","Kent State",-3,-105,2017-01-17
"2737","Buffalo","Kent State",8,-104,2018-01-30
"2738","Buffalo","Kentucky",-32.5,-105,2014-11-16
"2739","Buffalo","Kentucky",-5,-119,2018-03-17
"2740","Buffalo","Manhattan",-6,-109,2013-12-21
"2741","Buffalo","Miami (Ohio)",-2,-113,2011-01-13
"2742","Buffalo","Miami Florida",-14,-110,2016-03-17
"2743","Buffalo","Miami Ohio",1,-105,2012-01-14
"2744","Buffalo","Miami Ohio",-1.5,-108,2013-02-16
"2745","Buffalo","Miami Ohio",6.5,-107,2015-01-07
"2746","Buffalo","Miami Ohio",-1,-103,2016-01-19
"2747","Buffalo","Miami Ohio",3.5,-110,2017-01-24
"2748","Buffalo","Miami Ohio",6,-102,2018-02-20
"2749","Buffalo","Nevada",-5,-114,2016-11-25
"2750","Buffalo","Niagara",7.5,-105,2011-12-07
"2751","Buffalo","Niagara",2.5,-101,2013-11-13
"2752","Buffalo","Niagara",6,-109,2016-11-11
"2753","Buffalo","Niagara",2.5,-102,2017-11-29
"2754","Buffalo","North Carolina A&T",11,-105,2015-11-21
"2755","Buffalo","Northern Illinois",14,-105,2012-01-28
"2756","Buffalo","Northern Illinois",6,-105,2014-01-25
"2757","Buffalo","Northern Illinois",-3,-108,2016-02-02
"2758","Buffalo","Northern Illinois",9.5,-105,2018-02-10
"2759","Buffalo","Oakland",-3,-105,2012-03-17
"2760","Buffalo","Ohio",-1.5,-109,2011-01-22
"2761","Buffalo","Ohio",-6.5,-105,2012-01-11
"2762","Buffalo","Ohio",-14.5,-106,2013-01-09
"2763","Buffalo","Ohio",-2.5,-105,2014-02-26
"2764","Buffalo","Ohio",2.5,-105,2015-01-24
"2765","Buffalo","Ohio",-3.5,-110,2016-02-27
"2766","Buffalo","Ohio",-1.5,-105,2016-03-11
"2767","Buffalo","Ohio",-4.5,-101,2017-02-28
"2768","Buffalo","Ohio",7.5,-118,2018-01-26
"2769","Buffalo","Old Dominion",-10.5,-105,2015-11-16
"2770","Buffalo","Pittsburgh",-12.5,-107,2016-12-07
"2771","Buffalo","Princeton",-2.5,-102,2011-11-19
"2772","Buffalo","Quinnipiac",-1.5,-107,2011-03-14
"2773","Buffalo","South Dakota State",-7,-105,2012-02-18
"2774","Buffalo","St. Bonaventure",-3.5,-105,2010-12-04
"2775","Buffalo","St. Bonaventure",-9.5,-106,2012-12-01
"2776","Buffalo","St. Bonaventure",-10,-110,2016-12-03
"2777","Buffalo","St. Joseph's",-8.5,-110,2015-11-18
"2778","Buffalo","Syracuse",-10.5,-102,2017-12-19
"2779","Buffalo","Temple",-9.5,-103,2011-12-28
"2780","Buffalo","Texas A&M",-6,-103,2013-11-08
"2781","Buffalo","Texas A&M",-11.5,-110,2017-12-21
"2782","Buffalo","Toledo",5,-105,2012-02-04
"2783","Buffalo","Toledo",-8,-105,2014-01-15
"2784","Buffalo","Toledo",-5.5,-102,2016-01-30
"2785","Buffalo","Toledo",-2,-110,2017-01-03
"2786","Buffalo","Tulsa",-3.5,-105,2013-01-02
"2787","Buffalo","UT Arlington",-3.5,-105,2014-11-18
"2788","Buffalo","VA Commonwealth",-13,-110,2015-12-22
"2789","Buffalo","Washington State",-9,-107,2012-12-21
"2790","Buffalo","Weber State",-1.5,-105,2016-11-26
"2791","Buffalo","West Virginia",-4.5,-108,2015-03-20
"2792","Buffalo","Western Illinois",5,-102,2012-11-16
"2793","Buffalo","Western Michigan",2.5,-108,2011-01-25
"2794","Buffalo","Western Michigan",0.5,106,2011-03-19
"2795","Buffalo","Western Michigan",-5.5,-105,2013-02-02
"2796","Buffalo","Western Michigan",-2,-105,2015-01-10
"2797","Buffalo","Western Michigan",-1,-105,2016-01-23
"2798","Buffalo","Western Michigan",3.5,-105,2018-01-19
"2799","Buffalo","Wisconsin",-22.5,-105,2014-12-28
"2800","Buffalo","Wisconsin Milwaukee",-5.5,-105,2012-12-05
"2801","Buffalo","Xavier",-15,-106,2016-11-14
"2802","Buffalo","Youngstown State",3.5,-107,2010-11-16
"2803","Buffalo U","Kent State",-6.5,-101,2013-02-27
"2804","Buffalo U","St. Bonaventure",-2.5,-105,2014-12-03
"2805","Butler","Arizona",1,-103,2016-11-25
"2806","Butler","Arkansas",2,-105,2018-03-16
"2807","Butler","Ball State",-3,-102,2011-12-10
"2808","Butler","Ball State",7.5,-105,2013-11-23
"2809","Butler","Cincinnati",-5.5,-110,2015-12-02
"2810","Butler","Cleveland State",-3.5,-111,2011-02-05
"2811","Butler","Cleveland State",-6,-105,2012-02-11
"2812","Butler","Connecticut",-3.5,-114,2011-04-04
"2813","Butler","Creighton",-10,-107,2014-01-14
"2814","Butler","Creighton",2.5,-102,2015-02-16
"2815","Butler","Creighton",-1.5,-108,2016-01-23
"2816","Butler","Creighton",-5.5,-102,2017-01-11
"2817","Butler","Creighton",-6,-103,2018-01-09
"2818","Butler","Dayton",1,-109,2013-01-12
"2819","Butler","DePaul",1,-108,2014-03-06
"2820","Butler","DePaul",5.5,-105,2015-02-28
"2821","Butler","DePaul",10,-110,2016-01-05
"2822","Butler","DePaul",11.5,-110,2017-01-21
"2823","Butler","DePaul",5.5,-107,2018-01-20
"2824","Butler","Detroit",5,-101,2011-01-14
"2825","Butler","Detroit U",-2,-107,2012-01-08
"2826","Butler","Duke",-14.5,-108,2010-12-04
"2827","Butler","Evansville",2.5,-105,2011-11-12
"2828","Butler","Evansville",3,-101,2013-12-21
"2829","Butler","Florida",-2.5,-128,2011-03-26
"2830","Butler","Fordham",12,-108,2013-02-16
"2831","Butler","George Washington",2.5,-101,2013-02-09
"2832","Butler","Georgetown",-6.5,-103,2014-02-08
"2833","Butler","Georgetown",-3.5,-105,2014-11-28
"2834","Butler","Georgetown",-4,-105,2015-01-17
"2835","Butler","Georgetown",1,-110,2016-02-27
"2836","Butler","Georgetown",2.5,-108,2017-01-07
"2837","Butler","Georgetown",4.5,-117,2017-12-27
"2838","Butler","Gonzaga",-13,-105,2011-12-20
"2839","Butler","Illinois",-2.5,-105,2012-11-21
"2840","Butler","Illinois (Chi.)",9,100,2011-02-19
"2841","Butler","Illinois Chicago",7,-102,2012-01-19
"2842","Butler","Indiana State",7,-105,2014-12-03
"2843","Butler","Indiana State",9.5,-105,2016-12-07
"2844","Butler","Indiana U",-13.5,-105,2011-11-27
"2845","Butler","Indiana U",-2,-110,2016-12-17
"2846","Butler","La Salle",-2.5,-109,2013-01-23
"2847","Butler","La Salle",1.5,-102,2013-03-15
"2848","Butler","Louisville",-1.5,-110,2010-11-16
"2849","Butler","Loyola (Ill).",3,-104,2010-12-01
"2850","Butler","Loyola Chicago",7.5,-105,2012-01-21
"2851","Butler","Marquette",-4,-103,2012-11-19
"2852","Butler","Marquette",-1.5,-108,2013-03-23
"2853","Butler","Marquette",-7,-105,2014-02-04
"2854","Butler","Marquette",2.5,-102,2015-01-31
"2855","Butler","Marquette",2.5,-103,2016-01-30
"2856","Butler","Marquette",-1,-105,2017-02-07
"2857","Butler","Marquette",-2.5,-105,2018-01-31
"2858","Butler","Maryland",-4,-121,2017-11-15
"2859","Butler","Massachusetts",-1.5,-102,2013-03-07
"2860","Butler","Miami Florida",-3,-108,2015-11-22
"2861","Butler","Missouri State",17.5,-105,2015-11-19
"2862","Butler","North Carolina",-9,-105,2012-11-20
"2863","Butler","North Carolina",-9,-105,2014-11-26
"2864","Butler","North Carolina",-7,-102,2017-03-24
"2865","Butler","Northwestern",-1.5,-109,2012-12-08
"2866","Butler","Notre Dame",-4.5,-101,2015-03-21
"2867","Butler","Ohio State",-1,-105,2017-11-26
"2868","Butler","Oklahoma State",-13.5,-105,2013-11-29
"2869","Butler","Oklahoma U",-3,-105,2014-11-27
"2870","Butler","Pennsylvania",2,-101,2012-03-19
"2871","Butler","Pittsburgh",-9,112,2011-03-19
"2872","Butler","Providence",-5,-105,2014-01-21
"2873","Butler","Providence",-3,-105,2015-03-07
"2874","Butler","Providence",1.5,-118,2016-01-19
"2875","Butler","Providence",3.5,-101,2016-03-10
"2876","Butler","Providence",3,-105,2017-02-11
"2877","Butler","Providence",2,-105,2018-01-15
"2878","Butler","Purdue",-6.5,-120,2017-12-16
"2879","Butler","Purdue",-4,-109,2018-03-18
"2880","Butler","Saint Louis",-3,-102,2013-01-31
"2881","Butler","Saint Louis",-4.5,-107,2013-03-16
"2882","Butler","Seton Hall",-2.5,-105,2014-03-12
"2883","Butler","Seton Hall",-2.5,-105,2015-01-13
"2884","Butler","Seton Hall",-2.5,-109,2016-02-10
"2885","Butler","Seton Hall",2,-101,2017-01-25
"2886","Butler","Seton Hall",-2.5,-108,2018-03-03
"2887","Butler","Seton Hall",1.5,-105,2018-03-08
"2888","Butler","SIENA",4.5,-103,2010-11-23
"2889","Butler","St John's",11,-109,2016-02-06
"2890","Butler","St John's",8.5,-109,2016-12-29
"2891","Butler","St John's",4.5,-103,2018-02-28
"2892","Butler","St. John's",-3.5,-106,2015-01-03
"2893","Butler","St. Josephs",-2,-103,2013-01-09
"2894","Butler","Stanford",-12,-107,2011-12-22
"2895","Butler","Tennessee",1.5,-105,2014-12-14
"2896","Butler","Texas",-3,-103,2017-11-23
"2897","Butler","Texas Tech",3.5,-110,2016-03-17
"2898","Butler","Utah U",1,-115,2016-11-28
"2899","Butler","VA Commonwealth",-8.5,-102,2013-03-02
"2900","Butler","Valparaiso",2,100,2011-01-29
"2901","Butler","Valparaiso",1.5,-105,2012-02-24
"2902","Butler","Valparaiso",1.5,-103,2012-03-03
"2903","Butler","Vanderbilt",6,-105,2012-12-29
"2904","Butler","Villanova",-15,-105,2014-02-26
"2905","Butler","Villanova",-11,-103,2014-12-31
"2906","Butler","Villanova",-11,-107,2016-02-20
"2907","Butler","Villanova",-10,-108,2017-02-22
"2908","Butler","Villanova",-10,-101,2018-02-10
"2909","Butler","Villanova",-8,-120,2018-03-09
"2910","Butler","Virginia",-8.5,-103,2016-03-19
"2911","Butler","Washington State",-2,-111,2010-12-25
"2912","Butler","Washington State",6,-105,2013-11-28
"2913","Butler","Wisc. Green Bay",4,-103,2011-02-15
"2914","Butler","Wisc. Milwaukee",10,-106,2011-01-03
"2915","Butler","Wisc. Milwaukee",3.5,-105,2011-03-08
"2916","Butler","Wisconsin",-4,-111,2011-03-24
"2917","Butler","Wisconsin Green Bay",2,-105,2012-01-28
"2918","Butler","Wisconsin Milwaukee",-3.5,-102,2012-01-26
"2919","Butler","Wright State",4,-105,2011-01-16
"2920","Butler","Wright State",3,-105,2012-01-06
"2921","Butler","Xavier",-2,-107,2010-12-09
"2922","Butler","Xavier",4.5,-106,2012-11-13
"2923","Butler","Xavier",-5.5,-108,2014-01-04
"2924","Butler","Xavier",-5,-105,2015-02-21
"2925","Butler","Xavier",-5,-105,2016-01-02
"2926","Butler","Xavier",2.5,-107,2017-02-26
"2927","Butler","Xavier",-6.5,-105,2018-01-02
"2928","Butler","Youngstown State",11.5,-102,2011-02-03
"2929","Butler","Youngstown State",1.5,-103,2012-02-09
"2930","BYU","Air Force",10,102,2011-02-09
"2931","BYU","Alabama",-8.5,-105,2017-11-24
"2932","BYU","Baylor",-7,-102,2012-12-21
"2933","BYU","Baylor",-3.5,-103,2013-04-02
"2934","BYU","Buffalo",9,-106,2010-12-30
"2935","BYU","Chaminade",16.5,-105,2014-11-25
"2936","BYU","Colorado",-5,-110,2015-12-12
"2937","BYU","Colorado State",7,-111,2011-01-22
"2938","BYU","Creighton",7.5,-107,2010-12-01
"2939","BYU","Florida",-1.5,-106,2011-03-24
"2940","BYU","Florida State",2,-103,2012-11-16
"2941","BYU","Gonzaga",-6.5,-105,2012-02-23
"2942","BYU","Gonzaga",-2.5,-109,2012-03-03
"2943","BYU","Gonzaga",-10,-105,2013-01-24
"2944","BYU","Gonzaga",-9,-102,2014-01-25
"2945","BYU","Gonzaga",-5,-105,2014-03-11
"2946","BYU","Gonzaga",-13.5,-105,2015-02-28
"2947","BYU","Gonzaga",-8,-103,2015-03-10
"2948","BYU","Gonzaga",-7.5,-108,2016-01-14
"2949","BYU","Gonzaga",-4,-105,2016-03-07
"2950","BYU","Gonzaga",-20.5,-110,2017-02-25
"2951","BYU","Gonzaga",-12,-105,2018-02-03
"2952","BYU","Gonzaga",-9,-109,2018-03-06
"2953","BYU","Illinois",-1,-105,2016-12-17
"2954","BYU","Iowa State",-4,-105,2012-12-01
"2955","BYU","Long Beach State",6,-110,2015-11-16
"2956","BYU","Long Beach State",4,-120,2015-11-17
"2957","BYU","Loyola Marymount",9,-105,2012-01-05
"2958","BYU","Loyola Marymount",8.5,-103,2013-03-02
"2959","BYU","Loyola Marymount",5.5,-109,2013-12-28
"2960","BYU","Loyola Marymount",8,-105,2015-02-07
"2961","BYU","Loyola Marymount",9,-105,2016-01-21
"2962","BYU","Loyola Marymount",5.5,-103,2016-12-31
"2963","BYU","Loyola Marymount",10,-104,2018-02-01
"2964","BYU","Marquette",-5,-107,2012-03-15
"2965","BYU","Massachusetts",-3.5,-105,2013-12-07
"2966","BYU","Massachusetts",4.5,-105,2017-11-25
"2967","BYU","New Mexico",2,100,2011-01-29
"2968","BYU","Northern Arizona",14,-108,2011-11-30
"2969","BYU","Notre Dame",-3,-108,2012-11-17
"2970","BYU","Oregon",-9,-103,2013-12-21
"2971","BYU","Oregon",-5,-101,2014-03-20
"2972","BYU","Pacific",9,-105,2015-01-15
"2973","BYU","Pacific",9.5,-107,2016-01-02
"2974","BYU","Pacific",9,-107,2017-01-21
"2975","BYU","Pacific",6.5,-102,2018-01-06
"2976","BYU","Pepperdine",13.5,-105,2012-01-21
"2977","BYU","Pepperdine",10.5,-103,2013-01-31
"2978","BYU","Pepperdine",6.5,-106,2013-12-30
"2979","BYU","Pepperdine",2,-103,2015-02-05
"2980","BYU","Pepperdine",3,-108,2016-01-23
"2981","BYU","Pepperdine",9,-105,2017-02-09
"2982","BYU","Pepperdine",10.5,-102,2018-02-15
"2983","BYU","Portland",10.5,-102,2013-01-26
"2984","BYU","Portland U",12.5,-105,2012-02-04
"2985","BYU","Portland U",4.5,-105,2014-01-23
"2986","BYU","Portland U",2.5,-101,2015-02-26
"2987","BYU","Portland U",9.5,-101,2016-01-16
"2988","BYU","Portland U",11.5,-105,2017-02-23
"2989","BYU","Portland U",11,-120,2018-02-22
"2990","BYU","Princeton",-3.5,-108,2017-11-15
"2991","BYU","Saint Mary's CA",-5,-102,2011-12-29
"2992","BYU","Saint Mary's CA",-8.5,-107,2013-02-21
"2993","BYU","Saint Mary's CA",-4,-105,2014-02-15
"2994","BYU","Saint Mary's CA",-2.5,-102,2015-01-17
"2995","BYU","Saint Mary's CA",-7,-102,2015-12-31
"2996","BYU","Saint Mary's CA",-10.5,-110,2017-01-05
"2997","BYU","Saint Mary's CA",-8,-105,2017-03-06
"2998","BYU","Saint Mary's CA",-8.5,-105,2018-01-25
"2999","BYU","Saint Mary's CA",-5.5,-101,2018-03-05
"3000","BYU","San Diego",14,-105,2012-01-16
"3001","BYU","San Diego",8,-108,2013-02-07
"3002","BYU","San Diego",4.5,-105,2014-03-01
"3003","BYU","San Diego",4,-107,2015-01-24
"3004","BYU","San Diego",11.5,-103,2016-02-18
"3005","BYU","San Diego",10.5,-102,2017-01-14
"3006","BYU","San Diego",3,-105,2018-02-17
"3007","BYU","San Diego State",-4.5,-107,2011-02-26
"3008","BYU","San Diego State",-3.5,-101,2014-11-24
"3009","BYU","San Francisco",4.5,-102,2012-02-16
"3010","BYU","San Francisco",5,-108,2013-01-05
"3011","BYU","San Francisco",4.5,-105,2014-01-16
"3012","BYU","San Francisco",4,-105,2015-01-03
"3013","BYU","San Francisco",8,-108,2016-02-11
"3014","BYU","San Francisco",-2.5,-109,2017-02-11
"3015","BYU","San Francisco",1.5,-102,2018-01-04
"3016","BYU","Santa Clara",13.5,-105,2012-02-18
"3017","BYU","Santa Clara",-2,-107,2013-01-12
"3018","BYU","Santa Clara",7.5,-108,2014-01-18
"3019","BYU","Santa Clara",8,-105,2015-01-01
"3020","BYU","Santa Clara",10,-110,2016-02-13
"3021","BYU","Santa Clara",4,-122,2017-01-26
"3022","BYU","Santa Clara",8,-110,2018-01-13
"3023","BYU","Southern Mississippi",-5.5,-106,2013-03-27
"3024","BYU","Stanford",-4,-107,2013-11-11
"3025","BYU","Stanford",-3,-102,2018-03-14
"3026","BYU","TCU",14.5,-111,2011-02-19
"3027","BYU","UCLA",5.5,-108,2010-12-18
"3028","BYU","UNLV",-4,-106,2011-01-05
"3029","BYU","USC",-6,-109,2016-12-03
"3030","BYU","Utah",13,-102,2011-01-11
"3031","BYU","Utah State",-1,-107,2011-11-11
"3032","BYU","Utah State",6.5,-103,2014-12-02
"3033","BYU","Utah State",1.5,-103,2017-12-02
"3034","BYU","Utah U",22,-101,2011-12-10
"3035","BYU","Utah U",2.5,-103,2013-12-14
"3036","BYU","Utah U",-10,-105,2015-12-02
"3037","BYU","Utah Valley",-5.5,-120,2017-11-29
"3038","BYU","Valparaiso",-2.5,-108,2016-03-29
"3039","BYU","Valparaiso",6.5,-110,2016-11-24
"3040","BYU","Virginia Tech",-2.5,-102,2012-01-25
"3041","BYU","Weber State",12.5,-109,2010-12-21
"3042","BYU","Weber State",3,-108,2012-12-15
"3043","BYU","Weber State",10.5,-105,2014-12-13
"3044","BYU","Wichita State",-4.5,-105,2013-11-26
"3045","BYU","Wisconsin",-7.5,-101,2011-11-26
"3046","BYU","Wyoming",14,-103,2011-02-02
"3047","BYU / Mississippi","Xavier",-1.5,-110,2015-03-19
"3048","Cal Baptist","Queens (N.C.)",-6.5,-120,2018-03-20
"3049","Cal Irvine","Alaska Anchorage",-3,-103,2011-11-26
"3050","Cal Irvine","Arizona",-15.5,-105,2014-11-19
"3051","Cal Irvine","Arizona",-14.5,-110,2016-12-06
"3052","Cal Irvine","Arizona State",-9,-108,2013-12-28
"3053","Cal Irvine","Arizona State",-12,-102,2017-11-19
"3054","Cal Irvine","Boston College",6,-108,2015-11-27
"3055","Cal Irvine","Cal Poly Slo",-3,-105,2013-01-05
"3056","Cal Irvine","Cal Poly SLO",-10.5,-107,2012-02-11
"3057","Cal Irvine","Cal Poly SLO",-1,-105,2014-02-01
"3058","Cal Irvine","Cal Poly SLO",2,-105,2015-02-26
"3059","Cal Irvine","Cal Poly SLO",2,-110,2016-02-03
"3060","Cal Irvine","Cal Poly SLO",7,-103,2017-01-18
"3061","Cal Irvine","Cal Poly SLO",5.5,-108,2018-02-17
"3062","Cal Irvine","Cal Riverside",-4,-105,2012-03-03
"3063","Cal Irvine","Cal Riverside",8,-108,2013-01-19
"3064","Cal Irvine","Cal Riverside",9,-105,2014-01-11
"3065","Cal Irvine","Cal Riverside",5.5,-102,2015-02-14
"3066","Cal Irvine","Cal Riverside",7.5,-108,2016-03-05
"3067","Cal Irvine","Cal Riverside",7,-109,2017-03-01
"3068","Cal Irvine","Cal Santa Barbara",-14.5,-104,2012-01-14
"3069","Cal Irvine","Cal Santa Barbara",-1.5,-107,2013-01-03
"3070","Cal Irvine","Cal Santa Barbara",-3.5,-105,2014-01-30
"3071","Cal Irvine","Cal Santa Barbara",-3.5,-108,2015-02-28
"3072","Cal Irvine","Cal Santa Barbara",-1,100,2015-03-13
"3073","Cal Irvine","Cal Santa Barbara",1.5,-110,2016-01-16
"3074","Cal Irvine","Cal Santa Barbara",8.5,-105,2017-01-12
"3075","Cal Irvine","Cal Santa Barbara",-6.5,-110,2018-01-20
"3076","Cal Irvine","Cal Santa Barbara",-2,-104,2018-03-10
"3077","Cal Irvine","California",-21.5,-107,2011-11-11
"3078","Cal Irvine","California",-7.5,-107,2013-12-02
"3079","Cal Irvine","California",-16,-106,2016-11-16
"3080","Cal Irvine","Central Florida",5,-110,2015-11-18
"3081","Cal Irvine","Coastal Carolina",6,-110,2016-03-27
"3082","Cal Irvine","Columbia",-1.5,-105,2016-03-29
"3083","Cal Irvine","CS Fullerton",-11,-102,2012-02-09
"3084","Cal Irvine","CS Fullerton",-7.5,-105,2012-03-08
"3085","Cal Irvine","CS Fullerton",-4,-102,2013-01-17
"3086","Cal Irvine","CS Fullerton",5.5,-105,2014-03-06
"3087","Cal Irvine","CS Fullerton",5.5,-105,2015-01-15
"3088","Cal Irvine","CS Fullerton",7,-109,2016-02-17
"3089","Cal Irvine","CS Fullerton",5,-107,2017-02-22
"3090","Cal Irvine","CS Fullerton",-1,-105,2018-02-03
"3091","Cal Irvine","CS Northridge",-4.5,-105,2011-12-29
"3092","Cal Irvine","CS Northridge",-1,-103,2013-02-07
"3093","Cal Irvine","CS Northridge",5.5,-109,2014-02-22
"3094","Cal Irvine","CS Northridge",4.5,-105,2015-01-22
"3095","Cal Irvine","CS Northridge",7.5,-110,2016-01-27
"3096","Cal Irvine","CS Northridge",4,-105,2017-01-21
"3097","Cal Irvine","CS Northridge",7.5,-102,2018-01-13
"3098","Cal Irvine","Denver U",-5.5,-101,2013-12-21
"3099","Cal Irvine","Denver U",-5,-105,2017-11-12
"3100","Cal Irvine","Eastern Washington",-1,-105,2013-12-15
"3101","Cal Irvine","Fresno State",-6,-102,2012-12-15
"3102","Cal Irvine","Fresno State",7,-105,2014-12-03
"3103","Cal Irvine","Hawaii",-4.5,-110,2013-02-10
"3104","Cal Irvine","Hawaii",-3.5,-108,2014-02-20
"3105","Cal Irvine","Hawaii",1,-105,2015-01-24
"3106","Cal Irvine","Hawaii",-5,-110,2016-02-11
"3107","Cal Irvine","Hawaii",-5,-105,2016-02-12
"3108","Cal Irvine","Hawaii",3.5,-109,2017-02-12
"3109","Cal Irvine","Hawaii",-2,-101,2018-02-24
"3110","Cal Irvine","Idaho",-6,-103,2017-12-21
"3111","Cal Irvine","Illinois State",-10,-101,2017-03-15
"3112","Cal Irvine","Kansas",-16.5,-110,2015-12-29
"3113","Cal Irvine","Kansas State",-14,-108,2017-11-17
"3114","Cal Irvine","Long Beach State",-17,-102,2012-02-29
"3115","Cal Irvine","Long Beach State",-13,-103,2012-03-09
"3116","Cal Irvine","Long Beach State",-5,-105,2013-01-26
"3117","Cal Irvine","Long Beach State",-2,-102,2013-03-15
"3118","Cal Irvine","Long Beach State",1.5,-102,2014-01-09
"3119","Cal Irvine","Long Beach State",-4.5,-105,2015-02-07
"3120","Cal Irvine","Long Beach State",-2,-103,2016-01-14
"3121","Cal Irvine","Long Beach State",4,-110,2017-02-04
"3122","Cal Irvine","Long Beach State",-3,-108,2018-01-31
"3123","Cal Irvine","Louisville",-8.5,-102,2015-03-20
"3124","Cal Irvine","Loyola Marymount",8,-105,2014-11-29
"3125","Cal Irvine","LSU",-14.5,-108,2011-12-15
"3126","Cal Irvine","Marist",3.5,-106,2010-11-27
"3127","Cal Irvine","Montana",-8.5,-106,2017-12-19
"3128","Cal Irvine","Nevada",-10.5,-107,2016-12-14
