"DateOfGame","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","Pythag","RankPythag","AdjEM","RankAdjEM"
"2016-12-25","Abilene Christian",68.2895,265,67.7423,288,94.0307,298,95.4931,314,102.639,185,105.287,223,0.245496,286,-9.79359,282
"2016-12-25","Air Force",69.8307,200,69.7566,193,108.372,77,104.302,132,104.98,212,106.295,245,0.445771,189,-1.99393,190
"2016-12-25","Akron",67.5802,290,67.6564,292,114.128,35,110.375,45,102.467,179,103.646,191,0.673341,92,6.72858,88
"2016-12-25","Alabama",67.4852,296,67.5434,297,99.6523,212,102.014,180,92.2136,36,94.0427,33,0.718216,76,7.97111,77
"2016-12-25","Alabama A&M",66.6225,322,66.5436,319,89.3983,333,93.1206,331,128.282,351,119.782,351,0.0523806,351,-26.6611,351
"2016-12-25","Alabama St.",71.9394,98,72.4374,71,82.0118,347,88.9546,349,106.592,237,106.168,243,0.115644,338,-17.2137,335
"2016-12-25","Albany",66.8375,315,68.0499,279,103.706,145,103.472,152,104.695,206,103.976,199,0.486029,167,-0.504167,167
"2016-12-25","Alcorn St.",70.3078,177,71.3991,116,80.4344,348,89.8089,348,111.489,301,108.871,302,0.0985427,343,-19.0622,341
"2016-12-25","American",66.6466,321,68.1802,271,90.6717,324,91.5278,337,104.077,199,104.576,213,0.177607,321,-13.0484,316
"2016-12-25","Appalachian St.",72.0642,97,71.361,117,98.6061,230,99.0737,246,106.837,241,106.226,244,0.309689,252,-7.15201,254
"2016-12-25","Arizona",67.0962,310,67.8002,287,109.512,66,111.825,30,91.0053,26,91.8339,19,0.905935,18,19.9912,18
"2016-12-25","Arizona St.",75.4173,20,73.638,48,108.559,75,108.39,66,108.212,259,103.322,185,0.634298,107,5.06818,103
"2016-12-25","Arkansas",72.8552,70,72.6818,65,114.767,33,111.741,32,95.3204,61,96.7647,65,0.839545,40,14.9761,39
"2016-12-25","Arkansas Pine Bluff",69.3302,227,68.0339,280,77.3125,351,84.8168,351,109.123,276,107.594,271,0.0609068,350,-22.7777,348
"2016-12-25","Arkansas St.",70.6458,162,70.0231,180,103.943,141,103.99,140,98.9436,114,100.989,126,0.583401,129,3.00096,130
