"","Date","TeamName","Role","Opponent","PTS","FGM","FGA","FG%","3PTM","3PTA","3PT%","FTM","FTA","FT%","ORB","DRB","REB","AST","TO","STL","BLK","PF"
"53","November 9, 2012","UC-Davis","Away","Oklahoma State","65","23","55",".418","7","16",".438","12","19",".632","14","26","40","11","21","6","0","21"
"54","November 9, 2012","Oklahoma State","Home","UC-Davis","73","23","57",".404","8","22",".364","19","24",".792","8","20","28","14","9","10","6","18"
"55","November 9, 2012","UC-Merced","Away","Sacramento State","62","22","65",".338","5","19",".263","13","32",".406","23","18","41","13","15","3","2","29"
"56","November 9, 2012","Sacramento State","Home","UC-Merced","96","31","57",".544","7","15",".467","27","44",".614","15","30","45","17","12","8","4","27"
"57","November 9, 2012","UC-Riverside","Away","DePaul","59","21","51",".412","5","17",".294","12","24",".500","10","21","31","8","24","9","0","10"
"58","November 9, 2012","DePaul","Home","UC-Riverside","91","36","73",".493","11","21",".524","8","9",".889","11","25","36","17","13","13","2","21"
"59","November 9, 2012","UCSB","Away","LSU","63","19","51",".373","5","19",".263","20","29",".690","13","23","36","7","23","6","4","19"
"60","November 9, 2012","LSU","Home","UCSB","77","30","67",".448","10","26",".385","7","20",".350","17","21","38","15","13","16","4","20"
"61","November 9, 2012","Charleston Southern","Away","Charlotte","58","19","65",".292","8","34",".235","12","18",".667","18","24","42","9","17","7","4","25"
"62","November 9, 2012","Charlotte","Home","Charleston Southern","68","23","59",".390","3","13",".231","19","33",".576","16","23","39","7","11","9","6","19"
"63","November 9, 2012","Cincinnati Christian","Away","Eastern Kentucky","56","18","42",".429","5","15",".333","15","25",".600","3","19","22","10","23","8","1","13"
"64","November 9, 2012","Eastern Kentucky","Home","Cincinnati Christian","89","32","60",".533","14","30",".467","11","15",".733","10","22","32","15","14","10","3","22"
"65","November 9, 2012","Colgate","Away","Illinois","55","20","51",".392","7","23",".304","8","11",".727","4","27","31","13","17","5","5","15"
"66","November 9, 2012","Illinois","Home","Colgate","75","29","74",".392","13","30",".433","4","10",".400","18","28","46","14","12","5","2","12"
"67","November 9, 2012","Coppin State","Away","USC","73","20","57",".351","9","26",".346","24","33",".727","8","16","24","8","14","8","0","21"
"68","November 9, 2012","USC","Home","Coppin State","87","29","61",".475","8","21",".381","21","28",".750","15","28","43","15","17","4","7","26"
"69","November 9, 2012","Denver","Away","Iona","58","21","45",".467","6","22",".273","10","13",".769","6","15","21","14","14","7","4","13"
"70","November 9, 2012","Iona","Home","Denver","65","24","45",".533","6","12",".500","11","12",".917","5","18","23","15","18","6","4","14"
"71","November 9, 2012","District of Columbia","Away","Villanova","58","17","49",".347","9","28",".321","15","18",".833","2","22","24","12","22","7","2","20"
"72","November 9, 2012","Villanova","Home","District of Columbia","78","27","59",".458","5","17",".294","19","29",".655","9","28","37","14","16","13","1","20"
"73","November 9, 2012","Drexel","Away","Kent State","62","22","60",".367","7","23",".304","11","16",".688","14","24","38","12","16","2","2","24"
"74","November 9, 2012","Kent State","Home","Drexel","66","20","57",".351","6","22",".273","20","31",".645","14","25","39","9","12","4","6","20"
"75","November 9, 2012","Duquesne","Away","Albany (NY)","66","22","58",".379","7","28",".250","15","23",".652","18","17","35","8","13","4","6","13"
"76","November 9, 2012","Albany (NY)","Home","Duquesne","69","28","61",".459","7","19",".368","6","7",".857","13","19","32","13","12","6","2","22"
"77","November 9, 2012","East Texas Baptist","Away","Northwestern State","77","30","79",".380","7","24",".292","10","14",".714","8","20","28","11","17","10","1","17"
"78","November 9, 2012","Northwestern State","Home","East Texas Baptist","118","48","76",".632","10","24",".417","12","21",".571","10","42","52","26","18","11","9","16"
"79","November 9, 2012","Eastern Illinois","Away","Bradley","53","17","49",".347","7","23",".304","12","16",".750","6","16","22","8","14","5","0","18"
"80","November 9, 2012","Bradley","Home","Eastern Illinois","76","30","52",".577","3","12",".250","13","17",".765","5","28","33","16","11","7","1","14"
"81","November 9, 2012","Emory","Away","Davidson","67","21","57",".368","8","19",".421","17","29",".586","7","25","32","7","12","4","3","25"
"82","November 9, 2012","Davidson","Home","Emory","93","32","66",".485","10","22",".455","19","24",".792","8","31","39","21","8","4","9","20"
"83","November 9, 2012","Fairleigh Dickinson","Away","Xavier","75","24","57",".421","10","26",".385","17","23",".739","2","6","8","13","7","2","1","17"
"84","November 9, 2012","Xavier","Home","Fairleigh Dickinson","117","43","61",".705","13","21",".619","18","21",".857","12","29","41","25","9","5","1","16"
"85","November 9, 2012","Florida A&M","Away","Houston","76","28","71",".394","8","26",".308","12","21",".571","11","18","29","11","12","12","4","23"
"86","November 9, 2012","Houston","Home","Florida A&M","81","26","61",".426","8","19",".421","21","26",".808","18","31","49","12","19","7","6","18"
"87","November 9, 2012","Florida Gulf Coast","Away","VCU","57","20","44",".455","4","13",".308","13","21",".619","7","19","26","13","25","8","4","15"
"88","November 9, 2012","VCU","Home","Florida Gulf Coast","80","32","73",".438","8","30",".267","8","14",".571","21","21","42","22","14","20","3","20"
"89","November 9, 2012","Fordham","Away","Texas State","76","29","66",".439","4","13",".308","14","24",".583","9","29","38","7","23","12","3","24"
"90","November 9, 2012","Texas State","Home","Fordham","86","27","64",".422","7","19",".368","25","35",".714","11","31","42","17","18","7","5","19"
"91","November 9, 2012","Fresno State","Away","Texas","53","21","59",".356","5","19",".263","6","11",".545","10","16","26","8","7","6","5","19"
"92","November 9, 2012","Texas","Home","Fresno State","55","18","49",".367","1","13",".077","18","24",".750","14","28","42","3","13","2","7","14"
"93","November 9, 2012","Georgia Southern","Away","Valparaiso","54","16","39",".410","4","13",".308","18","25",".720","9","13","22","8","21","7","2","20"
"94","November 9, 2012","Valparaiso","Home","Georgia Southern","85","27","51",".529","13","24",".542","18","21",".857","13","15","28","19","13","14","1","17"
"95","November 9, 2012","Grambling","Away","Cleveland State","49","12","46",".261","1","13",".077","24","30",".800","8","13","21","8","16","6","1","19"
"96","November 9, 2012","Cleveland State","Home","Grambling","92","34","59",".576","8","16",".500","16","19",".842","11","24","35","23","13","13","5","22"
"97","November 9, 2012","Greensboro","Away","North Carolina A&T","52","17","56",".304","7","23",".304","11","21",".524","8","21","29","9","24","10","2","18"
"98","November 9, 2012","North Carolina A&T","Home","Greensboro","83","33","69",".478","4","20",".200","13","18",".722","10","33","43","17","17","16","7","19"
"99","November 9, 2012","Hampton","Away","William & Mary","51","19","60",".317","2","16",".125","11","16",".688","12","22","34","3","12","5","2","18"
"100","November 9, 2012","William & Mary","Home","Hampton","69","22","47",".468","9","21",".429","16","26",".615","4","30","34","20","13","7","4","10"
"101","November 9, 2012","Hofstra","Away","Monmouth","62","19","65",".292","4","19",".211","20","30",".667","19","24","43","10","23","7","5","14"
"102","November 9, 2012","Monmouth","Home","Hofstra","91","36","72",".500","7","17",".412","12","13",".923","9","27","36","25","14","17","2","25"
"103","November 9, 2012","Holy Cross","Away","Old Dominion","46","16","54",".296","8","24",".333","6","11",".545","11","19","30","12","12","5","2","16"
"104","November 9, 2012","Old Dominion","Home","Holy Cross","45","18","46",".391","0","13",".000","9","18",".500","12","29","41","6","17","3","7","16"
"105","November 9, 2012","Houston Baptist","Away","Arkansas-Pine Bluff","72","25","65",".385","5","18",".278","17","25",".680","14","24","38","12","15","8","0","24"
"106","November 9, 2012","Arkansas-Pine Bluff","Home","Houston Baptist","68","26","61",".426","4","16",".250","12","25",".480","14","24","38","13","14","9","3","20"
"107","November 9, 2012","Howard Payne","Away","Stephen F. Austin","30","15","46",".326","0","6",".000","0","1",".000","3","22","25","3","29","6","5","19"
"108","November 9, 2012","Stephen F. Austin","Home","Howard Payne","84","32","69",".464","10","24",".417","10","17",".588","14","25","39","22","11","19","5","8"
"109","November 9, 2012","Fort Wayne","Away","Auburn","50","15","52",".288","4","20",".200","16","23",".696","8","24","32","10","17","10","2","18"
"110","November 9, 2012","Auburn","Home","Fort Wayne","61","22","54",".407","3","11",".273","14","21",".667","11","28","39","10","16","10","3","17"
"111","November 9, 2012","Jacksonville","Away","Georgia","62","23","61",".377","2","14",".143","14","22",".636","14","24","38","12","21","11","1","26"
"112","November 9, 2012","Georgia","Home","Jacksonville","68","20","49",".408","4","19",".211","24","38",".632","13","27","40","13","23","13","5","19"
"113","November 9, 2012","Kennesaw State","Away","Tennessee","67","24","52",".462","5","16",".313","14","25",".560","12","13","25","9","11","4","2","23"
"114","November 9, 2012","Tennessee","Home","Kennesaw State","76","26","43",".605","7","12",".583","17","28",".607","6","20","26","17","13","7","6","22"
"115","November 9, 2012","Lake Erie","Away","Bowling Green State","53","21","52",".404","3","12",".250","8","14",".571","7","21","28","7","19","9","5","25"
"116","November 9, 2012","Bowling Green State","Home","Lake Erie","63","19","58",".328","4","18",".222","21","35",".600","18","20","38","9","14","10","7","14"
"117","November 9, 2012","Liberty","Away","Richmond","42","13","50",".260","4","19",".211","12","18",".667","3","23","26","6","17","6","1","17"
"118","November 9, 2012","Richmond","Home","Liberty","84","29","59",".492","10","28",".357","16","25",".640","13","32","45","13","13","10","6","18"
"119","November 9, 2012","Longwood","Away","Marshall","47","17","57",".298","2","15",".133","11","19",".579","9","12","21","9","18","7","2","22"
"120","November 9, 2012","Marshall","Home","Longwood","81","29","57",".509","6","14",".429","17","28",".607","17","26","43","17","18","12","6","18"
"121","November 9, 2012","Louisiana College","Away","McNeese State","54","19","52",".365","4","15",".267","12","15",".800","12","21","33","9","21","8","3","13"
"122","November 9, 2012","McNeese State","Home","Louisiana College","72","30","57",".526","5","16",".313","7","11",".636","8","22","30","16","16","9","8","19"
"123","November 9, 2012","Louisiana Tech","Away","Texas A&M","59","20","56",".357","6","22",".273","13","18",".722","12","20","32","12","15","7","6","22"
"124","November 9, 2012","Texas A&M","Home","Louisiana Tech","71","24","55",".436","5","15",".333","18","24",".750","11","23","34","12","12","7","2","18"
"125","November 9, 2012","Mary","Away","Milwaukee","46","18","55",".327","3","21",".143","7","10",".700","7","23","30","9","14","3","2","19"
"126","November 9, 2012","Milwaukee","Home","Mary","76","25","58",".431","13","30",".433","13","16",".813","5","25","30","15","8","5","4","16"
"127","November 9, 2012","UMBC","Away","Penn","75","29","64",".453","7","16",".438","10","14",".714","13","23","36","14","24","14","4","23"
"128","November 9, 2012","Penn","Home","UMBC","80","27","53",".509","8","16",".500","18","27",".667","5","21","26","17","21","12","2","19"
"129","November 9, 2012","Maryland-Eastern Shore","Away","Hawaii","64","26","70",".371","5","28",".179","7","15",".467","10","20","30","14","12","9","2","21"
"130","November 9, 2012","Hawaii","Home","Maryland-Eastern Shore","76","27","52",".519","4","15",".267","18","25",".720","8","32","40","19","21","3","1","15"
"131","November 9, 2012","Marymount (VA)","Away","Navy","48","18","54",".333","3","11",".273","9","12",".750","7","18","25","9","16","5","1","17"
"132","November 9, 2012","Navy","Home","Marymount (VA)","75","27","58",".466","8","17",".471","13","16",".813","12","27","39","15","15","7","3","18"
"133","November 9, 2012","MIT","Away","Harvard","54","20","55",".364","4","14",".286","10","13",".769","6","19","25","5","18","5","2","16"
"134","November 9, 2012","Harvard","Home","MIT","69","26","56",".464","6","15",".400","11","18",".611","11","21","32","17","9","9","10","15"
"135","November 9, 2012","Miles","Away","Alabama A&M","48","18","51",".353","2","9",".222","10","15",".667","10","27","37","10","25","5","3","25"
"136","November 9, 2012","Alabama A&M","Home","Miles","68","22","58",".379","3","14",".214","21","30",".700","14","25","39","12","19","12","2","17"
"137","November 9, 2012","Mississippi State","Away","Troy","53","19","43",".442","4","16",".250","11","18",".611","7","24","31","6","16","5","2","16"
"138","November 9, 2012","Troy","Home","Mississippi State","56","21","58",".362","10","29",".345","4","7",".571","11","20","31","12","12","4","2","22"
"139","November 9, 2012","Mississippi Valley State","Away","Ole Miss","57","19","59",".322","5","21",".238","14","24",".583","11","22","33","7","23","6","1","26"
"140","November 9, 2012","Ole Miss","Home","Mississippi Valley State","93","31","78",".397","6","27",".222","25","39",".641","20","27","47","14","11","13","8","20"
"141","November 9, 2012","UMKC","Away","Seton Hall","36","15","48",".313","3","15",".200","3","15",".200","6","18","24","6","20","9","1","18"
"142","November 9, 2012","Seton Hall","Home","UMKC","75","25","51",".490","10","24",".417","15","26",".577","10","29","39","19","15","11","3","19"
"143","November 9, 2012","Montana","Away","Colorado State","65","20","44",".455","7","17",".412","18","23",".783","2","15","17","9","13","3","2","33"
"144","November 9, 2012","Colorado State","Home","Montana","72","20","53",".377","1","8",".125","31","41",".756","16","24","40","7","9","5","0","20"
"145","November 9, 2012","Montreat","Away","Appalachian State","54","21","55",".382","3","11",".273","9","15",".600","6","22","28","4","26","13","2","18"
"146","November 9, 2012","Appalachian State","Home","Montreat","86","31","71",".437","9","27",".333","15","19",".789","17","28","45","15","18","18","5","14"
"147","November 9, 2012","Morehead State","Away","LIU-Brooklyn","77","31","67",".463","9","23",".391","6","8",".750","15","22","37","13","19","10","3","27"
"148","November 9, 2012","LIU-Brooklyn","Home","Morehead State","74","25","59",".424","2","16",".125","22","33",".667","14","21","35","14","16","11","4","11"
"149","November 9, 2012","Mount St. Mary's","Away","Pitt","48","17","47",".362","9","23",".391","5","8",".625","7","8","15","10","15","5","1","14"
"150","November 9, 2012","Pitt","Home","Mount St. Mary's","80","34","48",".708","1","6",".167","11","16",".688","6","20","26","17","8","10","6","12"
"151","November 9, 2012","Niagara","Away","Oregon State","83","29","76",".382","16","34",".471","9","20",".450","12","20","32","18","12","13","3","21"
"152","November 9, 2012","Oregon State","Home","Niagara","102","38","67",".567","13","24",".542","13","24",".542","13","34","47","20","17","7","6","15"
"153","November 9, 2012","Norfolk State","Away","Rhode Island","67","25","56",".446","5","13",".385","12","18",".667","13","27","40","9","13","4","6","25"
"154","November 9, 2012","Rhode Island","Home","Norfolk State","55","15","53",".283","6","20",".300","19","30",".633","15","18","33","6","8","8","5","19"
"155","November 9, 2012","UNC Greensboro","Away","High Point","73","26","60",".433","8","20",".400","13","23",".565","8","24","32","13","17","6","1","17"
"156","November 9, 2012","High Point","Home","UNC Greensboro","81","30","68",".441","5","18",".278","16","22",".727","12","23","35","17","13","9","4","20"
"157","November 9, 2012","North Dakota","Away","Kansas State","52","19","63",".302","2","18",".111","12","17",".706","10","22","32","7","19","11","2","25"
"158","November 9, 2012","Kansas State","Home","North Dakota","85","29","66",".439","7","24",".292","20","28",".714","14","27","41","16","14","8","5","18"
"159","November 9, 2012","Northern Illinois","Away","Omaha","64","21","50",".420","5","16",".313","17","30",".567","11","23","34","10","23","9","0","23"
"160","November 9, 2012","Omaha","Home","Northern Illinois","77","24","51",".471","6","17",".353","23","31",".742","7","21","28","10","18","11","0","27"
"161","November 9, 2012","Northern Michigan","Away","Detroit","53","18","54",".333","8","13",".615","9","16",".563","9","25","34","10","25","6","1","10"
"162","November 9, 2012","Detroit","Home","Northern Michigan","88","34","70",".486","11","31",".355","9","14",".643","10","29","39","19","13","16","7","13"
"163","November 9, 2012","Oral Roberts","Away","UTEP","49","18","48",".375","5","13",".385","8","12",".667","10","21","31","11","20","6","5","16"
"164","November 9, 2012","UTEP","Home","Oral Roberts","69","30","64",".469","1","7",".143","8","14",".571","8","17","25","18","7","11","6","15"
"165","November 9, 2012","Pacific (OR)","Away","Portland State","58","20","48",".417","6","17",".353","12","15",".800","5","15","20","16","20","14","1","22"
"166","November 9, 2012","Portland State","Home","Pacific (OR)","77","26","46",".565","5","12",".417","20","27",".741","6","19","25","15","19","11","3","16"
"167","November 9, 2012","Pacifica","Away","Loyola Marymount","49","15","65",".231","5","23",".217","14","27",".519","10","20","30","7","25","9","1","23"
"168","November 9, 2012","Loyola Marymount","Home","Pacifica","108","45","78",".577","7","16",".438","11","21",".524","17","44","61","31","18","13","8","23"
"169","November 9, 2012","Pepperdine","Away","Cal State Northridge","75","25","57",".439","9","26",".346","16","26",".615","16","22","38","17","23","6","3","20"
"170","November 9, 2012","Cal State Northridge","Home","Pepperdine","81","25","58",".431","6","16",".375","25","27",".926","11","21","32","10","16","11","4","21"
"171","November 9, 2012","Philander Smith","Away","Missouri State","61","17","52",".327","5","23",".217","22","26",".846","8","20","28","11","13","6","0","20"
"172","November 9, 2012","Missouri State","Home","Philander Smith","89","32","66",".485","9","26",".346","16","21",".762","15","26","41","23","10","7","0","21"
"173","November 9, 2012","Prairie View","Away","Texas Tech","79","24","60",".400","5","21",".238","26","34",".765","12","16","28","12","17","7","2","23"
"174","November 9, 2012","Texas Tech","Home","Prairie View","89","30","59",".508","7","23",".304","22","28",".786","11","23","34","10","17","11","5","27"
"175","November 9, 2012","Radford","Away","Wake Forest","67","25","66",".379","7","21",".333","10","20",".500","13","16","29","11","12","12","4","28"
"176","November 9, 2012","Wake Forest","Home","Radford","79","28","44",".636","3","11",".273","20","30",".667","5","27","32","11","18","8","5","19"
"177","November 9, 2012","Reinhardt","Away","Jacksonville State","63","24","66",".364","6","25",".240","9","17",".529","14","17","31","11","17","9","4","29"
"178","November 9, 2012","Jacksonville State","Home","Reinhardt","93","33","58",".569","2","13",".154","25","36",".694","13","25","38","20","15","8","7","21"
"179","November 9, 2012","Robert Morris","Away","Rider","54","13","51",".255","4","20",".200","24","32",".750","12","18","30","7","16","7","3","24"
"180","November 9, 2012","Rider","Home","Robert Morris","79","27","53",".509","8","17",".471","17","20",".850","7","25","32","13","16","8","5","26"
"181","November 9, 2012","Rochester (MI)","Away","Eastern Michigan","52","21","52",".404","5","21",".238","5","8",".625","7","11","18","16","14","8","1","19"
"182","November 9, 2012","Eastern Michigan","Home","Rochester (MI)","66","25","51",".490","4","12",".333","12","19",".632","13","21","34","12","16","4","6","11"
"183","November 9, 2012","Saint Francis (PA)","Away","Penn State","58","21","45",".467","7","19",".368","9","14",".643","2","17","19","8","16","4","1","23"
"184","November 9, 2012","Penn State","Home","Saint Francis (PA)","65","17","47",".362","3","24",".125","28","32",".875","12","24","36","8","17","6","3","23"
"185","November 9, 2012","St. Peter's","Away","Rutgers","56","22","48",".458","5","16",".313","7","14",".500","2","17","19","14","9","8","0","21"
"186","November 9, 2012","Rutgers","Home","St. Peter's","52","19","53",".358","2","13",".154","12","18",".667","15","25","40","10","17","3","1","15"
"187","November 9, 2012","Sam Houston State","Away","Arkansas","68","28","60",".467","8","23",".348","4","6",".667","10","21","31","13","19","3","4","25"
"188","November 9, 2012","Arkansas","Home","Sam Houston State","73","22","51",".431","3","13",".231","26","32",".813","7","14","21","16","9","9","8","14"
"189","November 9, 2012","Samford","Away","Austin Peay","64","27","70",".386","2","24",".083","8","12",".667","13","19","32","11","7","9","0","18"
"190","November 9, 2012","Austin Peay","Home","Samford","75","28","52",".538","9","20",".450","10","17",".588","6","29","35","12","13","4","3","15"
"191","November 9, 2012","San Diego Christian","Away","San Diego","58","20","65",".308","8","25",".320","10","14",".714","11","17","28","11","16","7","5","20"
"192","November 9, 2012","San Diego","Home","San Diego Christian","91","36","70",".514","4","16",".250","15","19",".789","15","31","46","17","15","7","7","14"
"193","November 9, 2012","San Jose State","Away","New Orleans","68","29","56",".518","3","11",".273","7","17",".412","7","24","31","11","20","13","3","23"
"194","November 9, 2012","New Orleans","Home","San Jose State","72","27","54",".500","1","7",".143","17","24",".708","3","19","22","15","18","8","3","17"
"195","November 9, 2012","South Carolina State","Away","Claflin","81","30","59",".508","6","12",".500","15","26",".577","16","28","44","14","9","5","4","15"
"196","November 9, 2012","Claflin","Home","South Carolina State","62","24","63",".381","5","20",".250","9","13",".692","13","19","32","14","8","4","2","21"
"197","November 9, 2012","USC Upstate","Away","Saint Louis","59","25","47",".532","6","11",".545","3","6",".500","3","14","17","15","15","5","3","20"
"198","November 9, 2012","Saint Louis","Home","USC Upstate","76","27","52",".519","3","12",".250","19","22",".864","10","17","27","13","9","8","0","12"
"199","November 9, 2012","South Dakota State","Away","Alabama","67","25","50",".500","8","21",".381","9","12",".750","6","15","21","8","13","3","2","14"
"200","November 9, 2012","Alabama","Home","South Dakota State","70","25","52",".481","6","21",".286","14","14","1.000","8","19","27","14","12","8","4","16"
"201","November 9, 2012","Southern","Away","Iowa State","59","20","66",".303","5","25",".200","14","16",".875","5","24","29","12","16","9","2","26"
"202","November 9, 2012","Iowa State","Home","Southern","82","30","68",".441","7","21",".333","15","28",".536","20","37","57","12","21","8","9","17"
"203","November 9, 2012","St. Francis (NY)","Away","Lafayette","76","29","58",".500","5","18",".278","13","24",".542","16","23","39","9","14","5","2","17"
"204","November 9, 2012","Lafayette","Home","St. Francis (NY)","65","25","56",".446","8","23",".348","7","11",".636","8","17","25","16","16","2","4","21"
"205","November 9, 2012","Stanford","Away","San Francisco","74","26","55",".473","7","15",".467","15","23",".652","1","24","25","15","6","6","2","18"
"206","November 9, 2012","San Francisco","Home","Stanford","62","23","59",".390","7","20",".350","9","15",".600","11","30","41","6","15","3","1","22"
"207","November 9, 2012","Stetson","Away","Miami (FL)","79","28","63",".444","13","31",".419","10","14",".714","7","21","28","20","10","6","1","21"
