"","Date","TeamName","Role","Opponent","PTS","FGM","FGA","FG%","3PTM","3PTA","3PT%","FTM","FTA","FT%","ORB","DRB","REB","AST","TO","STL","BLK","PF"
"45","November 13, 2015","Air Force","Away","Southern Illinois","75","22","51",".431","4","20",".200","27","33",".818","8","24","32","10","12","2","1","21"
"46","November 13, 2015","Southern Illinois","Home","Air Force","77","28","67",".418","6","24",".250","15","28",".536","14","19","33","14","5","8","1","26"
"47","November 13, 2015","Alabama A&M","Away","Tulane","68","25","64",".391","8","29",".276","10","17",".588","9","22","31","10","14","12","1","25"
"48","November 13, 2015","Tulane","Home","Alabama A&M","67","22","57",".386","7","27",".259","16","26",".615","16","25","41","11","18","6","7","21"
"49","November 13, 2015","Alabama-Birmingham","Away","Auburn","74","31","70",".443","4","13",".308","8","11",".727","13","22","35","19","13","8","6","20"
"50","November 13, 2015","Auburn","Home","Alabama-Birmingham","75","22","51",".431","7","19",".368","24","31",".774","8","26","34","10","14","7","8","19"
"51","November 13, 2015","Allen","Away","Mercer","70","20","64",".313","7","29",".241","23","29",".793","8","20","28","12","13","6","1","34"
"52","November 13, 2015","Mercer","Home","Allen","96","33","61",".541","1","13",".077","29","44",".659","12","36","48","23","13","8","5","22"
"53","November 13, 2015","American","Away","Rhode Island","42","16","46",".348","2","14",".143","8","13",".615","7","16","23","4","16","8","3","27"
"54","November 13, 2015","Rhode Island","Home","American","65","24","46",".522","4","13",".308","13","31",".419","10","21","31","8","13","8","5","17"
"55","November 13, 2015","Arkansas-Pine Bluff","Away","Seattle","58","20","55",".364","7","30",".233","11","16",".688","8","27","35","12","11","8","6","23"
"56","November 13, 2015","Seattle","Home","Arkansas-Pine Bluff","56","17","49",".347","6","16",".375","16","28",".571","7","31","38","12","15","5","0","17"
"57","November 13, 2015","Arkansas State","Away","SIU-Edwardsville","70","26","90",".289","7","20",".350","11","15",".733","16","26","42","14","11","2","1","27"
"58","November 13, 2015","SIU-Edwardsville","Home","Arkansas State","79","21","55",".382","7","22",".318","30","40",".750","9","25","34","13","7","4","5","20"
"59","November 13, 2015","Auburn Montgomery","Away","South Alabama","68","26","68",".382","8","30",".267","8","15",".533","12","23","35","13","13","5","1","21"
"60","November 13, 2015","South Alabama","Home","Auburn Montgomery","88","31","72",".431","8","22",".364","18","27",".667","19","30","49","14","11","6","3","15"
"61","November 13, 2015","Austin College","Away","Lamar","58","16","65",".246","3","18",".167","23","38",".605","7","22","29","10","17","6","7","29"
"62","November 13, 2015","Lamar","Home","Austin College","101","32","78",".410","7","32",".219","30","40",".750","23","42","65","21","15","12","9","30"
"63","November 13, 2015","Ball State","Away","Bradley","53","20","55",".364","3","11",".273","10","20",".500","11","29","40","7","12","7","4","27"
"64","November 13, 2015","Bradley","Home","Ball State","54","15","47",".319","5","20",".250","19","32",".594","12","29","41","10","12","3","5","23"
"65","November 13, 2015","Belmont","Away","Marquette","83","30","66",".455","12","34",".353","11","17",".647","8","22","30","23","12","2","1","22"
"66","November 13, 2015","Marquette","Home","Belmont","80","28","65",".431","6","26",".231","18","27",".667","15","28","43","19","11","7","4","20"
"67","November 13, 2015","Binghamton","Away","St. Bonaventure","53","17","57",".298","5","24",".208","14","17",".824","5","30","35","8","19","4","2","23"
"68","November 13, 2015","St. Bonaventure","Home","Binghamton","63","20","54",".370","4","19",".211","19","25",".760","7","33","40","12","13","9","4","21"
"69","November 13, 2015","Boise State","Away","Montana","72","28","50",".560","8","26",".308","8","12",".667","2","19","21","13","14","4","1","29"
"70","November 13, 2015","Montana","Home","Boise State","74","21","44",".477","7","29",".241","25","36",".694","5","19","24","9","12","4","2","22"
"71","November 13, 2015","Bristol University","Away","Wyoming","62","23","68",".338","10","32",".313","6","13",".462","6","22","28","9","12","8","0","32"
"72","November 13, 2015","Wyoming","Home","Bristol University","101","31","56",".554","12","28",".429","27","37",".730","5","37","42","20","12","6","2","13"
"73","November 13, 2015","Brown","Away","St. Peter's","65","21","61",".344","7","33",".212","16","22",".727","8","34","42","13","14","4","4","24"
"74","November 13, 2015","St. Peter's","Home","Brown","77","27","67",".403","6","22",".273","17","31",".548","11","32","43","12","7","8","1","19"
"75","November 13, 2015","Cal Poly","Away","UNLV","72","26","65",".400","7","25",".280","13","16",".813","12","20","32","13","13","9","1","30"
"76","November 13, 2015","UNLV","Home","Cal Poly","74","23","51",".451","3","14",".214","25","40",".625","14","26","40","16","19","4","5","24"
"77","November 13, 2015","Cal State Fullerton","Away","Loyola Marymount","74","27","57",".474","6","16",".375","14","19",".737","9","30","39","18","18","4","2","26"
"78","November 13, 2015","Loyola Marymount","Home","Cal State Fullerton","79","25","72",".347","6","24",".250","23","29",".793","14","23","37","13","10","6","4","22"
"79","November 13, 2015","Cal State Northridge","Away","Northern Illinois","71","26","55",".473","4","12",".333","15","31",".484","11","19","30","15","14","7","1","27"
"80","November 13, 2015","Northern Illinois","Home","Cal State Northridge","83","24","54",".444","11","24",".458","24","34",".706","8","28","36","16","12","8","3","24"
"81","November 13, 2015","UC-San Diego","Away","UC-Irvine","73","24","62",".387","11","27",".407","14","15",".933","8","16","24","13","5","4","1","21"
"82","November 13, 2015","UC-Irvine","Home","UC-San Diego","89","31","50",".620","7","14",".500","20","28",".714","3","23","26","18","8","2","8","16"
"83","November 13, 2015","UCSB","Away","Omaha","60","22","63",".349","4","22",".182","12","16",".750","14","28","42","10","20","9","3","25"
"84","November 13, 2015","Omaha","Home","UCSB","59","17","49",".347","3","22",".136","22","35",".629","8","25","33","10","19","10","3","18"
"85","November 13, 2015","Canisius","Away","Hofstra","85","34","71",".479","11","32",".344","6","9",".667","10","20","30","17","12","4","2","20"
"86","November 13, 2015","Hofstra","Home","Canisius","96","35","65",".538","11","28",".393","15","24",".625","11","26","37","23","13","7","1","12"
"87","November 13, 2015","Chadron State","Away","South Dakota State","52","19","61",".311","7","19",".368","7","17",".412","16","18","34","8","18","8","2","24"
"88","November 13, 2015","South Dakota State","Home","Chadron State","87","34","64",".531","7","21",".333","12","22",".545","15","28","43","18","14","9","7","18"
"89","November 13, 2015","Chattanooga","Away","Georgia","92","30","69",".435","12","30",".400","20","31",".645","12","20","32","11","16","9","2","33"
"90","November 13, 2015","Georgia","Home","Chattanooga","90","26","48",".542","10","20",".500","28","45",".622","8","26","34","12","21","11","11","30"
"91","November 13, 2015","Cincinnati Christian","Away","Morehead State","51","16","48",".333","4","11",".364","15","19",".789","8","15","23","3","23","4","0","25"
"92","November 13, 2015","Morehead State","Home","Cincinnati Christian","87","31","57",".544","6","18",".333","19","29",".655","13","23","36","20","12","15","5","18"
"93","November 13, 2015","Colgate","Away","George Mason","66","22","44",".500","5","14",".357","17","26",".654","4","29","33","13","14","1","2","30"
"94","November 13, 2015","George Mason","Home","Colgate","53","16","49",".327","3","18",".167","18","35",".514","10","22","32","5","14","3","0","27"
"95","November 13, 2015","Coppin State","Away","Eastern Kentucky","80","27","67",".403","6","21",".286","20","32",".625","14","26","40","16","20","4","0","23"
"96","November 13, 2015","Eastern Kentucky","Home","Coppin State","107","40","75",".533","9","29",".310","18","26",".692","10","27","37","24","11","10","3","29"
"97","November 13, 2015","Cornell","Away","Georgia Tech","81","28","60",".467","13","31",".419","12","19",".632","6","16","22","14","13","2","0","21"
"98","November 13, 2015","Georgia Tech","Home","Cornell","116","47","78",".603","8","23",".348","14","23",".609","18","28","46","30","6","8","2","19"
"99","November 13, 2015","Covenant","Away","Liberty","62","22","50",".440","9","26",".346","9","13",".692","4","27","31","12","15","7","2","17"
"100","November 13, 2015","Liberty","Home","Covenant","64","24","59",".407","6","18",".333","10","17",".588","12","27","39","11","16","7","3","22"
"101","November 13, 2015","Dartmouth","Away","Seton Hall","67","24","63",".381","6","18",".333","13","16",".813","8","18","26","16","13","8","3","32"
"102","November 13, 2015","Seton Hall","Home","Dartmouth","84","29","47",".617","4","8",".500","22","43",".512","11","29","40","20","20","7","6","21"
"103","November 13, 2015","Delaware","Away","Delaware State","62","19","48",".396","8","25",".320","16","23",".696","9","30","39","13","14","2","6","9"
"104","November 13, 2015","Delaware State","Home","Delaware","56","24","64",".375","8","29",".276","0","2",".000","5","21","26","7","8","10","3","21"
"105","November 13, 2015","Drexel","Away","St. Joseph's","81","29","64",".453","5","16",".313","18","28",".643","10","22","32","11","9","4","3","28"
"106","November 13, 2015","St. Joseph's","Home","Drexel","82","25","53",".472","4","18",".222","28","39",".718","12","20","32","12","14","5","6","23"
"107","November 13, 2015","Eastern Washington","Away","Mississippi State","88","33","65",".508","6","22",".273","16","22",".727","9","13","22","9","10","8","0","20"
"108","November 13, 2015","Mississippi State","Home","Eastern Washington","106","41","66",".621","5","17",".294","19","24",".792","10","26","36","14","13","4","7","21"
"109","November 13, 2015","Elon","Away","Charlotte","85","33","69",".478","8","24",".333","11","16",".688","10","31","41","14","17","4","0","26"
"110","November 13, 2015","Charlotte","Home","Elon","74","24","65",".369","6","16",".375","20","34",".588","10","28","38","7","11","7","4","18"
"111","November 13, 2015","Fairfield","Away","Yale","57","20","50",".400","7","21",".333","10","13",".769","4","19","23","14","15","6","7","26"
"112","November 13, 2015","Yale","Home","Fairfield","70","22","58",".379","5","21",".238","21","27",".778","16","26","42","14","14","7","1","17"
"113","November 13, 2015","Ferrum","Away","Army","54","21","54",".389","2","13",".154","10","13",".769","12","15","27","6","19","9","4","21"
"114","November 13, 2015","Army","Home","Ferrum","93","37","67",".552","7","19",".368","12","17",".706","16","19","35","18","10","10","6","15"
"115","November 13, 2015","Florida","Away","Navy","59","23","49",".469","3","19",".158","10","19",".526","12","32","44","8","19","8","6","19"
"116","November 13, 2015","Navy","Home","Florida","41","17","59",".288","4","19",".211","3","12",".250","10","19","29","9","11","7","2","19"
"117","November 13, 2015","Florida National University","Away","Savannah State","69","25","63",".397","11","26",".423","8","17",".471","7","25","32","15","25","7","5","33"
"118","November 13, 2015","Savannah State","Home","Florida National University","87","30","66",".455","5","16",".313","22","40",".550","10","30","40","13","13","12","6","19"
"119","November 13, 2015","Gardner-Webb","Away","Iowa","59","19","60",".317","6","23",".261","15","21",".714","11","24","35","10","17","7","0","28"
"120","November 13, 2015","Iowa","Home","Gardner-Webb","76","24","59",".407","7","24",".292","21","28",".750","14","29","43","15","14","8","6","19"
"121","November 13, 2015","Grambling","Away","East Carolina","53","21","58",".362","8","29",".276","3","8",".375","8","24","32","11","14","7","2","26"
"122","November 13, 2015","East Carolina","Home","Grambling","61","14","45",".311","4","16",".250","29","42",".690","11","29","40","10","12","7","2","16"
"123","November 13, 2015","Great Falls","Away","Idaho State","72","28","71",".394","8","27",".296","8","10",".800","14","22","36","13","18","10","1","22"
"124","November 13, 2015","Idaho State","Home","Great Falls","78","21","53",".396","12","29",".414","24","35",".686","12","25","37","15","20","9","5","18"
"125","November 13, 2015","Green Bay","Away","Stanford","89","30","77",".390","10","21",".476","19","28",".679","13","23","36","11","16","12","2","35"
"126","November 13, 2015","Stanford","Home","Green Bay","93","31","60",".517","6","18",".333","25","42",".595","10","31","41","10","21","4","12","21"
"127","November 13, 2015","Harris-Stowe","Away","Murray State","55","15","52",".288","3","14",".214","22","28",".786","7","21","28","7","27","5","3","26"
"128","November 13, 2015","Murray State","Home","Harris-Stowe","105","38","66",".576","6","17",".353","23","31",".742","9","27","36","27","13","13","6","22"
"129","November 13, 2015","Hartford","Away","Central Connecticut","92","28","66",".424","10","23",".435","26","33",".788","3","30","33","12","6","7","3","21"
"130","November 13, 2015","Central Connecticut","Home","Hartford","83","30","76",".395","9","31",".290","14","25",".560","13","33","46","15","13","2","9","24"
"131","November 13, 2015","High Point","Away","Texas Tech","73","25","56",".446","10","18",".556","13","20",".650","9","18","27","15","16","6","1","33"
"132","November 13, 2015","Texas Tech","Home","High Point","77","24","47",".511","6","22",".273","23","35",".657","8","24","32","13","16","5","3","22"
"133","November 13, 2015","Holy Cross","Away","Marist","67","23","55",".418","8","23",".348","13","15",".867","4","27","31","14","9","4","2","18"
"134","November 13, 2015","Marist","Home","Holy Cross","64","23","56",".411","4","24",".167","14","19",".737","9","26","35","11","10","3","4","19"
"135","November 13, 2015","Houston Baptist","Away","New Mexico State","69","24","64",".375","6","21",".286","15","22",".682","8","16","24","9","10","9","0","21"
"136","November 13, 2015","New Mexico State","Home","Houston Baptist","91","34","59",".576","6","17",".353","17","20",".850","10","34","44","15","17","3","5","25"
"137","November 13, 2015","Illinois State","Away","San Diego State","60","20","65",".308","6","16",".375","14","22",".636","11","21","32","11","10","4","4","29"
"138","November 13, 2015","San Diego State","Home","Illinois State","71","23","48",".479","3","15",".200","22","37",".595","9","33","42","9","18","3","8","23"
"139","November 13, 2015","Illinois Tech","Away","Chicago State","59","23","56",".411","1","3",".333","12","29",".414","9","23","32","7","35","3","1","24"
"140","November 13, 2015","Chicago State","Home","Illinois Tech","137","56","91",".615","8","18",".444","17","31",".548","18","33","51","30","11","26","5","26"
"141","November 13, 2015","Fort Wayne","Away","Valparaiso","64","23","52",".442","9","22",".409","9","15",".600","2","19","21","13","18","6","2","27"
"142","November 13, 2015","Valparaiso","Home","Fort Wayne","78","24","50",".480","5","16",".313","25","38",".658","9","24","33","13","12","10","4","15"
"143","November 13, 2015","IUPUI","Away","Indiana State","72","23","48",".479","5","14",".357","21","30",".700","7","25","32","7","17","2","1","29"
"144","November 13, 2015","Indiana State","Home","IUPUI","70","23","56",".411","4","18",".222","20","35",".571","11","20","31","6","13","9","1","25"
"145","November 13, 2015","Jackson State","Away","Oregon","52","19","60",".317","4","20",".200","10","13",".769","9","21","30","8","16","5","1","24"
"146","November 13, 2015","Oregon","Home","Jackson State","80","25","51",".490","10","24",".417","20","28",".714","8","23","31","16","16","8","9","18"
"147","November 13, 2015","Jacksonville State","Away","Central Michigan","83","32","71",".451","6","19",".316","13","16",".813","14","17","31","10","8","7","1","26"
"148","November 13, 2015","Central Michigan","Home","Jacksonville State","89","25","48",".521","8","19",".421","31","41",".756","10","24","34","8","13","4","3","15"
"149","November 13, 2015","James Madison","Away","Richmond","87","30","59",".508","11","24",".458","16","24",".667","16","23","39","16","11","5","0","19"
"150","November 13, 2015","Richmond","Home","James Madison","75","27","52",".519","5","17",".294","16","26",".615","6","17","23","14","6","7","1","22"
"151","November 13, 2015","Jarvis Christian","Away","North Texas","82","27","78",".346","11","34",".324","17","29",".586","11","27","38","13","15","16","3","33"
"152","November 13, 2015","North Texas","Home","Jarvis Christian","112","37","71",".521","9","21",".429","29","54",".537","18","41","59","18","20","8","2","25"
"153","November 13, 2015","Johnson University","Away","Florida A&M","71","26","70",".371","7","23",".304","12","22",".545","13","23","36","10","18","5","0","20"
"154","November 13, 2015","Florida A&M","Home","Johnson University","103","42","82",".512","6","24",".250","13","27",".481","20","33","53","20","12","9","4","16"
"155","November 13, 2015","Kean","Away","Columbia","62","20","57",".351","9","26",".346","13","18",".722","7","18","25","13","20","5","2","27"
"156","November 13, 2015","Columbia","Home","Kean","107","39","80",".488","16","46",".348","13","28",".464","27","31","58","22","14","10","10","21"
"157","November 13, 2015","Kennesaw State","Away","Alabama","64","19","55",".345","7","19",".368","19","26",".731","10","26","36","6","16","7","4","25"
"158","November 13, 2015","Alabama","Home","Kennesaw State","77","29","57",".509","4","17",".235","15","27",".556","9","27","36","13","12","11","6","21"
"159","November 13, 2015","Lafayette","Away","George Washington","76","20","60",".333","7","25",".280","29","33",".879","9","20","29","9","9","6","2","31"
"160","November 13, 2015","George Washington","Home","Lafayette","85","27","62",".435","2","17",".118","29","40",".725","18","30","48","13","10","7","7","26"
"161","November 13, 2015","Lehigh","Away","Syracuse","47","15","52",".288","2","17",".118","15","22",".682","9","25","34","8","15","11","1","17"
"162","November 13, 2015","Syracuse","Home","Lehigh","57","18","52",".346","11","34",".324","10","12",".833","8","27","35","13","17","10","7","16"
"163","November 13, 2015","Lipscomb","Away","Santa Clara","65","19","62",".306","8","32",".250","19","29",".655","11","31","42","15","19","8","3","19"
"164","November 13, 2015","Santa Clara","Home","Lipscomb","63","20","64",".313","9","32",".281","14","19",".737","12","35","47","16","21","6","4","29"
"165","November 13, 2015","Louisiana College","Away","Louisiana","68","21","57",".368","1","14",".071","25","33",".758","6","17","23","4","18","5","0","32"
"166","November 13, 2015","Louisiana","Home","Louisiana College","108","41","69",".594","4","25",".160","22","32",".688","13","31","44","12","12","7","4","27"
"167","November 13, 2015","Lyndon State","Away","New Hampshire","45","16","73",".219","6","34",".176","7","8",".875","9","19","28","6","4","9","1","19"
"168","November 13, 2015","New Hampshire","Home","Lyndon State","82","31","65",".477","8","23",".348","12","22",".545","18","44","62","21","14","1","3","8"
"169","November 13, 2015","UMBC","Away","Wake Forest","73","26","65",".400","9","25",".360","12","25",".480","9","23","32","10","8","10","3","27"
"170","November 13, 2015","Wake Forest","Home","UMBC","78","26","69",".377","3","20",".150","23","30",".767","23","33","56","12","16","2","11","21"
"171","November 13, 2015","Maryland-Eastern Shore","Away","Kansas State","53","14","47",".298","5","21",".238","20","27",".741","7","23","30","6","21","6","1","31"
"172","November 13, 2015","Kansas State","Home","Maryland-Eastern Shore","80","24","62",".387","5","23",".217","27","41",".659","16","25","41","13","10","13","1","23"
"173","November 13, 2015","MIT","Away","Harvard","39","14","48",".292","3","17",".176","8","14",".571","5","23","28","6","12","4","2","22"
"174","November 13, 2015","Harvard","Home","MIT","59","20","52",".385","5","15",".333","14","21",".667","12","25","37","11","11","5","7","16"
"175","November 13, 2015","UMass-Lowell","Away","Northwestern","57","18","56",".321","8","21",".381","13","20",".650","7","27","34","10","11","4","2","22"
"176","November 13, 2015","Northwestern","Home","UMass-Lowell","79","29","64",".453","9","29",".310","12","22",".545","13","31","44","18","6","3","5","19"
"177","November 13, 2015","McMurry","Away","Louisiana-Monroe","43","17","57",".298","7","22",".318","2","3",".667","8","13","21","6","18","4","0","20"
"178","November 13, 2015","Louisiana-Monroe","Home","McMurry","88","33","53",".623","5","10",".500","17","24",".708","9","31","40","18","13","9","5","12"
"179","November 13, 2015","Miami (OH)","Away","Xavier","72","22","49",".449","9","20",".450","19","25",".760","5","17","22","12","17","6","2","28"
"180","November 13, 2015","Xavier","Home","Miami (OH)","81","24","58",".414","7","21",".333","26","34",".765","16","24","40","15","15","9","1","24"
"181","November 13, 2015","Middle Georgia State","Away","Georgia State","54","16","48",".333","1","16",".063","21","32",".656","8","28","36","8","19","2","4","14"
"182","November 13, 2015","Georgia State","Home","Middle Georgia State","73","28","66",".424","7","27",".259","10","17",".588","12","24","36","14","7","9","4","24"
"183","November 13, 2015","Milligan","Away","UNC Wilmington","62","20","59",".339","5","21",".238","17","25",".680","16","23","39","5","27","1","1","33"
"184","November 13, 2015","UNC Wilmington","Home","Milligan","100","30","64",".469","6","23",".261","34","51",".667","15","24","39","14","9","16","9","23"
"185","November 13, 2015","Millsaps","Away","Louisiana Tech","33","13","59",".220","3","18",".167","4","9",".444","7","25","32","7","21","7","3","21"
"186","November 13, 2015","Louisiana Tech","Home","Millsaps","95","37","74",".500","8","26",".308","13","19",".684","12","35","47","17","11","14","3","12"
"187","November 13, 2015","Milwaukee","Away","Denver","71","21","49",".429","9","27",".333","20","21",".952","12","19","31","18","14","6","0","15"
"188","November 13, 2015","Denver","Home","Milwaukee","58","22","42",".524","7","17",".412","7","10",".700","3","15","18","16","15","6","1","23"
"189","November 13, 2015","Minnesota-Morris","Away","North Dakota","69","29","74",".392","8","24",".333","3","12",".250","6","19","25","14","15","7","1","22"
"190","November 13, 2015","North Dakota","Home","Minnesota-Morris","99","39","71",".549","4","17",".235","17","26",".654","12","34","46","19","11","7","6","17"
"191","November 13, 2015","UMKC","Away","Minnesota","58","20","62",".323","12","24",".500","6","11",".545","12","24","36","13","15","10","1","20"
"192","November 13, 2015","Minnesota","Home","UMKC","76","25","55",".455","12","28",".429","14","20",".700","6","25","31","20","13","6","7","12"
"193","November 13, 2015","Missouri State","Away","Oral Roberts","65","22","54",".407","6","16",".375","15","22",".682","9","27","36","10","17","5","6","25"
"194","November 13, 2015","Oral Roberts","Home","Missouri State","80","24","56",".429","8","17",".471","24","32",".750","7","22","29","17","7","9","4","21"
"195","November 13, 2015","Monmouth","Away","UCLA","84","27","72",".375","7","29",".241","23","29",".793","8","26","34","13","7","16","4","25"
"196","November 13, 2015","UCLA","Home","Monmouth","81","26","69",".377","8","21",".381","21","33",".636","20","36","56","13","23","2","6","22"
"197","November 13, 2015","Montana State","Away","Hawaii","76","23","52",".442","10","22",".455","20","26",".769","11","20","31","12","21","4","0","22"
"198","November 13, 2015","Hawaii","Home","Montana State","87","32","62",".516","8","23",".348","15","26",".577","15","20","35","21","12","14","5","23"
"199","November 13, 2015","Montreat","Away","Campbell","42","13","57",".228","4","17",".235","12","19",".632","9","23","32","3","20","6","1","21"
"200","November 13, 2015","Campbell","Home","Montreat","87","29","63",".460","13","33",".394","16","26",".615","14","31","45","18","14","18","5","20"
"201","November 13, 2015","Nevada","Away","Coastal Carolina","73","26","65",".400","5","17",".294","16","24",".667","14","29","43","13","8","10","8","19"
"202","November 13, 2015","Coastal Carolina","Home","Nevada","56","18","60",".300","4","15",".267","16","28",".571","16","27","43","8","17","5","4","22"
"203","November 13, 2015","Niagara","Away","Old Dominion","50","18","55",".327","2","17",".118","12","18",".667","13","21","34","5","16","5","4","22"
"204","November 13, 2015","Old Dominion","Home","Niagara","67","26","57",".456","3","12",".250","12","21",".571","9","20","29","13","11","9","5","16"
"205","November 13, 2015","UNC Asheville","Away","Tennessee","78","29","65",".446","6","17",".353","14","18",".778","9","22","31","12","13","8","1","25"
"206","November 13, 2015","Tennessee","Home","UNC Asheville","82","30","57",".526","4","16",".250","18","26",".692","8","23","31","16","11","8","6","16"
"207","November 13, 2015","North Carolina Central","Away","Clemson","40","17","56",".304","2","16",".125","4","12",".333","9","21","30","7","10","2","0","20"
